"","EVI2018"
"549",4167
"550",4948
"551",5125
"552",4825
"553",4796
"554",4054
"555",5228
"556",4588
"557",4858
"558",4550
"559",4509
"560",3626
"561",3641
"562",3945
"563",4486
"564",4628
"565",4651
"566",4174
"567",4576
"568",3782
"569",3764
"570",4302
"571",4236
"572",5261
"573",4345
"574",4399
"575",4175
"576",4258
"577",3962
"578",4117
"579",5282
"580",4262
"581",3961
"582",3365
"583",4374
"584",4509
"585",5264
"586",4239
"587",4028
"588",4844
"589",4076
"590",4394
"591",4309
"592",4107
"593",4170
"594",4157
"595",5324
"596",4469
"597",4574
"598",4486
"599",5009
"600",4233
"601",5108
"602",5014
"603",4105
"604",4680
"605",4960
"606",4327
"607",4475
"608",5441
"609",4997
"610",3829
"611",5115
"612",3831
"613",4184
"614",4893
"615",4043
"616",4307
"617",4822
"618",3699
"619",3852
"620",4465
"621",4853
"622",4920
"623",4574
"624",4212
"625",4016
"626",5006
"627",4081
"628",4940
"629",5201
"630",5605
"631",4622
"632",4405
"633",4213
"634",4130
"635",5343
"636",4417
"637",3478
"638",4813
"639",4971
"640",4134
"641",4684
"642",4832
"643",4822
"644",4980
"645",4689
"646",4297
"647",4732
"648",5353
"649",4287
"650",4419
"651",5045
"652",5153
"653",4903
"654",4776
"655",5055
"656",4534
"657",5008
"658",5026
"659",5025
"660",5104
"661",4312
"662",4705
"663",4261
"664",4818
"665",4283
"666",4469
"667",5191
"668",4987
"669",4359
"670",4794
"671",5052
"672",4907
"673",4190
"674",5073
"675",5099
"676",3859
"677",4769
"678",4871
"679",5295
"680",4781
"681",5057
"682",5069
"683",5722
"684",4891
"685",5068
"686",4494
"687",5007
"688",4996
"689",5244
"690",4952
"691",4853
"692",4476
"693",4571
"694",4961
"695",5192
"696",4670
"697",5144
"698",4473
"699",4581
"700",4884
"701",4928
"702",4536
"703",4259
"704",4513
"705",5240
"706",4978
"707",5177
"708",4782
"709",4607
"710",5343
"711",4815
"712",5112
"713",5217
"714",5091
"715",4963
"716",4392
"717",4474
"718",5063
"719",4487
"720",4651
"721",5380
"722",4607
"723",4966
"724",5149
"725",5361
"726",4562
"727",4803
"728",4844
"729",3967
"730",4472
"731",4085
"732",4841
"733",4144
"734",5243
"735",4563
"736",4578
"737",4455
"738",4737
"739",4839
"740",4808
"741",5059
"742",4896
"743",5616
"744",4261
"745",4496
"746",4917
"747",5206
"748",5820
"749",4792
"750",4717
"751",4741
"752",5581
"753",4710
"754",4959
"755",4814
"756",4630
"757",5296
"758",5083
"759",5412
"760",5494
"761",4602
"762",4314
"763",5058
"764",4592
"765",4361
"766",4449
"767",4269
"768",4662
"769",4359
"770",4790
"771",4869
"772",4617
"773",4516
"774",4652
"775",4130
"776",4425
"777",4636
"778",5112
"779",4849
"780",4558
"781",4846
"782",4714
"783",4542
"784",5073
"785",4553
"786",4416
"787",4778
"788",5129
"789",5093
"790",4767
"791",4792
"792",4713
"793",4918
"794",5106
"795",4985
"796",4653
"797",5423
"798",5097
"799",4058
"800",5090
"801",4560
"802",5201
"803",4928
"804",4891
"805",4782
"806",4939
"807",5179
"808",4813
"809",4697
"810",4900
"811",5173
"812",4800
"813",5076
"814",5418
"815",4972
"816",4938
"817",5159
"818",4669
"819",5342
"820",5213
"821",3665
"822",4361
"823",4606
"824",4576
"825",4576
"826",5006
"827",5514
"828",5226
"829",4870
"830",4642
"831",4646
"832",5086
"833",4730
"834",4992
"835",4960
"836",3365
"837",5008
"838",4486
"839",5039
"840",4723
"841",4461
"842",4284
"843",4337
"844",4432
"845",3840
"846",4820
"847",4481
"848",4072
"849",4772
"850",4077
"851",4193
"852",4094
"853",5265
"854",4699
"855",4810
"856",4276
"857",4108
"858",4383
"859",5142
"860",4432
"861",4761
"862",3679
"863",4998
"864",4982
"865",4742
"866",5303
"867",4045
"868",4423
"869",4492
"870",5087
"871",5268
"872",4768
"873",4725
"874",5372
"875",4697
"876",5123
"877",5193
"878",4763
"879",4003
"880",4856
"881",4860
"882",5461
"883",5085
"884",5031
"885",4755
"886",4329
"887",4868
"888",5333
"889",4965
"890",5458
"891",4958
"892",4927
"893",4561
"894",3779
"895",4460
"896",4892
"897",5123
"898",4792
"899",5175
"900",4214
"901",4260
"902",4589
"903",5302
"904",4953
"905",5536
"906",4793
"907",5183
"908",4610
"909",4015
"910",4995
"911",4288
"912",4403
"913",4878
"914",3962
"915",4816
"916",4926
"917",4027
"918",3670
"919",3590
"920",4871
"921",4291
"922",5122
"923",4202
"924",5127
"925",5329
"926",4047
"927",4624
"928",5356
"929",3538
"930",4534
"931",5071
"932",3964
"933",4751
"934",3709
"935",4870
"936",4969
"937",4775
"938",4728
"939",4785
"940",5222
"941",5015
"942",5051
"943",5002
"944",4571
"945",3426
"946",4030
"947",4771
"948",3617
"949",4357
"950",4748
"951",4225
"952",4284
"953",4218
"954",5176
"955",4528
"956",4796
"957",4062
"958",4893
"959",4796
"960",3730
"961",4447
"962",4050
"963",4869
"964",4819
"965",4687
"966",3743
"967",4591
"968",4706
"969",4446
"970",3440
"971",4629
"972",4205
"973",4195
"974",4042
"975",4722
"976",4456
"977",4470
"978",4650
"979",5030
"980",4915
"981",4445
"982",4368
"983",4485
"984",4263
"985",3935
"986",5042
"987",3998
"988",4665
"989",4758
"990",4421
"991",4467
"992",4650
"993",4560
"994",2906
"995",4869
"996",4806
"997",4088
"998",4867
"999",4020
"1000",5079
"1001",4700
"1002",4485
"1003",4849
"1004",4845
"1005",NA
"1006",4288
"1007",4285
"1008",4801
"1009",5043
"1010",4142
"1011",4120
"1012",3536
"1013",4186
"1014",4333
"1015",4518
"1016",3859
"1017",4916
"1018",3429
"1019",4495
"1020",NA
"1021",5108
"1022",4817
"1023",4628
"1024",4387
"1025",4476
"1026",4002
"1027",3985
"1028",4979
"1029",4317
"1030",4343
"1031",4687
"1032",4034
"1033",4527
"1034",4856
"1035",4081
"1036",4328
"1037",4505
"1038",4341
"1039",3720
"1040",4426
"1041",4481
"1042",4841
"1043",4813
"1044",5173
"1045",4176
"1046",NA
"1047",4437
"1048",3926
"1049",4244
"1050",4061
"1051",3809
"1052",4710
"1053",4606
"1054",4268
"1055",3962
"1056",4395
"1057",4467
"1058",3872
"1059",4600
"1060",4502
"1061",4274
"1062",4248
"1063",3963
"1064",4686
"1065",5075
"1066",4893
"1067",3611
"1068",4379
"1069",4891
"1070",4486
"1071",4942
"1072",4239
"1073",4928
"1074",5182
"1075",4208
"1076",4210
"1077",4198
"1078",4857
"1079",4751
"1080",4181
"1081",3809
"1082",5199
"1083",4478
"1084",4736
"1085",4611
"1086",4724
"1087",3702
"1088",3324
"1089",4148
"1090",4852
"1091",4575
"1092",4626
"1093",4711
"1094",4719
"1095",4688
"1096",3870
"1097",3927
"1098",4793
"1099",4311
"1100",4160
"1101",4445
"1102",4513
"1103",3800
"1104",3454
"1105",4095
"1106",4271
"1107",3490
"1108",3778
"1109",4157
"1110",4370
"1111",4591
"1112",4017
"1113",4236
"1114",4056
"1115",4193
"1116",3575
"1117",3368
"1118",4531
"1119",3783
"1120",4533
"1121",3857
"1122",4138
"1123",4158
"1124",4220
"1125",4381
"1126",3135
"1127",4524
"1128",4338
"1129",3968
"1130",4256
"1131",4402
"1132",3680
"1133",4011
"1134",4452
"1135",3667
"1136",4594
"1137",4811
"1138",4418
"1139",4636
"1140",4586
"1141",4281
"1142",4693
"1143",4299
"1144",4444
"1145",4140
"1146",4157
"1147",4320
"1148",4153
"1149",4532
"1150",4271
"1151",5201
"1152",4271
"1153",4322
"1154",4516
"1155",4775
"1156",4217
"1157",4471
"1158",4285
"1159",4296
"1160",4671
"1161",4619
"1162",4263
"1163",4346
"1164",4112
"1165",4601
"1166",4619
"1167",4339
"1168",4568
"1169",4390
"1170",4682
"1171",4587
"1172",3738
"1173",4395
"1174",4503
"1175",4300
"1176",4541
"1177",4612
"1178",4461
"1179",4358
"1180",4548
"1181",4009
"1182",4745
"1183",4464
"1184",3609
"1185",4716
"1186",4727
"1187",4883
"1188",4833
"1189",3883
"1190",4586
"1191",4354
"1192",4465
"1193",4784
"1194",4074
"1195",4557
"1196",4608
"1197",4717
"1198",4325
"1199",4539
"1200",4462
"1201",3439
"1202",4064
"1203",4796
"1204",5251
"1205",4681
"1206",4052
"1207",4165
"1208",3658
"1209",3737
"1210",3896
"1211",4720
"1212",4201
"1213",4015
"1214",4171
"1215",4087
"1216",3928
"1217",4186
"1218",4610
"1219",4441
"1220",4689
"1221",4644
"1222",4561
"1223",4426
"1224",4332
"1225",3931
"1226",4576
"1227",4265
"1228",3873
"1229",3541
"1230",4539
"1231",4216
"1232",4333
"1233",3776
"1234",4821
"1235",4564
"1236",4258
"1237",4385
"1238",4282
"1239",4042
"1240",3894
"1241",4410
"1242",3586
"1243",4029
"1244",4021
"1245",4666
"1246",4747
"1247",4294
"1248",4298
"1249",3934
"1250",4244
"1251",4270
"1252",4677
"1253",3961
"1254",4013
"1255",3666
"1256",4105
"1257",4269
"1258",4126
"1259",3933
"1260",4198
"1261",4062
"1262",3936
"1263",4332
"1264",4306
"1265",4764
"1266",3887
"1267",4020
"1268",3926
"1269",4759
"1270",4224
"1271",4319
"1272",4309
"1273",4490
"1274",4042
"1275",4530
"1276",4303
"1277",4040
"1278",4321
"1279",3972
"1280",4227
"1281",4375
"1282",3481
"1283",4130
"1284",4040
"1285",4483
"1286",4256
"1287",3817
"1288",3918
"1289",4199
"1290",4234
"1291",3959
"1292",3696
"1293",3921
"1294",4508
"1295",4692
"1296",4295
"1297",3768
"1298",4218
"1299",4642
"1300",4137
"1301",4406
"1302",4248
"1303",3559
"1304",3596
"1305",4137
"1306",3977
"1307",4280
"1308",3702
"1309",4196
"1310",4167
"1311",4466
"1312",3369
"1313",3745
"1314",4629
"1315",4985
"1316",4728
"1317",3761
"1318",3544
"1319",4487
"1320",4741
"1321",4271
"1322",4612
"1323",3550
"1324",3794
"1325",3926
"1326",4660
"1327",4352
"1328",4259
"1329",4159
"1330",4231
"1331",4104
"1332",4024
"1333",4449
"1334",4818
"1335",4922
"1336",4374
"1337",4170
"1338",4238
"1339",4056
"1340",4515
"1341",4712
"1342",4436
"1343",3575
"1344",3485
"1345",4855
"1346",4447
"1347",4558
"1348",4503
"1349",4335
"1350",4812
"1351",4536
"1352",4359
"1353",4462
"1354",4413
"1355",3759
"1356",4065
"1357",4527
"1358",4339
"1359",4471
"1360",4432
"1361",4205
"1362",4786
"1363",4886
"1364",4296
"1365",4491
"1366",4422
"1367",4465
"1368",4244
"1369",4720
"1370",4282
"1371",4219
"1372",4213
"1373",3681
"1374",4191
"1375",3674
"1376",4439
"1377",4566
"1378",4328
"1379",4418
"1380",4146
"1381",4055
"1382",4280
"1383",3687
"1384",4699
"1385",4841
"1386",4648
"1387",3991
"1388",3964
"1389",4476
"1390",4070
"1391",4232
"1392",4367
"1393",4403
"1394",4242
"1395",4017
"1396",4117
"1397",4407
"1398",4197
"1399",4110
"1400",3888
"1401",4434
"1402",3843
"1403",4371
"1404",4363
"1405",4533
"1406",4348
"1407",4053
"1408",4483
"1409",4442
"1410",4422
"1411",4356
"1412",4386
"1413",4785
"1414",4333
"1415",4096
"1416",4413
"1417",4514
"1418",4096
"1419",4744
"1420",4609
"1421",3898
"1422",4442
"1423",4435
"1424",4235
"1425",3892
"1426",4386
"1427",4195
"1428",3659
"1429",3875
"1430",4350
"1431",4241
"1432",4312
"1433",4393
"1434",4444
"1435",4503
"1436",4397
"1437",4200
"1438",4021
"1439",4205
"1440",4117
"1441",4297
"1442",4156
"1443",3852
"1444",3830
"1445",4253
"1446",4371
"1447",3924
"1448",4147
"1449",4478
"1450",4263
"1451",4290
"1452",4313
"1453",4248
"1454",4272
"1455",3960
"1456",3902
"1457",3926
"1458",4055
"1459",3676
"1460",4147
"1461",3979
"1462",4121
"1463",3874
"1464",4146
"1465",4317
"1466",4624
"1467",4047
"1468",4107
"1469",4624
"1470",4399
"1471",4107
"1472",4450
"1473",4123
"1474",3834
"1475",4302
"1476",4496
"1477",4367
"1478",4302
"1479",3945
"1480",3872
"1481",4290
"1482",4492
"1483",4650
"1484",4560
"1485",4456
"1486",4317
"1487",3700
"1488",4048
"1489",4221
"1490",3944
"1491",4117
"1492",4237
"1493",4457
"1494",4298
"1495",4694
"1496",4336
"1497",4215
"1498",4683
"1499",4403
"1500",3659
"1501",3522
"1502",4151
"1503",4270
"1504",4121
"1505",4259
"1506",3900
"1507",4617
"1508",4411
"1509",4217
"1510",4411
"1511",4384
"1512",4286
"1513",4328
"1514",4286
"1515",4698
"1516",4044
"1517",4012
"1518",4384
"1519",4430
"1520",4476
"1521",3842
"1522",4338
"1523",4559
"1524",4446
"1525",4133
"1526",4271
"1527",4156
"1528",4247
"1529",4333
"1530",4555
"1531",4381
"1532",4347
"1533",4333
"1534",4306
"1535",4172
"1536",3768
"1537",3791
"1538",4459
"1539",4421
"1540",4406
"1541",4595
"1542",4437
"1543",4299
"1544",4335
"1545",4243
"1546",4342
"1547",4103
"1548",4157
"1549",4277
"1550",4227
"1551",3762
"1552",4413
"1553",4036
"1554",4643
"1555",4382
"1556",4855
"1557",4321
"1558",4204
"1559",4275
"1560",3949
"1561",4447
"1562",4513
"1563",4112
"1564",3934
"1565",4460
"1566",3973
"1567",4333
"1568",4287
"1569",3787
"1570",4588
"1571",4138
"1572",4359
"1573",4557
"1574",4484
"1575",4557
"1576",4027
"1577",3973
"1578",4180
"1579",4611
"1580",4384
"1581",4838
"1582",4220
"1583",4325
"1584",4835
"1585",3987
"1586",4029
"1587",4376
"1588",4731
"1589",3928
"1590",4462
"1591",3831
"1592",4200
"1593",4426
"1594",4637
"1595",4472
"1596",4698
"1597",3217
"1598",4706
"1599",4489
"1600",3723
"1601",4044
"1602",4305
"1603",4116
"1604",4283
"1605",4186
"1606",5037
"1607",3700
"1608",3674
"1609",4371
"1610",4120
"1611",4588
"1612",4656
"1613",4026
"1614",4070
"1615",4363
"1616",4213
"1617",4676
"1618",4375
"1619",4168
"1620",4754
"1621",4414
"1622",4550
"1623",4461
"1624",5094
"1625",4011
"1626",4708
"1627",2842
"1628",4287
"1629",3952
"1630",4457
"1631",4318
"1632",4960
"1633",4629
"1634",4407
"1635",4736
"1636",4341
"1637",4590
"1638",4744
"1639",5066
"1640",3999
"1641",4535
"1642",4437
"1643",4059
"1644",4208
"1645",4141
"1646",3892
"1647",4838
"1648",4290
"1649",3910
"1650",4426
"1651",4150
"1652",4696
"1653",4742
"1654",4477
"1655",4548
"1656",4386
"1657",4246
"1658",4131
"1659",4214
"1660",4080
"1661",4227
"1662",4744
"1663",4557
"1664",4038
"1665",4607
"1666",4727
"1667",4720
"1668",4558
"1669",3793
"1670",4042
"1671",4136
"1672",4630
"1673",3775
"1674",4132
"1675",4638
"1676",4421
"1677",5259
"1678",3725
"1679",4630
"1680",4338
"1681",4487
"1682",3988
"1683",4556
"1684",4161
"1685",4667
"1686",4135
"1687",4076
"1688",4408
"1689",4672
"1690",4808
"1691",4534
"1692",4943
"1693",4596
"1694",3881
"1695",4307
"1696",4227
"1697",4047
"1698",5012
"1699",4016
"1700",4257
"1701",4508
"1702",4171
"1703",4681
"1704",3720
"1705",3819
"1706",4720
"1707",4724
"1708",4008
"1709",3748
"1710",3921
"1711",4603
"1712",4925
"1713",4013
"1714",4108
"1715",4647
"1716",4706
"1717",4278
"1718",4294
"1719",4749
"1720",3869
"1721",4257
"1722",4676
"1723",3978
"1724",4331
"1725",3990
"1726",4639
"1727",4517
"1728",4423
"1729",4849
"1730",3833
"1731",4370
"1732",4323
"1733",4444
"1734",4171
"1735",4425
"1736",4412
"1737",3982
"1738",4584
"1739",5277
"1740",4217
"1741",4165
"1742",4922
"1743",5122
"1744",4432
"1745",4442
"1746",4398
"1747",3977
"1748",4269
"1749",4197
"1750",4203
"1751",4595
"1752",4748
"1753",4266
"1754",3741
"1755",3746
"1756",3697
"1757",4557
"1758",4347
"1759",4184
"1760",4942
"1761",4221
"1762",1907
"1763",4235
"1764",4391
"1765",4416
"1766",4488
"1767",4435
"1768",3939
"1769",4772
"1770",4452
"1771",4333
"1772",3907
"1773",4470
"1774",4175
"1775",4452
"1776",4924
"1777",4584
"1778",4067
"1779",4532
"1780",4417
"1781",4401
"1782",3793
"1783",4532
"1784",4417
"1785",4342
"1786",4166
"1787",4385
"1788",4439
"1789",4876
"1790",4506
"1791",4951
"1792",3830
"1793",4510
"1794",4560
"1795",4806
"1796",4364
"1797",4460
"1798",4142
"1799",4397
"1800",4599
"1801",3728
"1802",4282
"1803",4801
"1804",4310
"1805",4243
"1806",4501
"1807",4200
"1808",4030
"1809",4176
"1810",4646
"1811",4410
"1812",4262
"1813",4427
"1814",4434
"1815",4156
"1816",4529
"1817",4357
"1818",4414
"1819",4373
"1820",3696
"1821",4442
"1822",4442
"1823",4513
"1824",4544
"1825",4311
"1826",4167
"1827",2586
"1828",4496
"1829",4977
"1830",3946
"1831",3715
"1832",4198
"1833",4602
"1834",4227
"1835",4435
"1836",4250
"1837",4236
"1838",3957
"1839",4500
"1840",4284
"1841",4403
"1842",4093
"1843",4072
"1844",4350
"1845",4133
"1846",3088
"1847",4201
"1848",4290
"1849",4408
"1850",4320
"1851",4023
"1852",4648
"1853",3120
"1854",4599
"1855",4039
"1856",4169
"1857",4328
"1858",4535
"1859",4276
"1860",4325
"1861",4695
"1862",4358
"1863",4358
"1864",4264
"1865",4235
"1866",4389
"1867",4052
"1868",3971
"1869",4145
"1870",4138
"1871",4621
"1872",4797
"1873",4286
"1874",5221
"1875",2558
"1876",4005
"1877",4291
"1878",3977
"1879",4774
"1880",4432
"1881",4541
"1882",4279
"1883",4214
"1884",4328
"1885",4280
"1886",4425
"1887",4658
"1888",4160
"1889",4421
"1890",4639
"1891",4512
"1892",4404
"1893",4537
"1894",4561
"1895",4028
"1896",4491
"1897",4143
"1898",4076
"1899",3858
"1900",5073
"1901",4653
"1902",4032
"1903",4397
"1904",4209
"1905",4268
"1906",4249
"1907",4277
"1908",4664
"1909",4257
"1910",4344
"1911",4572
"1912",3792
"1913",4683
"1914",4573
"1915",2278
"1916",4590
"1917",4691
"1918",4890
"1919",4041
"1920",4660
"1921",3629
"1922",4470
"1923",4273
"1924",4480
"1925",4380
"1926",4231
"1927",4143
"1928",4187
"1929",3887
"1930",4085
"1931",3906
"1932",4239
"1933",4260
"1934",3129
"1935",2909
"1936",2815
"1937",4162
"1938",4532
"1939",3810
"1940",4206
"1941",4485
"1942",4487
"1943",4675
"1944",4692
"1945",4588
"1946",4290
"1947",4148
"1948",4338
"1949",4344
"1950",4402
"1951",3931
"1952",4700
"1953",4344
"1954",4466
"1955",4346
"1956",4657
"1957",4355
"1958",3945
"1959",4388
"1960",4394
"1961",4509
"1962",4340
"1963",4497
"1964",4019
"1965",4566
"1966",4510
"1967",4093
"1968",3560
"1969",4289
"1970",4202
"1971",3692
"1972",4600
"1973",4396
"1974",4286
"1975",4280
"1976",3989
"1977",4421
"1978",3942
"1979",4729
"1980",4970
"1981",3872
"1982",4259
"1983",4249
"1984",4486
"1985",4456
"1986",3407
"1987",3689
"1988",4448
"1989",3772
"1990",2798
"1991",4084
"1992",4179
"1993",3235
"1994",3860
"1995",3064
"1996",4173
"1997",4527
"1998",3071
"1999",4597
"2000",4570
"2001",4122
"2002",4490
"2003",4272
"2004",3169
"2005",4197
"2006",4818
"2007",4144
"2008",3997
"2009",3619
"2010",3739
"2011",4083
"2012",3956
"2013",3563
"2014",4968
"2015",4069
"2016",3967
"2017",4252
"2018",4522
"2019",3690
"2020",3968
"2021",4418
"2022",4026
"2023",4274
"2024",3949
"2025",3494
"2026",4285
"2027",4198
"2028",2440
"2029",2819
"2030",4029
"2031",4029
"2032",4035
"2033",4502
"2034",4347
"2035",3601
"2036",4463
"2037",3601
"2038",3729
"2039",4493
"2040",4063
"2041",3932
"2042",4522
"2043",4395
"2044",4006
"2045",2884
"2046",4317
"2047",4209
"2048",4360
"2049",4152
"2050",4071
"2051",3641
"2052",2865
"2053",4235
"2054",3959
"2055",3455
"2056",4366
"2057",4120
"2058",4559
"2059",4337
"2060",4211
"2061",4503
"2062",4410
"2063",4424
"2064",4097
"2065",3922
"2066",4314
"2067",4411
"2068",4268
"2069",4191
"2070",4417
"2071",4153
"2072",3737
"2073",3991
"2074",3848
"2075",4151
"2076",3908
"2077",4504
"2078",3812
"2079",3901
"2080",3945
"2081",4072
"2082",3188
"2083",3951
"2084",4369
"2085",3458
"2086",4309
"2087",4137
"2088",4094
"2089",3970
"2090",4526
"2091",4220
"2092",4335
"2093",4316
"2094",4439
"2095",4239
"2096",4250
"2097",4250
"2098",4523
"2099",4619
"2100",3679
"2101",3679
"2102",4156
"2103",4351
"2104",4389
"2105",4344
"2106",4145
"2107",3891
"2108",3972
"2109",3873
"2110",4012
"2111",3674
"2112",4014
"2113",3869
"2114",3943
"2115",3804
"2116",3872
"2117",3902
"2118",4150
"2119",3648
"2120",3560
"2121",4081
"2122",3715
"2123",4190
"2124",4698
"2125",4261
"2126",4312
"2127",4229
"2128",3775
"2129",4158
"2130",3969
"2131",4021
"2132",3651
"2133",3601
"2134",4065
"2135",4123
"2136",4382
"2137",3030
"2138",3790
"2139",4026
"2140",3861
