"","EVI2012"
"482",4085
"483",4603
"484",4126
"485",3481
"486",3268
"487",2642
"488",2813
"489",3010
"490",3051
"491",4465
"492",3720
"493",3969
"494",4039
"495",3747
"496",3135
"497",3053
"498",2823
"499",2579
"500",4881
"501",3828
"502",3661
"503",3734
"504",3803
"505",3914
"506",3759
"507",3183
"508",3778
"509",3613
"510",3756
"511",3547
"512",3783
"513",4042
"514",4202
"515",2815
"516",4163
"517",4886
"518",4007
"519",3845
"520",4939
"521",4698
"522",4028
"523",3563
"524",2779
"525",4751
"526",4247
"527",5438
"528",4579
"529",3669
"530",3025
"531",3476
"532",4157
"533",3782
"534",4752
"535",3809
"536",4213
"537",3890
"538",3919
"539",4010
"540",4085
"541",5154
"542",3611
"543",4158
"544",3833
"545",4327
"546",3962
"547",4156
"548",3801
"549",3918
"550",4634
"551",4315
"552",4439
"553",4417
"554",3625
"555",4755
"556",4287
"557",4539
"558",4476
"559",3698
"560",3314
"561",4116
"562",3411
"563",3804
"564",5090
"565",4702
"566",4107
"567",4117
"568",3751
"569",4191
"570",4480
"571",4274
"572",4904
"573",4122
"574",3617
"575",4024
"576",3690
"577",4198
"578",4323
"579",5031
"580",4046
"581",3410
"582",3822
"583",3748
"584",3937
"585",5133
"586",4341
"587",4264
"588",4683
"589",4394
"590",4474
"591",3573
"592",3824
"593",4599
"594",3815
"595",5045
"596",4651
"597",4801
"598",4443
"599",4847
"600",3917
"601",5015
"602",5456
"603",3963
"604",4885
"605",5085
"606",4590
"607",5003
"608",5457
"609",4621
"610",3314
"611",5425
"612",3951
"613",4400
"614",5369
"615",4053
"616",4317
"617",4532
"618",4235
"619",3943
"620",4677
"621",5088
"622",5292
"623",4077
"624",4442
"625",4074
"626",4758
"627",3917
"628",5247
"629",5351
"630",5528
"631",4483
"632",3501
"633",4059
"634",4073
"635",5212
"636",4080
"637",3900
"638",4890
"639",4312
"640",3824
"641",5035
"642",4549
"643",4956
"644",4972
"645",5040
"646",4288
"647",4740
"648",5174
"649",4430
"650",4783
"651",4816
"652",4592
"653",5207
"654",4828
"655",4699
"656",4469
"657",4911
"658",5725
"659",4880
"660",4958
"661",3782
"662",4690
"663",4423
"664",4708
"665",3901
"666",4550
"667",4939
"668",4311
"669",4054
"670",4334
"671",4960
"672",4555
"673",4134
"674",5049
"675",4392
"676",4125
"677",3838
"678",4616
"679",4978
"680",4127
"681",4365
"682",4899
"683",5623
"684",5278
"685",5481
"686",4914
"687",5519
"688",4328
"689",4603
"690",5219
"691",5139
"692",3979
"693",4738
"694",5075
"695",4968
"696",4511
"697",5153
"698",5217
"699",5290
"700",5008
"701",5016
"702",4763
"703",3969
"704",4446
"705",5172
"706",4749
"707",4924
"708",4668
"709",4869
"710",5232
"711",4128
"712",4538
"713",4921
"714",5247
"715",4894
"716",3894
"717",4475
"718",4258
"719",4070
"720",4270
"721",5122
"722",4506
"723",5362
"724",5155
"725",4633
"726",4693
"727",4790
"728",4989
"729",4268
"730",4590
"731",4746
"732",4570
"733",4230
"734",4952
"735",4656
"736",3938
"737",4264
"738",4173
"739",4091
"740",4999
"741",5115
"742",4418
"743",5686
"744",3605
"745",3105
"746",4480
"747",5207
"748",5092
"749",4076
"750",4533
"751",4895
"752",4791
"753",4626
"754",4227
"755",4138
"756",4418
"757",5005
"758",5149
"759",4793
"760",4684
"761",3953
"762",3552
"763",4324
"764",3863
"765",4188
"766",4472
"767",4234
"768",4121
"769",4196
"770",4461
"771",4763
"772",4470
"773",4081
"774",3957
"775",3219
"776",3248
"777",4407
"778",4613
"779",4880
"780",4729
"781",4114
"782",3974
"783",4557
"784",4247
"785",4515
"786",4341
"787",4444
"788",5071
"789",4496
"790",4197
"791",3823
"792",4331
"793",3315
"794",4497
"795",3775
"796",4239
"797",5063
"798",5053
"799",3889
"800",4473
"801",4096
"802",4438
"803",4199
"804",4405
"805",4638
"806",4717
"807",4475
"808",4243
"809",3971
"810",4597
"811",4613
"812",4226
"813",4545
"814",5102
"815",4596
"816",4742
"817",4532
"818",4475
"819",5120
"820",4994
"821",3118
"822",4028
"823",4083
"824",4508
"825",4508
"826",4707
"827",5288
"828",4966
"829",4463
"830",4141
"831",4249
"832",5168
"833",4119
"834",4067
"835",4209
"836",3535
"837",4740
"838",4444
"839",4808
"840",4175
"841",3453
"842",4219
"843",4576
"844",4634
"845",3732
"846",4478
"847",3923
"848",3544
"849",4516
"850",4091
"851",4176
"852",4191
"853",5379
"854",4860
"855",4683
"856",3913
"857",4441
"858",4176
"859",4841
"860",4009
"861",3879
"862",3053
"863",4133
"864",5011
"865",4293
"866",5249
"867",3959
"868",3895
"869",3747
"870",3946
"871",5087
"872",4169
"873",4441
"874",5064
"875",4696
"876",3955
"877",4162
"878",4346
"879",3930
"880",4555
"881",4191
"882",4719
"883",4017
"884",4720
"885",4555
"886",4207
"887",4794
"888",5482
"889",4245
"890",4387
"891",4789
"892",4421
"893",4141
"894",3967
"895",4436
"896",4866
"897",4578
"898",4731
"899",5262
"900",4045
"901",4241
"902",4187
"903",4484
"904",5043
"905",5396
"906",4803
"907",5165
"908",4708
"909",3957
"910",4629
"911",3700
"912",4334
"913",4261
"914",3568
"915",5416
"916",4010
"917",4100
"918",3712
"919",3820
"920",4272
"921",3836
"922",4545
"923",4014
"924",4978
"925",4990
"926",4308
"927",5208
"928",5062
"929",3959
"930",4471
"931",4368
"932",3812
"933",3999
"934",4116
"935",4067
"936",4138
"937",4295
"938",3982
"939",4255
"940",4695
"941",4278
"942",4429
"943",4313
"944",4260
"945",3301
"946",4094
"947",4484
"948",3090
"949",3226
"950",4696
"951",4133
"952",3553
"953",4314
"954",4833
"955",4286
"956",4560
"957",4365
"958",4711
"959",4275
"960",3396
"961",4507
"962",4123
"963",4740
"964",5003
"965",5010
"966",3780
"967",5173
"968",4443
"969",4753
"970",3293
"971",4655
"972",4549
"973",4480
"974",3959
"975",5407
"976",4368
"977",4856
"978",4635
"979",4874
"980",4529
"981",4562
"982",4273
"983",4143
"984",4726
"985",4745
"986",5040
"987",4250
"988",4733
"989",4665
"990",4814
"991",4407
"992",4013
"993",4792
"994",3146
"995",4123
"996",5170
"997",4308
"998",4791
"999",4093
"1000",4903
"1001",4663
"1002",4770
"1003",4454
"1004",4132
"1005",NA
"1006",4057
"1007",4093
"1008",4329
"1009",4888
"1010",3795
"1011",3598
"1012",3217
"1013",4060
"1014",4004
"1015",4000
"1016",3804
"1017",4551
"1018",3310
"1019",4138
"1020",NA
"1021",4680
"1022",4511
"1023",4285
"1024",3804
"1025",4108
"1026",4007
"1027",3963
"1028",4275
"1029",3896
"1030",3444
"1031",3915
"1032",3437
"1033",4347
"1034",4557
"1035",4033
"1036",4114
"1037",3945
"1038",3925
"1039",3529
"1040",4513
"1041",4354
"1042",4829
"1043",4652
"1044",4372
"1045",4218
"1046",NA
"1047",4484
"1048",3553
"1049",4462
"1050",4141
"1051",3662
"1052",4316
"1053",3968
"1054",4334
"1055",4406
"1056",4026
"1057",4188
"1058",3855
"1059",4433
"1060",3894
"1061",4266
"1062",3708
"1063",3705
"1064",4206
"1065",4837
"1066",3811
"1067",3536
"1068",3933
"1069",4462
"1070",4284
"1071",4171
"1072",3876
"1073",4482
"1074",4282
"1075",3960
"1076",3992
"1077",3744
"1078",4842
"1079",4218
"1080",4216
"1081",3830
"1082",4265
"1083",4133
"1084",4273
"1085",4680
"1086",3615
"1087",3950
"1088",3894
"1089",4248
"1090",4300
"1091",4437
"1092",4220
"1093",4426
"1094",4482
"1095",4452
"1096",3939
"1097",3795
"1098",4110
"1099",3798
"1100",4002
"1101",3824
"1102",4487
"1103",4243
"1104",4103
"1105",3884
"1106",3682
"1107",4648
"1108",4656
"1109",4398
"1110",4181
"1111",4657
"1112",4066
"1113",3823
"1114",3617
"1115",4570
"1116",3842
"1117",4343
"1118",3696
"1119",4056
"1120",4509
"1121",3835
"1122",3832
"1123",3920
"1124",4128
"1125",4248
"1126",4091
"1127",4621
"1128",4552
"1129",4505
"1130",3501
"1131",3446
"1132",3856
"1133",4149
"1134",3974
"1135",3784
"1136",4216
"1137",4692
"1138",4349
"1139",4566
"1140",3641
"1141",4318
"1142",4378
"1143",4330
"1144",4504
"1145",3933
"1146",4175
"1147",4364
"1148",4034
"1149",3992
"1150",4131
"1151",4443
"1152",4120
"1153",4012
"1154",4271
"1155",4746
"1156",3532
"1157",4204
"1158",4301
"1159",4249
"1160",5029
"1161",4647
"1162",3928
"1163",4156
"1164",3928
"1165",4008
"1166",4378
"1167",4170
"1168",4670
"1169",4045
"1170",4524
"1171",4055
"1172",3262
"1173",4247
"1174",4237
"1175",3506
"1176",4622
"1177",4366
"1178",4227
"1179",4515
"1180",4126
"1181",4229
"1182",4299
"1183",4366
"1184",3774
"1185",4923
"1186",4875
"1187",4249
"1188",4058
"1189",4302
"1190",4653
"1191",3641
"1192",4665
"1193",3911
"1194",3884
"1195",4406
"1196",3562
"1197",4618
"1198",4331
"1199",3807
"1200",4497
"1201",3265
"1202",3718
"1203",4047
"1204",4762
"1205",3857
"1206",3589
"1207",3961
"1208",3613
"1209",3734
"1210",3731
"1211",4021
"1212",3462
"1213",3682
"1214",4439
"1215",3894
"1216",3189
"1217",3474
"1218",4226
"1219",4116
"1220",3511
"1221",3532
"1222",4199
"1223",4157
"1224",4399
"1225",3793
"1226",3987
"1227",4063
"1228",4327
"1229",3057
"1230",4265
"1231",4124
"1232",4442
"1233",3724
"1234",4211
"1235",4138
"1236",4141
"1237",4267
"1238",3646
"1239",3464
"1240",3746
"1241",4060
"1242",3316
"1243",3639
"1244",4175
"1245",3983
"1246",3271
"1247",3227
"1248",4202
"1249",3281
"1250",3614
"1251",4139
"1252",3789
"1253",3357
"1254",3712
"1255",3918
"1256",3260
"1257",3176
"1258",3639
"1259",3758
"1260",3988
"1261",3340
"1262",3478
"1263",3775
"1264",3752
"1265",3989
"1266",3474
"1267",3293
"1268",3438
"1269",4061
"1270",3442
"1271",4103
"1272",3787
"1273",4004
"1274",3337
"1275",3466
"1276",3358
"1277",3057
"1278",3222
"1279",4046
"1280",3880
"1281",3912
"1282",2873
"1283",3534
"1284",3465
"1285",3637
"1286",3469
"1287",3366
"1288",3590
"1289",3749
"1290",3515
"1291",3574
"1292",3482
"1293",3953
"1294",4112
"1295",3364
"1296",3151
"1297",3738
"1298",3634
"1299",4275
"1300",3751
"1301",2961
"1302",3264
"1303",3537
"1304",3426
"1305",3453
"1306",3383
"1307",3463
"1308",3640
"1309",3619
"1310",3233
"1311",3680
"1312",3308
"1313",3130
"1314",4139
"1315",3496
"1316",3454
"1317",3655
"1318",3656
"1319",3129
"1320",3342
"1321",3127
"1322",3631
"1323",3217
"1324",3951
"1325",3895
"1326",4119
"1327",4153
"1328",3610
"1329",3475
"1330",3963
"1331",3564
"1332",3945
"1333",3739
"1334",4265
"1335",4135
"1336",3376
"1337",3880
"1338",3736
"1339",3480
"1340",3914
"1341",3609
"1342",3385
"1343",3228
"1344",3127
"1345",4133
"1346",3488
"1347",2802
"1348",3062
"1349",3997
"1350",3693
"1351",3519
"1352",3208
"1353",3824
"1354",3565
"1355",3694
"1356",3453
"1357",3892
"1358",3371
"1359",3238
"1360",3066
"1361",3702
"1362",3862
"1363",3889
"1364",3147
"1365",3996
"1366",2688
"1367",3306
"1368",4395
"1369",3676
"1370",3671
"1371",3606
"1372",3446
"1373",3168
"1374",4066
"1375",3643
"1376",3802
"1377",3740
"1378",3792
"1379",4372
"1380",3987
"1381",3661
"1382",3586
"1383",3940
"1384",3879
"1385",3979
"1386",4126
"1387",4063
"1388",3599
"1389",3725
"1390",4145
"1391",3252
"1392",3654
"1393",3508
"1394",3913
"1395",3697
"1396",4177
"1397",4373
"1398",3950
"1399",3510
"1400",3125
"1401",4140
"1402",4517
"1403",4127
"1404",3971
"1405",3414
"1406",3239
"1407",3028
"1408",3814
"1409",4036
"1410",3920
"1411",4052
"1412",4360
"1413",3815
"1414",3236
"1415",3320
"1416",3226
"1417",4415
"1418",4095
"1419",3689
"1420",4143
"1421",3667
"1422",3824
"1423",3487
"1424",4487
"1425",3373
"1426",4072
"1427",3527
"1428",4169
"1429",3605
"1430",3699
"1431",3737
"1432",4060
"1433",4480
"1434",3857
"1435",3883
"1436",3901
"1437",4238
"1438",3947
"1439",3651
"1440",4049
"1441",3914
"1442",4159
"1443",3682
"1444",3880
"1445",3953
"1446",3909
"1447",3806
"1448",3968
"1449",3941
"1450",4053
"1451",3835
"1452",3636
"1453",4525
"1454",3684
"1455",3738
"1456",4042
"1457",3284
"1458",3494
"1459",3427
"1460",3678
"1461",3449
"1462",4044
"1463",3924
"1464",4268
"1465",4128
"1466",3997
"1467",4096
"1468",4129
"1469",3997
"1470",4285
"1471",4129
"1472",4541
"1473",4236
"1474",3865
"1475",4277
"1476",4160
"1477",3906
"1478",4277
"1479",4566
"1480",3757
"1481",3315
"1482",3459
"1483",3594
"1484",3896
"1485",4216
"1486",4430
"1487",3904
"1488",4043
"1489",3900
"1490",3765
"1491",4121
"1492",4015
"1493",4082
"1494",3671
"1495",3840
"1496",4457
"1497",3886
"1498",3863
"1499",3380
"1500",3311
"1501",3481
"1502",3876
"1503",3654
"1504",4111
"1505",4012
"1506",4319
"1507",4084
"1508",4465
"1509",4049
"1510",4465
"1511",4337
"1512",3962
"1513",4571
"1514",4055
"1515",4237
"1516",3741
"1517",3468
"1518",4337
"1519",3982
"1520",4064
"1521",4036
"1522",4349
"1523",4041
"1524",4526
"1525",3976
"1526",4134
"1527",4064
"1528",3837
"1529",4373
"1530",4150
"1531",4028
"1532",3847
"1533",4373
"1534",4250
"1535",4071
"1536",3338
"1537",3147
"1538",4348
"1539",4487
"1540",4315
"1541",4272
"1542",4065
"1543",3973
"1544",3779
"1545",4080
"1546",4149
"1547",4104
"1548",3466
"1549",3765
"1550",3618
"1551",3444
"1552",3682
"1553",4132
"1554",4561
"1555",3956
"1556",4550
"1557",4259
"1558",4263
"1559",3774
"1560",4288
"1561",4296
"1562",3986
"1563",4056
"1564",4211
"1565",4140
"1566",3876
"1567",4155
"1568",3195
"1569",3175
"1570",4140
"1571",3730
"1572",3920
"1573",4070
"1574",4396
"1575",4070
"1576",4487
"1577",3647
"1578",3607
"1579",4471
"1580",4285
"1581",4562
"1582",4166
"1583",3236
"1584",3287
"1585",3721
"1586",3952
"1587",4069
"1588",3558
"1589",3784
"1590",4254
"1591",3399
"1592",4380
"1593",4478
"1594",3749
"1595",3339
"1596",3910
"1597",4270
"1598",3541
"1599",4413
"1600",3742
"1601",4222
"1602",3663
"1603",3978
"1604",3910
"1605",3990
"1606",3788
"1607",3447
"1608",3869
"1609",4059
"1610",3603
"1611",3481
"1612",3707
"1613",3483
"1614",4131
"1615",4204
"1616",3767
"1617",3843
"1618",4180
"1619",4057
"1620",3939
"1621",3927
"1622",4299
"1623",4355
"1624",4802
"1625",3415
"1626",3914
"1627",2577
"1628",3733
"1629",4605
"1630",4456
"1631",4272
"1632",3868
"1633",4127
"1634",4114
"1635",4664
"1636",4028
"1637",4593
"1638",4681
"1639",3977
"1640",4407
"1641",4517
"1642",4665
"1643",3920
"1644",3764
"1645",3944
"1646",4003
"1647",4407
"1648",4166
"1649",3976
"1650",3956
"1651",3992
"1652",4614
"1653",4410
"1654",4065
"1655",4226
"1656",3904
"1657",4382
"1658",3805
"1659",4178
"1660",3573
"1661",3946
"1662",4319
"1663",4737
"1664",4100
"1665",4071
"1666",3761
"1667",4278
"1668",4446
"1669",4091
"1670",4296
"1671",4030
"1672",3892
"1673",3958
"1674",3706
"1675",4409
"1676",4052
"1677",4309
"1678",3503
"1679",3892
"1680",3824
"1681",4265
"1682",4200
"1683",4082
"1684",4343
"1685",4007
"1686",4076
"1687",4030
"1688",4276
"1689",4009
"1690",4379
"1691",3991
"1692",4166
"1693",4582
"1694",4260
"1695",3751
"1696",4033
"1697",3931
"1698",4649
"1699",3612
"1700",3948
"1701",4450
"1702",3915
"1703",4727
"1704",4167
"1705",3685
"1706",4137
"1707",4093
"1708",3765
"1709",4016
"1710",3742
"1711",4366
"1712",4582
"1713",3818
"1714",4162
"1715",4345
"1716",3797
"1717",4261
"1718",3983
"1719",4262
"1720",3692
"1721",4165
"1722",4719
"1723",4333
"1724",3952
"1725",3994
"1726",4080
"1727",3997
"1728",4378
"1729",4263
"1730",4110
"1731",4078
"1732",4074
"1733",4124
"1734",3947
"1735",4221
"1736",4134
"1737",4019
"1738",4495
"1739",4439
"1740",4466
"1741",4351
"1742",4474
"1743",4532
"1744",4249
"1745",4141
"1746",4755
"1747",4505
"1748",3921
"1749",3900
"1750",3893
"1751",3909
"1752",4553
"1753",4227
"1754",3854
"1755",3936
"1756",3670
"1757",4135
"1758",4167
"1759",3946
"1760",4400
"1761",3586
"1762",1881
"1763",3798
"1764",4277
"1765",4216
"1766",4179
"1767",4339
"1768",3974
"1769",4209
"1770",4182
"1771",4403
"1772",3792
"1773",3807
"1774",3899
"1775",4182
"1776",4708
"1777",4237
"1778",3344
"1779",3757
"1780",3736
"1781",4179
"1782",3957
"1783",3757
"1784",3736
"1785",4061
"1786",3826
"1787",4422
"1788",4931
"1789",4342
"1790",4007
"1791",4332
"1792",3955
"1793",4233
"1794",4123
"1795",4353
"1796",4307
"1797",4068
"1798",4005
"1799",3959
"1800",4347
"1801",4024
"1802",4183
"1803",4210
"1804",4193
"1805",4457
"1806",3975
"1807",4108
"1808",4611
"1809",3865
"1810",3951
"1811",4069
"1812",4029
"1813",3890
"1814",4514
"1815",4241
"1816",4098
"1817",4279
"1818",4562
"1819",4013
"1820",4375
"1821",3986
"1822",3986
"1823",4126
"1824",4124
"1825",3937
"1826",3541
"1827",3092
"1828",4029
"1829",3794
"1830",4140
"1831",3529
"1832",3819
"1833",4311
"1834",4435
"1835",3752
"1836",4342
"1837",4046
"1838",3712
"1839",3978
"1840",4155
"1841",4332
"1842",3830
"1843",3774
"1844",3936
"1845",3839
"1846",3887
"1847",4341
"1848",4059
"1849",3881
"1850",4386
"1851",4358
"1852",3954
"1853",3273
"1854",4240
"1855",3733
"1856",3609
"1857",3777
"1858",4105
"1859",4373
"1860",4028
"1861",4435
"1862",4319
"1863",4319
"1864",3606
"1865",3649
"1866",3932
"1867",4099
"1868",3658
"1869",3722
"1870",3992
"1871",4139
"1872",4566
"1873",4224
"1874",4596
"1875",2050
"1876",3978
"1877",4452
"1878",4071
"1879",4000
"1880",4076
"1881",4179
"1882",4126
"1883",4215
"1884",3963
"1885",4374
"1886",3857
"1887",4136
"1888",4098
"1889",3692
"1890",3935
"1891",3955
"1892",3762
"1893",3850
"1894",4000
"1895",3851
"1896",3756
"1897",4209
"1898",3927
"1899",3818
"1900",4959
"1901",4403
"1902",4231
"1903",4072
"1904",3937
"1905",4284
"1906",4252
"1907",4212
"1908",4281
"1909",3819
"1910",4236
"1911",4025
"1912",3633
"1913",4002
"1914",4150
"1915",2463
"1916",4062
"1917",4189
"1918",3903
"1919",3698
"1920",4072
"1921",4314
"1922",4513
"1923",3932
"1924",3803
"1925",4060
"1926",3971
"1927",4203
"1928",3936
"1929",3934
"1930",3921
"1931",3636
"1932",3967
"1933",4062
"1934",3138
"1935",2860
"1936",2550
"1937",4004
"1938",3823
"1939",3464
"1940",4035
"1941",4045
"1942",4215
"1943",3903
"1944",4472
"1945",3959
"1946",4322
"1947",3460
"1948",4068
"1949",4171
"1950",4112
"1951",3420
"1952",4532
"1953",4005
"1954",4245
"1955",4661
"1956",4071
"1957",4206
"1958",3617
"1959",4059
"1960",4146
"1961",3826
"1962",3933
"1963",4286
"1964",3864
"1965",3999
"1966",4524
"1967",3680
"1968",3202
"1969",4439
"1970",3749
"1971",3995
"1972",4200
"1973",3958
"1974",3852
"1975",3789
"1976",3951
"1977",4413
"1978",3776
"1979",4303
"1980",4480
"1981",3796
"1982",4143
"1983",3947
"1984",3902
"1985",3461
"1986",3672
"1987",3995
"1988",4390
"1989",4310
"1990",3001
"1991",3656
"1992",4252
"1993",2963
"1994",3656
"1995",3623
"1996",4333
"1997",3991
"1998",2658
"1999",4508
"2000",3984
"2001",3659
"2002",4186
"2003",4510
"2004",3801
"2005",3689
"2006",3891
"2007",4408
"2008",4032
"2009",3768
"2010",3257
"2011",4277
"2012",4262
"2013",3544
"2014",4286
"2015",3904
"2016",3484
"2017",3660
"2018",4160
"2019",3990
"2020",3397
"2021",4465
"2022",3540
"2023",4406
"2024",4323
"2025",2850
"2026",3709
"2027",4210
"2028",2402
"2029",2967
"2030",4049
"2031",4049
"2032",3188
"2033",4131
"2034",3797
"2035",3610
"2036",3965
"2037",3610
"2038",3562
"2039",4029
"2040",3559
"2041",3551
"2042",4164
"2043",3870
"2044",3810
"2045",2856
"2046",4173
"2047",4104
"2048",4170
"2049",4287
"2050",3834
"2051",3837
"2052",2753
"2053",3813
"2054",4257
"2055",3522
"2056",4120
"2057",3868
"2058",4538
"2059",3772
"2060",3989
"2061",4207
"2062",3763
"2063",4084
"2064",3610
"2065",3657
"2066",4695
"2067",3781
"2068",3984
"2069",3830
"2070",4191
"2071",3906
"2072",3714
"2073",3999
"2074",3557
"2075",4163
"2076",3848
"2077",4288
"2078",3584
"2079",3693
"2080",3763
"2081",4364
"2082",2633
"2083",3847
"2084",4046
"2085",3929
"2086",3873
"2087",3506
"2088",3935
"2089",3142
"2090",4448
"2091",3854
"2092",4382
"2093",4398
"2094",3733
"2095",4331
"2096",3926
"2097",3926
"2098",4653
"2099",3834
"2100",2919
"2101",2919
"2102",4027
"2103",3832
"2104",3978
"2105",3866
"2106",3808
"2107",3853
"2108",3852
"2109",3774
"2110",3662
"2111",3327
"2112",4045
"2113",3821
"2114",3835
"2115",4041
"2116",3825
"2117",4082
"2118",4008
"2119",3251
"2120",3406
"2121",3896
"2122",4367
"2123",3797
"2124",4236
"2125",4171
"2126",3191
"2127",3908
"2128",3703
"2129",3780
"2130",3996
"2131",3618
"2132",3952
"2133",3696
"2134",3759
"2135",4454
"2136",4086
"2137",3409
"2138",4058
"2139",3743
"2140",3755
