"","NDVI"
"2137",4782
"2138",6613
"2139",6716
"2140",6066
"2141",6721
"2142",6807
"2143",6675
"2144",7052
"2145",4548
"2146",6537
"2147",6955
"2148",7073
"2149",7589
"2150",7247
"2151",6040
"2152",7120
"2153",6150
"2154",7255
"2155",7470
"2156",7032
"2157",7028
"2158",7051
"2159",7031
"2160",7247
"2161",7608
"2162",5511
"2163",6684
"2164",5271
"2165",6501
"2166",6701
"2167",7542
"2168",7414
"2169",6333
"2170",6768
"2171",5910
"2172",6600
"2173",6747
"2174",7117
"2175",6402
"2176",7095
"2177",7266
"2178",6812
"2179",6269
"2180",7737
"2181",6608
"2182",7660
"2183",7022
"2184",6491
"2185",6724
"2186",7263
"2187",7339
"2188",6342
"2189",6342
"2190",7133
"2191",6800
"2192",7238
"2193",7160
"2194",6598
"2195",7066
"2196",5411
"2197",7957
"2198",6549
"2199",7627
"2200",6610
"2201",7133
"2202",7169
"2203",7028
"2204",6616
"2205",7316
"2206",6076
"2207",6311
"2208",6721
"2209",7316
"2210",7713
"2211",7449
"2212",6912
"2213",6982
"2214",6911
"2215",7442
"2216",6323
"2217",4535
"2218",7455
"2219",7511
"2220",7430
"2221",6060
"2222",7134
"2223",7011
"2224",6581
"2225",7708
"2226",6136
"2227",7023
"2228",6903
"2229",7309
"2230",7201
"2231",7255
"2232",4801
"2233",7325
"2234",5733
"2235",6419
"2236",7500
"2237",7558
"2238",7569
"2239",7973
"2240",7789
"2241",7305
"2242",7518
"2243",6824
"2244",7378
"2245",6864
"2246",7174
"2247",4627
"2248",7570
"2249",7298
"2250",7488
"2251",6961
"2252",7111
"2253",7322
"2254",7030
"2255",6602
"2256",5085
"2257",7135
"2258",8100
"2259",5898
"2260",7770
"2261",7836
"2262",7810
"2263",7282
"2264",6889
"2265",7448
"2266",6807
"2267",7150
"2268",7043
"2269",7111
"2270",7111
"2271",8044
"2272",7491
"2273",7101
"2274",5508
"2275",6675
"2276",7296
"2277",7952
"2278",7437
"2279",7397
"2280",7952
"2281",8073
"2282",7929
"2283",6886
"2284",7722
"2285",7393
"2286",7512
"2287",7340
"2288",7688
"2289",6884
"2290",6730
"2291",7453
"2292",7176
"2293",7463
"2294",6985
"2295",6641
"2296",4921
"2297",7037
"2298",6919
"2299",7276
"2300",7286
"2301",7344
"2302",8071
"2303",7445
"2304",7517
"2305",7678
"2306",7583
"2307",7357
"2308",7275
"2309",7545
"2310",7612
"2311",7104
"2312",6146
"2313",7799
"2314",7065
"2315",7790
"2316",5277
"2317",7159
"2318",6289
"2319",7741
"2320",7733
"2321",7813
"2322",7084
"2323",6926
"2324",7662
"2325",7887
"2326",7399
"2327",7473
"2328",7316
"2329",7274
"2330",7056
"2331",7403
"2332",7373
"2333",7931
"2334",6939
"2335",7207
"2336",7663
"2337",7604
"2338",7532
"2339",7482
"2340",7106
"2341",6001
"2342",6976
"2343",6481
"2344",7412
"2345",6382
"2346",6851
"2347",7460
"2348",7105
"2349",7912
"2350",7279
"2351",6953
"2352",7542
"2353",6877
"2354",7316
"2355",6999
"2356",7611
"2357",7945
"2358",6087
"2359",7022
"2360",7650
"2361",7425
"2362",7338
"2363",7247
"2364",6613
"2365",6999
"2366",6851
"2367",7357
"2368",6207
"2369",7171
"2370",5936
"2371",6288
"2372",7321
"2373",7321
"2374",6611
"2375",7511
"2376",7357
"2377",5924
"2378",7198
"2379",6320
"2380",7328
"2381",7854
"2382",8067
"2383",7184
"2384",7593
"2385",7979
"2386",7503
"2387",7362
"2388",7550
"2389",7646
"2390",7516
"2391",7795
"2392",6951
"2393",7833
"2394",7869
"2395",7634
"2396",7474
"2397",7325
"2398",7338
"2399",7161
"2400",6911
"2401",7435
"2402",7583
"2403",7111
"2404",7626
"2405",7396
"2406",7302
"2407",7779
"2408",7643
"2409",6962
"2410",6588
"2411",7553
"2412",5966
"2413",6994
"2414",6944
"2415",7049
"2416",7427
"2417",7355
"2418",7090
"2419",7238
"2420",7688
"2421",7651
"2422",7948
"2423",7949
"2424",7864
"2425",7348
"2426",7387
"2427",7460
"2428",7147
"2429",6805
"2430",7430
"2431",7806
"2432",7512
"2433",7578
"2434",8005
"2435",7431
"2436",6963
"2437",6839
"2438",7437
"2439",7832
"2440",7409
"2441",7530
"2442",6673
"2443",6991
"2444",7680
"2445",7910
"2446",7798
"2447",7613
"2448",7982
"2449",8007
"2450",8070
"2451",7801
"2452",7418
"2453",7349
"2454",7376
"2455",7411
"2456",8107
"2457",6570
"2458",6057
"2459",7182
"2460",7683
"2461",7444
"2462",6778
"2463",8105
"2464",6243
"2465",7486
"2466",7549
"2467",7802
"2468",7838
"2469",7989
"2470",8235
"2471",7644
"2472",7761
"2473",6806
"2474",7090
"2475",6942
"2476",7044
"2477",6577
"2478",8036
"2479",6701
"2480",5921
"2481",6421
"2482",7166
"2483",7062
"2484",7387
"2485",6077
"2486",7431
"2487",6543
"2488",6756
"2489",7571
"2490",7578
"2491",7702
"2492",7374
"2493",7522
"2494",7695
"2495",7975
"2496",7459
"2497",7453
"2498",7549
"2499",8139
"2500",7876
"2501",7115
"2502",7092
"2503",7144
"2504",7972
"2505",7955
"2506",7497
"2507",6347
"2508",7178
"2509",6680
"2510",7456
"2511",7748
"2512",7748
"2513",7456
"2514",6478
"2515",7681
"2516",7501
"2517",7622
"2518",8021
"2519",7981
"2520",8031
"2521",7664
"2522",7007
"2523",7213
"2524",7358
"2525",6277
"2526",7057
"2527",7485
"2528",7126
"2529",8060
"2530",7546
"2531",6055
"2532",6959
"2533",7558
"2534",7593
"2535",7136
"2536",7892
"2537",7853
"2538",7648
"2539",7980
"2540",8099
"2541",7526
"2542",5870
"2543",7559
"2544",7559
"2545",6141
"2546",7698
"2547",7983
"2548",7888
"2549",7965
"2550",7524
"2551",7526
"2552",7333
"2553",6657
"2554",7363
"2555",7491
"2556",6633
"2557",7194
"2558",5079
"2559",7352
"2560",7707
"2561",8169
"2562",7419
"2563",7296
"2564",7963
"2565",7704
"2566",7410
"2567",7945
"2568",7966
"2569",8087
"2570",8092
"2571",7878
"2572",8184
"2573",7609
"2574",7989
"2575",7811
"2576",7042
"2577",7433
"2578",8114
"2579",7881
"2580",7943
"2581",7156
"2582",7557
"2583",7408
"2584",8099
"2585",7986
"2586",6972
"2587",7413
"2588",7436
"2589",6925
"2590",7931
"2591",7868
"2592",8054
"2593",8305
"2594",7939
"2595",7653
"2596",7207
"2597",7579
"2598",7943
"2599",6929
"2600",7672
"2601",7816
"2602",7790
"2603",8164
"2604",8103
"2605",7710
"2606",6799
"2607",7267
"2608",7099
"2609",7579
"2610",7525
"2611",7636
"2612",7893
"2613",7406
"2614",7761
"2615",7871
"2616",7671
"2617",7785
"2618",8106
"2619",7545
"2620",7738
"2621",8200
"2622",8325
"2623",7291
"2624",7574
"2625",7546
"2626",7866
"2627",6787
"2628",8183
"2629",7995
"2630",7613
"2631",6654
"2632",7588
"2633",5685
"2634",7211
"2635",7201
"2636",7395
"2637",6649
"2638",8023
"2639",7088
"2640",6663
"2641",8069
"2642",7653
"2643",7957
"2644",7620
"2645",7788
"2646",8173
"2647",7998
"2648",8167
"2649",8093
"2650",8142
"2651",7850
"2652",7275
"2653",7786
"2654",7787
"2655",7841
"2656",7513
"2657",7929
"2658",7742
"2659",7077
"2660",7778
"2661",6935
"2662",7366
"2663",7071
"2664",7906
"2665",6866
"2666",7849
"2667",7845
"2668",7065
"2669",7218
"2670",7522
"2671",8162
"2672",6597
"2673",6974
"2674",7985
"2675",8106
"2676",8178
"2677",8036
"2678",8001
"2679",8072
"2680",7273
"2681",7675
"2682",7565
"2683",8062
"2684",7458
"2685",7828
"2686",7593
"2687",7202
"2688",7077
"2689",7186
"2690",6580
"2691",7349
"2692",7651
"2693",8075
"2694",7977
"2695",8066
"2696",8075
"2697",7918
"2698",8188
"2699",8067
"2700",7901
"2701",7637
"2702",8025
"2703",7752
"2704",7858
"2705",7861
"2706",7615
"2707",6455
"2708",6680
"2709",8011
"2710",5704
"2711",7579
"2712",7635
"2713",7351
"2714",7552
"2715",7753
"2716",7973
"2717",7914
"2718",8069
"2719",7945
"2720",8014
"2721",8132
"2722",7936
"2723",8011
"2724",8022
"2725",7947
"2726",8042
"2727",8149
"2728",7690
"2729",8137
"2730",8130
"2731",7896
"2732",7545
"2733",7319
"2734",6937
"2735",7982
"2736",7741
"2737",8354
"2738",7838
"2739",7424
"2740",7786
"2741",8111
"2742",8303
"2743",8279
"2744",8261
"2745",8264
"2746",7841
"2747",7982
"2748",8150
"2749",8267
"2750",7849
"2751",7828
"2752",7830
"2753",8147
"2754",8152
"2755",8222
"2756",7974
"2757",5554
"2758",7949
"2759",6355
"2760",8293
"2761",8138
"2762",8311
"2763",8386
"2764",8167
"2765",7927
"2766",8320
"2767",8065
"2768",7455
"2769",7879
"2770",8181
"2771",8159
"2772",8068
"2773",7839
"2774",7496
"2775",7724
"2776",8441
"2777",7271
"2778",7427
"2779",7464
"2780",7861
"2781",7613
"2782",6741
"2783",7387
"2784",6971
"2785",7876
"2786",8159
"2787",8209
"2788",8201
"2789",8101
"2790",8141
"2791",7514
"2792",8110
"2793",8234
"2794",7587
"2795",7939
"2796",8036
"2797",7740
"2798",8068
"2799",8086
"2800",6797
"2801",7329
"2802",6824
"2803",7530
"2804",8109
"2805",7533
"2806",7926
"2807",8194
"2808",7993
"2809",7575
"2810",7988
"2811",7895
"2812",7936
"2813",7799
"2814",7930
"2815",8012
"2816",8117
"2817",8213
"2818",8095
"2819",8170
"2820",7812
"2821",7847
"2822",7920
"2823",6409
"2824",7099
"2825",7164
"2826",6944
"2827",7928
"2828",7315
"2829",7834
"2830",8114
"2831",7866
"2832",7684
"2833",7636
"2834",7853
"2835",7894
"2836",7960
"2837",8055
"2838",8164
"2839",7861
"2840",7772
"2841",7788
"2842",7962
"2843",7396
"2844",7946
"2845",6858
"2846",7294
"2847",7483
"2848",7262
"2849",7811
"2850",7644
"2851",7333
"2852",7753
"2853",7927
"2854",7637
"2855",7776
"2856",7984
"2857",8148
"2858",7748
"2859",7900
"2860",6567
"2861",7932
"2862",7997
"2863",7683
"2864",7954
"2865",7742
"2866",7920
"2867",7644
"2868",6687
"2869",6672
"2870",6869
"2871",7232
"2872",6564
"2873",7692
"2874",8047
"2875",7569
"2876",7713
"2877",7718
"2878",8179
"2879",8243
"2880",8194
"2881",7749
"2882",7618
"2883",7076
"2884",7753
"2885",7706
"2886",7236
"2887",7248
"2888",7746
"2889",7996
"2890",7239
"2891",7689
"2892",7923
"2893",7889
"2894",7502
"2895",7328
"2896",7451
"2897",7779
"2898",7919
"2899",8161
"2900",8261
"2901",8191
"2902",7718
"2903",7933
"2904",7617
"2905",7879
"2906",7794
"2907",7913
"2908",7705
"2909",7370
"2910",7170
"2911",7563
"2912",7138
"2913",7206
"2914",7414
"2915",7072
"2916",8072
"2917",7761
"2918",7663
"2919",8011
"2920",6078
"2921",7199
"2922",7755
"2923",7812
"2924",8112
"2925",8063
"2926",7839
"2927",7787
"2928",7814
"2929",7590
"2930",7472
"2931",8020
"2932",7747
"2933",7198
"2934",7734
"2935",7355
"2936",7400
"2937",7321
"2938",7765
"2939",7842
"2940",7818
"2941",7800
"2942",7931
"2943",8221
"2944",7741
"2945",7977
"2946",7680
"2947",8143
"2948",8092
"2949",7910
"2950",7610
"2951",7909
"2952",7936
"2953",8229
"2954",7990
"2955",8097
"2956",7835
"2957",8068
"2958",6608
"2959",6817
"2960",7769
"2961",7757
"2962",7050
"2963",7749
"2964",8138
"2965",8126
"2966",7956
"2967",8288
"2968",8125
"2969",7878
"2970",8042
"2971",8075
"2972",7932
"2973",8006
"2974",8200
"2975",8072
"2976",7732
"2977",7706
"2978",6961
"2979",7141
"2980",7636
"2981",7665
"2982",7783
"2983",6733
"2984",8141
"2985",7507
"2986",7225
"2987",7801
"2988",6535
"2989",7842
"2990",7693
"2991",7608
"2992",7824
"2993",8028
"2994",7991
"2995",8183
"2996",8185
"2997",7373
"2998",8213
"2999",7957
"3000",8173
"3001",8072
"3002",8436
"3003",8126
"3004",8082
"3005",7968
"3006",7594
"3007",7928
"3008",7650
"3009",6808
"3010",6968
"3011",7099
"3012",7242
"3013",7660
"3014",7808
"3015",7648
"3016",7568
"3017",7977
"3018",8096
"3019",7846
"3020",8091
"3021",8001
"3022",7985
"3023",7899
"3024",8293
"3025",8374
"3026",8281
"3027",8141
"3028",7758
"3029",8161
"3030",8080
"3031",8206
"3032",8138
"3033",8215
"3034",7520
"3035",7807
"3036",3923
"3037",6255
"3038",7104
"3039",7688
"3040",8297
"3041",7173
"3042",7714
"3043",8031
"3044",8210
"3045",8413
"3046",8460
"3047",8281
"3048",8203
"3049",8096
"3050",8053
"3051",8177
"3052",8067
"3053",8033
"3054",8137
"3055",7746
"3056",7816
"3057",7744
"3058",7698
"3059",7355
"3060",7828
"3061",7923
"3062",7211
"3063",7653
"3064",5955
"3065",8151
"3066",8136
"3067",3418
"3068",8280
"3069",7990
"3070",7503
"3071",8229
"3072",7968
"3073",7913
"3074",8175
"3075",8305
"3076",8156
"3077",8184
"3078",8141
"3079",8097
"3080",7978
"3081",7597
"3082",7932
"3083",7483
"3084",7032
"3085",6113
"3086",6541
"3087",7820
"3088",7749
"3089",7795
"3090",8370
"3091",8259
"3092",8245
"3093",7838
"3094",7836
"3095",8091
"3096",7444
"3097",6887
"3098",7565
"3099",8269
"3100",8324
"3101",8307
"3102",8141
"3103",8152
"3104",8094
"3105",7833
"3106",7812
"3107",7861
"3108",8055
"3109",7152
"3110",7146
"3111",4877
"3112",7797
"3113",7759
"3114",7800
"3115",6997
"3116",6806
"3117",7546
"3118",7645
"3119",7999
"3120",8409
"3121",8339
"3122",7718
"3123",8303
"3124",8076
"3125",8111
"3126",8140
"3127",8116
"3128",8171
"3129",8130
"3130",8113
"3131",8039
"3132",8082
"3133",7357
"3134",7133
"3135",7201
"3136",7802
"3137",7510
"3138",7748
"3139",7771
"3140",7950
"3141",8358
"3142",7813
"3143",6564
"3144",7918
"3145",8114
"3146",8034
"3147",7931
"3148",8217
"3149",6706
"3150",6625
"3151",7977
"3152",8190
"3153",8211
"3154",8183
"3155",8382
"3156",8017
"3157",8116
"3158",7719
"3159",8075
"3160",7981
"3161",8143
"3162",7859
"3163",7617
"3164",7596
"3165",8057
"3166",6472
"3167",6847
"3168",7577
"3169",7647
"3170",7821
"3171",7751
"3172",7699
"3173",8087
"3174",8261
"3175",8239
"3176",8225
"3177",8264
"3178",7686
"3179",8050
"3180",7886
"3181",7241
"3182",7545
"3183",8141
"3184",8055
"3185",7916
"3186",7962
"3187",7671
"3188",7353
"3189",7731
"3190",8244
"3191",7698
"3192",7112
"3193",6559
"3194",8038
"3195",7102
"3196",8087
"3197",7991
"3198",8348
"3199",8210
"3200",7514
"3201",7752
"3202",6739
"3203",7766
"3204",7985
"3205",8140
"3206",8261
"3207",8176
"3208",8199
"3209",8104
"3210",7663
"3211",7534
"3212",7529
"3213",8006
"3214",7720
"3215",7508
"3216",7181
"3217",7705
"3218",7078
"3219",7481
"3220",7694
"3221",8244
"3222",4585
"3223",7863
"3224",8165
"3225",8130
"3226",7248
"3227",6538
"3228",8058
"3229",7365
"3230",8272
"3231",8167
"3232",8249
"3233",8369
"3234",8262
"3235",7920
"3236",7843
"3237",8082
"3238",8061
"3239",7721
"3240",7880
"3241",7839
"3242",7663
"3243",8043
"3244",7161
"3245",7482
"3246",7797
"3247",7991
"3248",7658
"3249",7646
"3250",7872
"3251",7683
"3252",8056
"3253",8252
"3254",8188
"3255",8113
"3256",8121
"3257",7890
"3258",8062
"3259",8209
"3260",8135
"3261",8015
"3262",7882
"3263",7840
"3264",8095
"3265",7816
"3266",7759
"3267",7229
"3268",7100
"3269",8208
"3270",8006
"3271",7791
"3272",7357
"3273",8265
"3274",8161
"3275",8186
"3276",7934
"3277",7579
"3278",7972
"3279",7283
"3280",7764
"3281",7434
"3282",7608
"3283",7510
"3284",7821
"3285",8132
"3286",6440
"3287",8037
"3288",8294
"3289",7865
"3290",7855
"3291",7588
"3292",8139
"3293",7653
"3294",7237
"3295",7521
"3296",8121
"3297",8037
"3298",8163
"3299",7777
"3300",8196
"3301",7243
"3302",6937
"3303",6685
"3304",7222
"3305",7794
"3306",6492
"3307",8023
"3308",8231
"3309",8339
"3310",8100
"3311",8002
"3312",7748
"3313",8139
"3314",8023
"3315",8023
"3316",7603
"3317",7062
"3318",7218
"3319",7793
"3320",8015
"3321",7789
"3322",7796
"3323",6968
"3324",5644
"3325",7348
"3326",7908
"3327",8262
"3328",8255
"3329",8226
"3330",8097
"3331",8068
"3332",8051
"3333",7653
"3334",8084
"3335",7925
"3336",7259
"3337",7140
"3338",7239
"3339",7095
"3340",8409
"3341",7242
"3342",6937
"3343",8344
"3344",6889
"3345",8156
"3346",8186
"3347",8151
"3348",8142
"3349",8141
"3350",8100
"3351",7025
"3352",8016
"3353",7277
"3354",6928
"3355",7864
"3356",8139
"3357",8226
"3358",8071
"3359",8040
"3360",8169
"3361",8186
"3362",8240
"3363",8296
"3364",8377
"3365",7936
"3366",6985
"3367",7164
"3368",7599
"3369",7199
"3370",7286
"3371",6720
"3372",6681
"3373",7266
"3374",6430
"3375",7587
"3376",7282
"3377",7812
"3378",8206
"3379",8157
"3380",8284
"3381",8062
"3382",8164
"3383",8163
"3384",7785
"3385",8318
"3386",8116
"3387",8108
"3388",8039
"3389",8031
"3390",7200
"3391",7134
"3392",7742
"3393",7754
"3394",7856
"3395",7843
"3396",7297
"3397",7709
"3398",6741
"3399",8003
"3400",7336
"3401",7438
"3402",7438
"3403",7438
"3404",7438
"3405",6676
"3406",7621
"3407",8170
"3408",8205
"3409",8275
"3410",8106
"3411",7888
"3412",8264
"3413",7973
"3414",6945
"3415",7156
"3416",7527
"3417",7857
"3418",7470
"3419",6245
"3420",6884
"3421",7314
"3422",8085
"3423",7740
"3424",7479
"3425",7412
"3426",6797
"3427",7367
"3428",8014
"3429",8293
"3430",7961
"3431",8097
"3432",8137
"3433",7854
"3434",8233
"3435",8326
"3436",7095
"3437",6757
"3438",7373
"3439",7898
"3440",8038
"3441",7782
"3442",6751
"3443",6778
"3444",7452
"3445",7837
"3446",7541
"3447",7391
"3448",7525
"3449",7392
"3450",7132
"3451",7238
"3452",7768
"3453",7255
"3454",5976
"3455",7162
"3456",7911
"3457",7743
"3458",7990
"3459",8236
"3460",7823
"3461",8114
"3462",8067
"3463",7983
"3464",7521
"3465",7959
"3466",7695
"3467",8161
"3468",8064
"3469",8131
"3470",8221
"3471",6546
"3472",7678
"3473",7590
"3474",7923
"3475",6931
"3476",5992
"3477",8098
"3478",8041
"3479",7858
"3480",8203
"3481",8209
"3482",7962
"3483",8037
"3484",7980
"3485",8024
"3486",8028
"3487",7199
"3488",6385
"3489",7554
"3490",8247
"3491",8302
"3492",8311
"3493",8048
"3494",7540
"3495",6413
"3496",7115
"3497",6792
"3498",5623
"3499",7884
"3500",7154
"3501",7876
"3502",8035
"3503",6862
"3504",7469
"3505",6744
"3506",7716
"3507",7764
"3508",8070
"3509",7932
"3510",7981
"3511",7876
"3512",7070
"3513",7377
"3514",7439
"3515",8391
"3516",8258
"3517",8105
"3518",7789
"3519",8299
"3520",7725
"3521",8180
"3522",7819
"3523",7568
"3524",7440
"3525",7050
"3526",6366
"3527",7302
"3528",8326
"3529",8113
"3530",7604
"3531",7692
"3532",7611
"3533",7870
"3534",7837
"3535",7996
"3536",7508
"3537",7412
"3538",7808
"3539",8197
"3540",8343
"3541",8417
"3542",8330
"3543",8240
"3544",7675
"3545",6740
"3546",7454
"3547",7026
"3548",8326
"3549",7558
"3550",7032
"3551",7642
"3552",7426
"3553",7477
"3554",7027
"3555",7743
"3556",6001
"3557",8115
"3558",7896
"3559",7827
"3560",7198
"3561",7075
"3562",8039
"3563",8044
"3564",7940
"3565",7590
"3566",7847
"3567",8159
"3568",8029
"3569",8170
"3570",7879
"3571",7984
"3572",8015
"3573",8019
"3574",7713
"3575",7162
"3576",7573
"3577",7554
"3578",6947
"3579",7353
"3580",7442
"3581",7769
"3582",8393
"3583",8415
"3584",8325
"3585",6742
"3586",7736
"3587",8183
"3588",6819
"3589",5933
"3590",8388
"3591",8319
"3592",7596
"3593",7163
"3594",8103
"3595",7961
"3596",5895
"3597",8167
"3598",7835
"3599",8226
"3600",8005
"3601",7935
"3602",7840
"3603",7932
"3604",7735
"3605",7919
"3606",8121
"3607",8033
"3608",7833
"3609",8047
"3610",7897
"3611",8150
"3612",7180
"3613",7401
"3614",7619
"3615",8119
"3616",8290
"3617",8357
"3618",8267
"3619",6724
"3620",5589
"3621",8029
"3622",7667
"3623",7854
"3624",6998
"3625",7265
"3626",7735
"3627",7945
"3628",7861
"3629",8024
"3630",7914
"3631",7892
"3632",8215
"3633",8082
"3634",7989
"3635",8079
"3636",8112
"3637",8013
"3638",7677
"3639",7774
"3640",7288
"3641",8105
"3642",7680
"3643",7902
"3644",8228
"3645",7888
"3646",8027
"3647",7628
"3648",7612
"3649",7257
"3650",7616
"3651",7687
"3652",7874
"3653",7624
"3654",7080
"3655",7679
"3656",7612
"3657",7022
"3658",8365
"3659",7882
"3660",7606
"3661",7753
"3662",7943
"3663",8097
"3664",7801
"3665",7817
"3666",7754
"3667",6893
"3668",5907
"3669",7517
"3670",7450
"3671",7598
"3672",7325
"3673",7735
"3674",7703
"3675",7960
"3676",6519
"3677",7723
"3678",7668
"3679",7498
"3680",7808
"3681",8213
"3682",7764
"3683",7701
"3684",7799
"3685",7071
"3686",7673
"3687",7734
"3688",7672
"3689",7931
"3690",7190
"3691",7152
"3692",6377
"3693",5301
"3694",7902
"3695",8031
"3696",7897
"3697",7355
"3698",7973
"3699",7707
"3700",7653
"3701",7956
"3702",7435
"3703",6658
"3704",7127
"3705",7389
"3706",6521
"3707",8000
"3708",7743
"3709",7392
"3710",7344
"3711",7102
"3712",6516
"3713",7638
"3714",7689
"3715",6925
"3716",7333
"3717",5807
"3718",7300
"3719",7922
"3720",7433
"3721",7567
"3722",7597
"3723",7850
"3724",7422
"3725",8185
"3726",7783
"3727",7284
"3728",7868
"3729",7282
"3730",7549
"3731",7239
"3732",6630
"3733",7003
"3734",7356
"3735",7147
"3736",7534
"3737",8021
"3738",7522
"3739",7593
"3740",7473
"3741",6990
"3742",6790
"3743",6879
"3744",7494
"3745",8003
"3746",7753
"3747",7683
"3748",7670
"3749",7809
"3750",7491
"3751",7705
"3752",7456
"3753",7427
"3754",6727
"3755",7912
"3756",7633
"3757",7541
"3758",7014
"3759",8009
"3760",6976
"3761",7210
"3762",7415
"3763",7599
"3764",7968
"3765",7724
"3766",8061
"3767",8091
"3768",7710
"3769",7623
"3770",7679
"3771",7657
"3772",7479
"3773",7511
"3774",7482
"3775",7510
"3776",8240
"3777",4844
"3778",7511
"3779",7239
"3780",7592
"3781",8023
"3782",7647
"3783",7870
"3784",7966
"3785",7326
"3786",7326
"3787",7153
"3788",7052
"3789",7245
"3790",7296
"3791",8073
"3792",7350
"3793",7243
"3794",7834
"3795",7776
"3796",7953
"3797",7804
"3798",7592
"3799",7849
"3800",7246
"3801",7369
"3802",7962
"3803",7890
"3804",7921
"3805",7785
"3806",7893
"3807",8246
"3808",7826
"3809",7122
"3810",7459
"3811",7593
"3812",8180
"3813",7676
"3814",6655
"3815",7903
"3816",7918
"3817",7490
"3818",7989
"3819",7204
"3820",7761
"3821",6383
"3822",8363
"3823",8323
"3824",7865
"3825",6764
"3826",7815
"3827",7855
"3828",7961
"3829",7623
"3830",6950
"3831",7925
"3832",7809
"3833",6569
"3834",7801
"3835",7717
"3836",7472
"3837",7985
"3838",7738
"3839",7699
"3840",8076
"3841",8077
"3842",8090
"3843",7460
"3844",7826
"3845",7572
"3846",7415
"3847",7238
"3848",7539
"3849",8353
"3850",7755
"3851",8365
"3852",7091
"3853",7515
"3854",7730
"3855",7421
"3856",7572
"3857",7674
"3858",7650
"3859",7660
"3860",7685
"3861",7678
"3862",7458
"3863",7315
"3864",7433
"3865",7826
"3866",8146
"3867",8063
"3868",7800
"3869",7893
"3870",7916
"3871",7857
"3872",7865
"3873",8028
"3874",6935
"3875",6835
"3876",7705
"3877",6642
"3878",7446
"3879",7338
"3880",7606
"3881",8059
"3882",7584
"3883",7489
"3884",6885
"3885",6385
"3886",7945
"3887",8086
"3888",6170
"3889",7347
"3890",8081
"3891",8039
"3892",7425
"3893",7738
"3894",7886
"3895",8031
"3896",5259
"3897",7191
"3898",7334
"3899",7941
"3900",7630
"3901",7634
"3902",7867
"3903",5382
"3904",8201
"3905",8180
"3906",8136
"3907",8189
"3908",7165
"3909",7383
"3910",7238
"3911",7428
"3912",7149
"3913",5702
"3914",7793
"3915",8154
"3916",8196
"3917",6786
"3918",7223
"3919",8201
"3920",7726
"3921",7361
"3922",7711
"3923",7740
"3924",7088
"3925",7076
"3926",7727
"3927",7787
"3928",7851
"3929",7806
"3930",7916
"3931",8056
"3932",8176
"3933",7341
"3934",8140
"3935",7779
"3936",7539
"3937",7075
"3938",7543
"3939",7385
"3940",8198
"3941",8134
"3942",8036
"3943",8188
"3944",8280
"3945",7581
"3946",7499
"3947",6109
"3948",7551
"3949",7671
"3950",7358
"3951",6754
"3952",6706
"3953",7491
"3954",7816
"3955",6815
"3956",7298
"3957",7856
"3958",8261
"3959",8110
"3960",7402
"3961",6774
"3962",6939
"3963",7978
"3964",7549
"3965",7519
"3966",7042
"3967",7056
"3968",7233
"3969",7668
"3970",6538
"3971",6626
"3972",7690
"3973",8203
"3974",7810
"3975",7847
"3976",6760
"3977",7756
"3978",7772
"3979",8225
"3980",6849
"3981",7154
"3982",6416
"3983",4656
"3984",6185
"3985",7105
"3986",8128
"3987",7737
"3988",7953
"3989",7917
"3990",7767
"3991",7645
"3992",6495
"3993",7289
"3994",6685
"3995",7903
"3996",7290
"3997",6732
"3998",7057
"3999",6719
"4000",7837
"4001",8166
"4002",7837
"4003",7793
"4004",7677
"4005",7644
"4006",6588
"4007",7248
"4008",7822
"4009",7897
"4010",7456
"4011",7747
"4012",7609
"4013",8213
"4014",7096
"4015",7644
"4016",7514
"4017",6572
"4018",7544
"4019",7500
"4020",7306
"4021",6410
"4022",6778
"4023",6380
"4024",7988
"4025",6994
"4026",7886
"4027",7840
"4028",7980
"4029",7680
"4030",7072
"4031",7906
"4032",8052
"4033",7845
"4034",7624
"4035",8000
"4036",6736
"4037",6693
"4038",6865
"4039",7712
"4040",7799
"4041",7982
"4042",8173
"4043",5627
"4044",6624
"4045",7720
"4046",7468
"4047",7083
"4048",7859
"4049",6943
"4050",5865
"4051",3921
"4052",6843
"4053",6988
"4054",5874
"4055",7648
"4056",7830
"4057",7830
"4058",7843
"4059",7831
"4060",7135
"4061",7350
"4062",7156
"4063",7692
"4064",7283
"4065",7704
"4066",3832
"4067",7941
"4068",7474
"4069",7084
"4070",7604
"4071",6608
"4072",6997
"4073",7609
"4074",8333
"4075",7195
"4076",6899
"4077",7196
"4078",6877
"4079",5985
"4080",6343
"4081",6589
"4082",7663
"4083",6643
"4084",7163
"4085",7694
"4086",7368
"4087",7675
"4088",8396
"4089",8227
"4090",8026
"4091",7189
"4092",7673
"4093",7865
"4094",7348
"4095",7844
"4096",8410
"4097",7290
"4098",7612
"4099",6798
"4100",7556
"4101",3495
"4102",7516
"4103",8270
"4104",8132
"4105",7920
"4106",7841
"4107",7713
"4108",6463
"4109",7702
"4110",7524
"4111",8092
"4112",7810
"4113",7586
"4114",7644
"4115",7095
"4116",6685
"4117",6860
"4118",7639
"4119",7544
"4120",6641
"4121",8089
"4122",7588
"4123",7921
"4124",7902
"4125",7007
"4126",6547
"4127",7418
"4128",7553
"4129",8197
"4130",7525
"4131",8179
"4132",7735
"4133",7828
"4134",7819
