"","EVI2011"
"683",5694
"684",5068
"685",5006
"686",5302
"687",5499
"688",4860
"689",5317
"690",5374
"691",4875
"692",3939
"693",4965
"694",5169
"695",4875
"696",4779
"697",5220
"698",4708
"699",4904
"700",5219
"701",4549
"702",4844
"703",4211
"704",4712
"705",4861
"706",4761
"707",4781
"708",4856
"709",4780
"710",4989
"711",4171
"712",5143
"713",4861
"714",5040
"715",4813
"716",4461
"717",4591
"718",4604
"719",4294
"720",4611
"721",4960
"722",4371
"723",4940
"724",5269
"725",4932
"726",4272
"727",4610
"728",4175
"729",4347
"730",4115
"731",4598
"732",4704
"733",4226
"734",4450
"735",4841
"736",3930
"737",4560
"738",4307
"739",4121
"740",4926
"741",5121
"742",4828
"743",5511
"744",3982
"745",4194
"746",4657
"747",5350
"748",5345
"749",4239
"750",4704
"751",4991
"752",5164
"753",4632
"754",4727
"755",4643
"756",4539
"757",5091
"758",4977
"759",5263
"760",4866
"761",4242
"762",4206
"763",4854
"764",4958
"765",4525
"766",4268
"767",4082
"768",4137
"769",4292
"770",4723
"771",4913
"772",4607
"773",4509
"774",4840
"775",4328
"776",3685
"777",4401
"778",4757
"779",4893
"780",4614
"781",4246
"782",3933
"783",4926
"784",4621
"785",4804
"786",4907
"787",4504
"788",4978
"789",5043
"790",4204
"791",4011
"792",4691
"793",4578
"794",4748
"795",4167
"796",4277
"797",5060
"798",5131
"799",4565
"800",4492
"801",4851
"802",4532
"803",4655
"804",4660
"805",4754
"806",4869
"807",4673
"808",4345
"809",4598
"810",4185
"811",4565
"812",4136
"813",4797
"814",5142
"815",4777
"816",4737
"817",4988
"818",4426
"819",5072
"820",4936
"821",4256
"822",4116
"823",4677
"824",4816
"825",4816
"826",4809
"827",5084
"828",5192
"829",5010
"830",4890
"831",4841
"832",4897
"833",4100
"834",4629
"835",4602
"836",3839
"837",4486
"838",3986
"839",5116
"840",4294
"841",3968
"842",4325
"843",4807
"844",4600
"845",3931
"846",4304
"847",3564
"848",3791
"849",4045
"850",4127
"851",4494
"852",4142
"853",5434
"854",4593
"855",4712
"856",3808
"857",4797
"858",4435
"859",4540
"860",4339
"861",3959
"862",3624
"863",4481
"864",4941
"865",4529
"866",5414
"867",4124
"868",4230
"869",4149
"870",4463
"871",5269
"872",4723
"873",4716
"874",5358
"875",4261
"876",4224
"877",4730
"878",4667
"879",4270
"880",4331
"881",4464
"882",4694
"883",4235
"884",4542
"885",4741
"886",4326
"887",4698
"888",5462
"889",4943
"890",5257
"891",4809
"892",4857
"893",4644
"894",4467
"895",4532
"896",4623
"897",4477
"898",4751
"899",4747
"900",4131
"901",4333
"902",4342
"903",4759
"904",5187
"905",5270
"906",4799
"907",4981
"908",4710
"909",3725
"910",4694
"911",3963
"912",4139
"913",4229
"914",3409
"915",4545
"916",4705
"917",4041
"918",3745
"919",3552
"920",4507
"921",4036
"922",4537
"923",4517
"924",4839
"925",5022
"926",4120
"927",5315
"928",5113
"929",3812
"930",4245
"931",4671
"932",3580
"933",4240
"934",4228
"935",4330
"936",4312
"937",4197
"938",4431
"939",4315
"940",4720
"941",4494
"942",4616
"943",4886
"944",4681
"945",4304
"946",4319
"947",4658
"948",3926
"949",4139
"950",4774
"951",4210
"952",4216
"953",4228
"954",5018
"955",4668
"956",4681
"957",4513
"958",4760
"959",4266
"960",3855
"961",4967
"962",4434
"963",4680
"964",4908
"965",4833
"966",3762
"967",5031
"968",4495
"969",3744
"970",3529
"971",4914
"972",4258
"973",4307
"974",4223
"975",5488
"976",4352
"977",4966
"978",4616
"979",4658
"980",4922
"981",4556
"982",4399
"983",4495
"984",5060
"985",4419
"986",5070
"987",4290
"988",4647
"989",4766
"990",4347
"991",4469
"992",4773
"993",4472
"994",2791
"995",4120
"996",5398
"997",4142
"998",4676
"999",3999
"1000",4683
"1001",4489
"1002",4496
"1003",4544
"1004",4580
"1005",NA
"1006",4888
"1007",4407
"1008",4635
"1009",4754
"1010",3875
"1011",3827
"1012",3385
"1013",4215
"1014",4152
"1015",4232
"1016",3830
"1017",4475
"1018",3418
"1019",3959
"1020",NA
"1021",4629
"1022",4587
"1023",4363
"1024",4063
"1025",3944
"1026",4152
"1027",3884
"1028",4838
"1029",4248
"1030",3787
"1031",4146
"1032",3640
"1033",4309
"1034",4384
"1035",3849
"1036",4101
"1037",4300
"1038",3991
"1039",3435
"1040",4286
"1041",4531
"1042",4856
"1043",4737
"1044",4984
"1045",4862
"1046",NA
"1047",4298
"1048",3601
"1049",3937
"1050",3735
"1051",3348
"1052",4192
"1053",4381
"1054",4268
"1055",4302
"1056",4394
"1057",4308
"1058",3716
"1059",4510
"1060",3879
"1061",4011
"1062",3903
"1063",3838
"1064",4121
"1065",4841
"1066",4297
"1067",4049
"1068",4039
"1069",4717
"1070",4203
"1071",4087
"1072",4190
"1073",4813
"1074",4942
"1075",4099
"1076",4039
"1077",4129
"1078",5160
"1079",4607
"1080",4692
"1081",4134
"1082",4886
"1083",4155
"1084",4377
"1085",4941
"1086",3557
"1087",3696
"1088",3865
"1089",4114
"1090",4424
"1091",4174
"1092",3781
"1093",4336
"1094",4732
"1095",5138
"1096",3781
"1097",4236
"1098",4510
"1099",4172
"1100",4359
"1101",4270
"1102",4592
"1103",4486
"1104",3950
"1105",3956
"1106",4160
"1107",3223
"1108",4004
"1109",4221
"1110",4060
"1111",4451
"1112",4066
"1113",4471
"1114",4314
"1115",4076
"1116",3855
"1117",4609
"1118",4049
"1119",4172
"1120",4759
"1121",4609
"1122",3704
"1123",4135
"1124",4074
"1125",4036
"1126",4457
"1127",4357
"1128",4028
"1129",4473
"1130",4384
"1131",3690
"1132",4305
"1133",4472
"1134",4476
"1135",3386
"1136",4615
"1137",4485
"1138",3895
"1139",4495
"1140",3769
"1141",4890
"1142",4344
"1143",4119
"1144",4754
"1145",3975
"1146",4551
"1147",3714
"1148",4099
"1149",4138
"1150",4080
"1151",4685
"1152",4458
"1153",4012
"1154",4160
"1155",4185
"1156",3952
"1157",4540
"1158",4399
"1159",3902
"1160",4227
"1161",4231
"1162",4663
"1163",4496
"1164",4286
"1165",4289
"1166",4649
"1167",4198
"1168",4242
"1169",3639
"1170",3967
"1171",4613
"1172",3707
"1173",4262
"1174",4333
"1175",4288
"1176",4712
"1177",4305
"1178",4330
"1179",4444
"1180",4393
"1181",3687
"1182",4641
"1183",3841
"1184",3708
"1185",4498
"1186",4929
"1187",4343
"1188",3816
"1189",3613
"1190",5070
"1191",4596
"1192",4244
"1193",4070
"1194",4955
"1195",4454
"1196",4322
"1197",4372
"1198",3871
"1199",4640
"1200",4236
"1201",3097
"1202",3485
"1203",4262
"1204",4367
"1205",3786
"1206",3837
"1207",3614
"1208",3631
"1209",3617
"1210",3616
"1211",3624
"1212",4062
"1213",3518
"1214",3850
"1215",3266
"1216",4166
"1217",3532
"1218",3956
"1219",4077
"1220",4068
"1221",4653
"1222",3520
"1223",3949
"1224",3833
"1225",3740
"1226",3746
"1227",3532
"1228",3786
"1229",2715
"1230",3760
"1231",3633
"1232",4086
"1233",3799
"1234",3856
"1235",3355
"1236",3668
"1237",3804
"1238",3689
"1239",3567
"1240",3576
"1241",3374
"1242",3432
"1243",3522
"1244",4175
"1245",4074
"1246",3872
"1247",3676
"1248",3402
"1249",3699
"1250",3451
"1251",3978
"1252",3625
"1253",3710
"1254",3715
"1255",3483
"1256",3262
"1257",3837
"1258",3417
"1259",3428
"1260",3714
"1261",3788
"1262",3634
"1263",3739
"1264",3615
"1265",3903
"1266",2785
"1267",3407
"1268",3494
"1269",3920
"1270",3410
"1271",4182
"1272",4334
"1273",4134
"1274",3929
"1275",3991
"1276",3396
"1277",3375
"1278",3813
"1279",4500
"1280",4281
"1281",4458
"1282",3479
"1283",3737
"1284",3957
"1285",3725
"1286",3490
"1287",3795
"1288",3985
"1289",4070
"1290",4494
"1291",3563
"1292",3746
"1293",4074
"1294",4213
"1295",3125
"1296",3656
"1297",4107
"1298",3913
"1299",4270
"1300",4255
"1301",4025
"1302",3713
"1303",3624
"1304",4071
"1305",4084
"1306",3510
"1307",3674
"1308",4065
"1309",3542
"1310",3140
"1311",3973
"1312",3703
"1313",3547
"1314",4250
"1315",4375
"1316",4078
"1317",3589
"1318",3515
"1319",3662
"1320",3519
"1321",3347
"1322",4014
"1323",2752
"1324",3791
"1325",4541
"1326",5205
"1327",3932
"1328",3846
"1329",3193
"1330",3407
"1331",4320
"1332",3922
"1333",4712
"1334",4216
"1335",4202
"1336",3775
"1337",4044
"1338",3987
"1339",3635
"1340",4014
"1341",3772
"1342",3850
"1343",3132
"1344",3872
"1345",4325
"1346",4043
"1347",3515
"1348",3951
"1349",4060
"1350",4073
"1351",3839
"1352",3926
"1353",3990
"1354",4406
"1355",3602
"1356",3997
"1357",4037
"1358",3945
"1359",3747
"1360",3833
"1361",3981
"1362",4555
"1363",3726
"1364",4276
"1365",3944
"1366",3971
"1367",3889
"1368",3511
"1369",4083
"1370",3885
"1371",4151
"1372",3991
"1373",3931
"1374",3785
"1375",3452
"1376",4110
"1377",4249
"1378",3768
"1379",3776
"1380",3966
"1381",3947
"1382",3612
"1383",4355
"1384",4229
"1385",3958
"1386",3885
"1387",3931
"1388",3635
"1389",3945
"1390",3870
"1391",3745
"1392",3885
"1393",3898
"1394",4207
"1395",4130
"1396",4391
"1397",4194
"1398",4348
"1399",3845
"1400",3706
"1401",4738
"1402",4201
"1403",4188
"1404",4487
"1405",4356
"1406",3912
"1407",3422
"1408",4424
"1409",4149
"1410",4171
"1411",4199
"1412",4258
"1413",4433
"1414",4469
"1415",3868
"1416",3479
"1417",4043
"1418",4532
"1419",4127
"1420",4031
"1421",3904
"1422",4121
"1423",4155
"1424",5039
"1425",3916
"1426",3506
"1427",3705
"1428",3910
"1429",3931
"1430",4386
"1431",4180
"1432",4450
"1433",4737
"1434",4263
"1435",4191
"1436",4417
"1437",4003
"1438",3962
"1439",4073
"1440",4107
"1441",4318
"1442",3824
"1443",3856
"1444",3677
"1445",4056
"1446",4631
"1447",3950
"1448",3978
"1449",4338
"1450",3998
"1451",3785
"1452",3890
"1453",4218
"1454",3971
"1455",3839
"1456",3816
"1457",3498
"1458",4014
"1459",3480
"1460",3587
"1461",3674
"1462",3882
"1463",3667
"1464",4356
"1465",3951
"1466",4024
"1467",4464
"1468",3799
"1469",4024
"1470",4186
"1471",3799
"1472",4344
"1473",4025
"1474",4028
"1475",3945
"1476",4121
"1477",4117
"1478",3945
"1479",4195
"1480",3677
"1481",3972
"1482",3678
"1483",3652
"1484",4414
"1485",4006
"1486",4125
"1487",3807
"1488",3717
"1489",4335
"1490",3978
"1491",4207
"1492",4156
"1493",4177
"1494",3987
"1495",4136
"1496",4423
"1497",3816
"1498",4587
"1499",3455
"1500",3311
"1501",3294
"1502",3068
"1503",4108
"1504",4298
"1505",4028
"1506",4140
"1507",4285
"1508",4709
"1509",4070
"1510",4709
"1511",4616
"1512",3970
"1513",3549
"1514",3710
"1515",4266
"1516",3547
"1517",3825
"1518",4616
"1519",3785
"1520",3559
"1521",3721
"1522",4207
"1523",4334
"1524",4435
"1525",3723
"1526",4315
"1527",3831
"1528",4225
"1529",4452
"1530",4183
"1531",4118
"1532",3978
"1533",4452
"1534",4087
"1535",3601
"1536",3313
"1537",3154
"1538",4190
"1539",4260
"1540",4324
"1541",4269
"1542",4711
"1543",3937
"1544",3930
"1545",4151
"1546",4691
"1547",4546
"1548",4178
"1549",4100
"1550",3974
"1551",3550
"1552",3995
"1553",3759
"1554",4605
"1555",4238
"1556",4373
"1557",3994
"1558",3938
"1559",4532
"1560",4068
"1561",4293
"1562",3606
"1563",4561
"1564",3935
"1565",4578
"1566",3974
"1567",4558
"1568",4039
"1569",3267
"1570",3598
"1571",4032
"1572",4480
"1573",4518
"1574",4563
"1575",4518
"1576",4272
"1577",3844
"1578",4275
"1579",4745
"1580",4377
"1581",4265
"1582",3765
"1583",3645
"1584",3838
"1585",3783
"1586",4033
"1587",4239
"1588",4243
"1589",3665
"1590",4374
"1591",4088
"1592",4398
"1593",4169
"1594",4466
"1595",3862
"1596",4377
"1597",4360
"1598",4383
"1599",4753
"1600",4176
"1601",3984
"1602",4234
"1603",4216
"1604",4340
"1605",4094
"1606",4426
"1607",3742
"1608",3483
"1609",4073
"1610",3562
"1611",4437
"1612",4508
"1613",3462
"1614",4229
"1615",4159
"1616",4284
"1617",4568
"1618",4463
"1619",3768
"1620",4323
"1621",4754
"1622",4207
"1623",4150
"1624",4842
"1625",3675
"1626",3670
"1627",3081
"1628",3981
"1629",4253
"1630",4504
"1631",4166
"1632",4570
"1633",4447
"1634",3544
"1635",4764
"1636",4129
"1637",4482
"1638",4045
"1639",3422
"1640",4254
"1641",4522
"1642",4321
"1643",3898
"1644",4224
"1645",3611
"1646",4317
"1647",4552
"1648",3855
"1649",4007
"1650",4224
"1651",4348
"1652",4435
"1653",4206
"1654",4641
"1655",3715
"1656",3590
"1657",4030
"1658",4064
"1659",4035
"1660",4078
"1661",3821
"1662",4831
"1663",4257
"1664",3932
"1665",4405
"1666",4408
"1667",4384
"1668",4550
"1669",3997
"1670",4397
"1671",4260
"1672",4438
"1673",4104
"1674",3734
"1675",4615
"1676",4165
"1677",4517
"1678",3729
"1679",4438
"1680",3962
"1681",4625
"1682",5109
"1683",3940
"1684",4325
"1685",4620
"1686",3635
"1687",4151
"1688",3896
"1689",4307
"1690",4778
"1691",4702
"1692",4779
"1693",4617
"1694",4233
"1695",3721
"1696",4113
"1697",3543
"1698",4485
"1699",3792
"1700",4283
"1701",4721
"1702",3835
"1703",4599
"1704",4162
"1705",3729
"1706",4511
"1707",4753
"1708",3850
"1709",3778
"1710",3578
"1711",4093
"1712",4539
"1713",3651
"1714",4298
"1715",4201
"1716",4347
"1717",4279
"1718",4308
"1719",4309
"1720",4031
"1721",4064
"1722",4449
"1723",4006
"1724",4534
"1725",3980
"1726",4256
"1727",4288
"1728",4304
"1729",4311
"1730",3365
"1731",4223
"1732",4155
"1733",4244
"1734",4197
"1735",4078
"1736",3735
"1737",4133
"1738",4234
"1739",5046
"1740",4545
"1741",4512
"1742",3802
"1743",4484
"1744",4170
"1745",4263
"1746",3992
"1747",4536
"1748",3946
"1749",4212
"1750",4082
"1751",4137
"1752",3990
"1753",4161
"1754",3392
"1755",3954
"1756",4159
"1757",4117
"1758",4091
"1759",4100
"1760",4355
"1761",3965
"1762",1755
"1763",4299
"1764",3993
"1765",4376
"1766",4080
"1767",4351
"1768",4043
"1769",4421
"1770",4463
"1771",3994
"1772",3855
"1773",3973
"1774",4156
"1775",4463
"1776",4625
"1777",4541
"1778",3725
"1779",3499
"1780",3659
"1781",4402
"1782",4111
"1783",3499
"1784",3659
"1785",4325
"1786",4105
"1787",4210
"1788",4217
"1789",4224
"1790",4145
"1791",4576
"1792",3616
"1793",4069
"1794",3704
"1795",3995
"1796",4356
"1797",4320
"1798",3891
"1799",3984
"1800",4369
"1801",4162
"1802",4132
"1803",4509
"1804",4037
"1805",4388
"1806",3987
"1807",4249
"1808",4113
"1809",3970
"1810",4035
"1811",4422
"1812",4287
"1813",3929
"1814",4283
"1815",4062
"1816",4895
"1817",4208
"1818",4470
"1819",4045
"1820",3917
"1821",4306
"1822",4306
"1823",4763
"1824",4290
"1825",4607
"1826",3740
"1827",2960
"1828",4157
"1829",4521
"1830",3551
"1831",3605
"1832",3665
"1833",4018
"1834",4485
"1835",4129
"1836",4194
"1837",3933
"1838",3635
"1839",3923
"1840",4277
"1841",4254
"1842",3501
"1843",3929
"1844",3524
"1845",3703
"1846",3706
"1847",4133
"1848",4288
"1849",3745
"1850",4414
"1851",4295
"1852",5001
"1853",3577
"1854",4356
"1855",4161
"1856",4225
"1857",4123
"1858",4013
"1859",4269
"1860",4126
"1861",4991
"1862",4035
"1863",4035
"1864",4222
"1865",3708
"1866",4071
"1867",4252
"1868",3819
"1869",4343
"1870",4010
"1871",4432
"1872",5034
"1873",4129
"1874",4257
"1875",2639
"1876",4092
"1877",4064
"1878",4089
"1879",4100
"1880",4058
"1881",4437
"1882",3761
"1883",4178
"1884",4389
"1885",4041
"1886",3870
"1887",4634
"1888",4043
"1889",4036
"1890",4072
"1891",4528
"1892",3843
"1893",3721
"1894",3810
"1895",3732
"1896",4578
"1897",3989
"1898",4494
"1899",4289
"1900",4991
"1901",4891
"1902",4269
"1903",4077
"1904",4253
"1905",4101
"1906",4402
"1907",4332
"1908",4501
"1909",4044
"1910",4091
"1911",3935
"1912",3352
"1913",3892
"1914",3475
"1915",2559
"1916",4265
"1917",4090
"1918",3843
"1919",3824
"1920",4023
"1921",4387
"1922",4429
"1923",4151
"1924",4200
"1925",4080
"1926",4402
"1927",4094
"1928",3659
"1929",3891
"1930",3861
"1931",4016
"1932",4209
"1933",4241
"1934",3099
"1935",3370
"1936",3446
"1937",4492
"1938",4448
"1939",3648
"1940",4109
"1941",3982
"1942",4222
"1943",3825
"1944",4546
"1945",4001
"1946",4300
"1947",4114
"1948",3882
"1949",4284
"1950",4178
"1951",3492
"1952",4308
"1953",3984
"1954",4525
"1955",4576
"1956",4619
"1957",4171
"1958",3773
"1959",4207
"1960",4118
"1961",4089
"1962",4163
"1963",4423
"1964",3966
"1965",4627
"1966",4619
"1967",3970
"1968",3666
"1969",4245
"1970",4238
"1971",4473
"1972",4432
"1973",4158
"1974",4293
"1975",3949
"1976",4065
"1977",4331
"1978",4430
"1979",4595
"1980",4840
"1981",3997
"1982",4312
"1983",4025
"1984",4021
"1985",3950
"1986",3604
"1987",3822
"1988",4233
"1989",4393
"1990",3042
"1991",4739
"1992",4018
"1993",3515
"1994",4059
"1995",3342
"1996",4494
"1997",4006
"1998",2965
"1999",4512
"2000",4500
"2001",3737
"2002",4515
"2003",4767
"2004",3757
"2005",4175
"2006",4614
"2007",4441
"2008",4062
"2009",4114
"2010",3728
"2011",3946
"2012",4165
"2013",3353
"2014",4541
"2015",4146
"2016",4111
"2017",4131
"2018",4548
"2019",4264
"2020",4144
"2021",4346
"2022",3985
"2023",4121
"2024",4178
"2025",3229
"2026",3991
"2027",4264
"2028",2537
"2029",2918
"2030",4199
"2031",4199
"2032",3543
"2033",4419
"2034",4175
"2035",4012
"2036",4547
"2037",4012
"2038",3391
"2039",4084
"2040",4275
"2041",4092
"2042",4276
"2043",4327
"2044",4212
"2045",3063
"2046",4089
"2047",4261
"2048",4253
"2049",4108
"2050",4041
"2051",3827
"2052",2966
"2053",4118
"2054",4114
"2055",3334
"2056",4319
"2057",4051
"2058",4328
"2059",3955
"2060",4270
"2061",4217
"2062",4232
"2063",4010
"2064",3772
"2065",4237
"2066",4452
"2067",4188
"2068",3997
"2069",4108
"2070",4248
"2071",4335
"2072",3787
"2073",3792
"2074",4237
"2075",3826
"2076",3950
"2077",3870
"2078",3945
"2079",3954
"2080",3957
"2081",3855
"2082",3175
"2083",4047
"2084",4494
"2085",4079
"2086",4065
"2087",4137
"2088",4159
"2089",3573
"2090",4292
"2091",4114
"2092",4051
"2093",4761
"2094",4285
"2095",4191
"2096",4501
"2097",4501
"2098",4335
"2099",4256
"2100",3456
"2101",3456
"2102",4218
"2103",4216
"2104",4082
"2105",4109
"2106",4071
"2107",4129
"2108",3761
"2109",3587
"2110",3891
"2111",3715
"2112",4041
"2113",3914
"2114",4157
"2115",4090
"2116",4080
"2117",4441
"2118",3918
"2119",3600
"2120",3954
"2121",4036
"2122",4342
"2123",4200
"2124",4100
"2125",4272
"2126",3997
"2127",4043
"2128",4183
"2129",4321
"2130",4029
"2131",3744
"2132",3991
"2133",3485
"2134",4241
"2135",4403
"2136",4176
"2137",3664
"2138",4000
"2139",3980
"2140",3291
