"","EVI2014"
"1178",4317
"1179",4210
"1180",4784
"1181",3483
"1182",4450
"1183",4377
"1184",4147
"1185",4641
"1186",4659
"1187",4336
"1188",4508
"1189",4243
"1190",4918
"1191",4158
"1192",4350
"1193",4505
"1194",4688
"1195",4223
"1196",4658
"1197",4492
"1198",4117
"1199",4630
"1200",4077
"1201",3338
"1202",4165
"1203",4482
"1204",4660
"1205",4580
"1206",4133
"1207",3786
"1208",3437
"1209",4347
"1210",4377
"1211",4621
"1212",4008
"1213",4200
"1214",4320
"1215",3814
"1216",3840
"1217",4236
"1218",4455
"1219",4034
"1220",3909
"1221",3980
"1222",3913
"1223",4088
"1224",4791
"1225",4662
"1226",3976
"1227",3894
"1228",3829
"1229",3902
"1230",4704
"1231",3926
"1232",4099
"1233",3628
"1234",3981
"1235",4676
"1236",3972
"1237",3733
"1238",3429
"1239",4254
"1240",4231
"1241",4127
"1242",3986
"1243",4334
"1244",3607
"1245",4090
"1246",4214
"1247",3798
"1248",4097
"1249",3865
"1250",4730
"1251",4497
"1252",3643
"1253",4030
"1254",3167
"1255",3406
"1256",4560
"1257",3726
"1258",3220
"1259",4111
"1260",3793
"1261",3368
"1262",4084
"1263",4368
"1264",4680
"1265",3351
"1266",3748
"1267",3267
"1268",3706
"1269",4650
"1270",3806
"1271",4038
"1272",4098
"1273",4289
"1274",3992
"1275",3755
"1276",4123
"1277",3884
"1278",4525
"1279",4147
"1280",4279
"1281",4230
"1282",3136
"1283",3787
"1284",3564
"1285",4343
"1286",3664
"1287",4122
"1288",4117
"1289",4515
"1290",4021
"1291",4068
"1292",4283
"1293",3696
"1294",4046
"1295",3776
"1296",4086
"1297",4390
"1298",4017
"1299",4308
"1300",4255
"1301",3786
"1302",3643
"1303",4351
"1304",4051
"1305",3450
"1306",3190
"1307",5301
"1308",4039
"1309",3469
"1310",3685
"1311",4163
"1312",3664
"1313",3634
"1314",4128
"1315",3807
"1316",4189
"1317",3432
"1318",3330
"1319",3862
"1320",4550
"1321",3215
"1322",3929
"1323",3217
"1324",3547
"1325",3660
"1326",4136
"1327",3854
"1328",4266
"1329",3992
"1330",3991
"1331",4042
"1332",3819
"1333",5056
"1334",4820
"1335",3595
"1336",4008
"1337",4559
"1338",4059
"1339",4963
"1340",4465
"1341",4250
"1342",3836
"1343",4110
"1344",4023
"1345",4412
"1346",3506
"1347",4008
"1348",3439
"1349",3932
"1350",4327
"1351",3520
"1352",3267
"1353",4091
"1354",4222
"1355",3770
"1356",4026
"1357",4108
"1358",4083
"1359",3855
"1360",4228
"1361",4132
"1362",4454
"1363",3996
"1364",4224
"1365",3600
"1366",3997
"1367",4223
"1368",4060
"1369",4329
"1370",4029
"1371",4027
"1372",3243
"1373",3956
"1374",4376
"1375",3753
"1376",4203
"1377",4791
"1378",4410
"1379",4009
"1380",4145
"1381",4500
"1382",3761
"1383",3851
"1384",3725
"1385",4653
"1386",3797
"1387",4507
"1388",4504
"1389",4064
"1390",4019
"1391",4417
"1392",4644
"1393",4308
"1394",4599
"1395",3033
"1396",3940
"1397",4070
"1398",4162
"1399",4636
"1400",3872
"1401",5169
"1402",4432
"1403",4336
"1404",4779
"1405",3764
"1406",3896
"1407",4038
"1408",4873
"1409",4807
"1410",4202
"1411",4730
"1412",4676
"1413",4597
"1414",3775
"1415",3894
"1416",4355
"1417",4643
"1418",4387
"1419",4255
"1420",4500
"1421",3964
"1422",4228
"1423",4673
"1424",4356
"1425",4269
"1426",4068
"1427",4142
"1428",4200
"1429",3799
"1430",4230
"1431",4782
"1432",4519
"1433",4562
"1434",3868
"1435",4253
"1436",4682
"1437",4393
"1438",4379
"1439",4577
"1440",4193
"1441",4774
"1442",3731
"1443",3690
"1444",3846
"1445",4495
"1446",4413
"1447",3800
"1448",4267
"1449",4734
"1450",4289
"1451",3837
"1452",4368
"1453",4648
"1454",3974
"1455",3869
"1456",3698
"1457",4500
"1458",4800
"1459",4322
"1460",3937
"1461",4108
"1462",4324
"1463",4157
"1464",4079
"1465",4658
"1466",4176
"1467",4178
"1468",4288
"1469",4176
"1470",4114
"1471",4288
"1472",4542
"1473",4063
"1474",3979
"1475",4580
"1476",4671
"1477",5114
"1478",4580
"1479",4221
"1480",3987
"1481",4164
"1482",4605
"1483",4377
"1484",4291
"1485",4146
"1486",4591
"1487",4009
"1488",3937
"1489",4034
"1490",3905
"1491",3868
"1492",4775
"1493",4838
"1494",4872
"1495",4229
"1496",4658
"1497",4656
"1498",4407
"1499",4171
"1500",3875
"1501",3575
"1502",4042
"1503",4557
"1504",4783
"1505",4445
"1506",4254
"1507",4206
"1508",4128
"1509",4150
"1510",4128
"1511",4009
"1512",4230
"1513",4264
"1514",4434
"1515",4794
"1516",3778
"1517",3408
"1518",4009
"1519",3620
"1520",4475
"1521",3743
"1522",4359
"1523",4561
"1524",4141
"1525",4708
"1526",4326
"1527",4272
"1528",4169
"1529",4322
"1530",4223
"1531",4773
"1532",4168
"1533",4322
"1534",4331
"1535",3702
"1536",4014
"1537",4023
"1538",4081
"1539",4334
"1540",4065
"1541",4574
"1542",4527
"1543",4738
"1544",4564
"1545",4502
"1546",4029
"1547",4530
"1548",3993
"1549",3572
"1550",4553
"1551",4037
"1552",4299
"1553",3905
"1554",4624
"1555",4072
"1556",4875
"1557",4282
"1558",4875
"1559",4123
"1560",4802
"1561",3992
"1562",4226
"1563",4580
"1564",4391
"1565",4710
"1566",3867
"1567",4129
"1568",4039
"1569",3360
"1570",4301
"1571",4372
"1572",4101
"1573",4150
"1574",4428
"1575",4150
"1576",4431
"1577",4373
"1578",4275
"1579",4487
"1580",4417
"1581",4122
"1582",4476
"1583",3283
"1584",4323
"1585",4354
"1586",4024
"1587",4507
"1588",4055
"1589",3814
"1590",4490
"1591",3750
"1592",4372
"1593",4438
"1594",4554
"1595",4584
"1596",4139
"1597",4512
"1598",4584
"1599",4473
"1600",4284
"1601",4668
"1602",4195
"1603",3653
"1604",4321
"1605",4340
"1606",4676
"1607",4262
"1608",3741
"1609",4493
"1610",3441
"1611",4313
"1612",3990
"1613",3648
"1614",3947
"1615",4194
"1616",4282
"1617",4697
"1618",4523
"1619",4177
"1620",4633
"1621",4766
"1622",3688
"1623",4177
"1624",4433
"1625",3748
"1626",4260
"1627",2836
"1628",4176
"1629",4637
"1630",4840
"1631",4378
"1632",4211
"1633",4551
"1634",4092
"1635",4156
"1636",3568
"1637",4213
"1638",4221
"1639",3930
"1640",4614
"1641",4670
"1642",4501
"1643",4066
"1644",3977
"1645",4689
"1646",4609
"1647",4356
"1648",3866
"1649",4174
"1650",4793
"1651",4392
"1652",4097
"1653",3854
"1654",3825
"1655",3943
"1656",4878
"1657",4426
"1658",4300
"1659",4705
"1660",4159
"1661",3887
"1662",4165
"1663",5099
"1664",4280
"1665",4862
"1666",3880
"1667",4421
"1668",4264
"1669",4110
"1670",3973
"1671",4149
"1672",3861
"1673",4269
"1674",3950
"1675",3935
"1676",3706
"1677",4099
"1678",3726
"1679",3861
"1680",3972
"1681",4425
"1682",4111
"1683",4043
"1684",4407
"1685",4455
"1686",4494
"1687",4163
"1688",4406
"1689",4053
"1690",4396
"1691",3928
"1692",4488
"1693",4712
"1694",4496
"1695",4268
"1696",4217
"1697",4687
"1698",4604
"1699",4225
"1700",4411
"1701",4653
"1702",4430
"1703",4431
"1704",3813
"1705",3912
"1706",4361
"1707",4254
"1708",4607
"1709",4086
"1710",4139
"1711",4387
"1712",4610
"1713",3752
"1714",4391
"1715",4842
"1716",3943
"1717",4829
"1718",4584
"1719",4603
"1720",4074
"1721",4169
"1722",4305
"1723",4761
"1724",4229
"1725",4235
"1726",4840
"1727",4274
"1728",4717
"1729",3932
"1730",3809
"1731",4713
"1732",4854
"1733",4716
"1734",4278
"1735",4222
"1736",4206
"1737",3502
"1738",4444
"1739",4602
"1740",4540
"1741",4509
"1742",4633
"1743",4684
"1744",4253
"1745",5015
"1746",4872
"1747",4661
"1748",4541
"1749",4156
"1750",4295
"1751",4015
"1752",4258
"1753",4054
"1754",3927
"1755",3903
"1756",4379
"1757",4128
"1758",3909
"1759",4270
"1760",4233
"1761",3975
"1762",2108
"1763",4401
"1764",4133
"1765",4292
"1766",4372
"1767",4355
"1768",4284
"1769",4469
"1770",4329
"1771",4395
"1772",4063
"1773",3935
"1774",4255
"1775",4329
"1776",4499
"1777",4334
"1778",3600
"1779",4225
"1780",3978
"1781",4439
"1782",4026
"1783",4225
"1784",3978
"1785",4243
"1786",4771
"1787",4054
"1788",4406
"1789",4433
"1790",4354
"1791",4734
"1792",3691
"1793",4297
"1794",4090
"1795",4544
"1796",4374
"1797",3815
"1798",4214
"1799",4521
"1800",3883
"1801",4317
"1802",4661
"1803",4411
"1804",4083
"1805",4610
"1806",4274
"1807",4123
"1808",4088
"1809",4507
"1810",4731
"1811",3968
"1812",4081
"1813",4559
"1814",4126
"1815",3848
"1816",4482
"1817",4206
"1818",4410
"1819",4210
"1820",4069
"1821",4385
"1822",4385
"1823",4626
"1824",4337
"1825",4279
"1826",3547
"1827",2849
"1828",4499
"1829",4254
"1830",3977
"1831",3752
"1832",4108
"1833",4306
"1834",4477
"1835",4025
"1836",4312
"1837",3934
"1838",3556
"1839",4355
"1840",4001
"1841",4385
"1842",3742
"1843",3612
"1844",3920
"1845",3599
"1846",3820
"1847",4095
"1848",4216
"1849",4010
"1850",4138
"1851",4627
"1852",4463
"1853",3532
"1854",4039
"1855",3943
"1856",3936
"1857",4260
"1858",4132
"1859",4130
"1860",4081
"1861",4625
"1862",4495
"1863",4495
"1864",3904
"1865",3741
"1866",4126
"1867",3533
"1868",3505
"1869",3890
"1870",4157
"1871",4210
"1872",4558
"1873",3945
"1874",4759
"1875",2467
"1876",4247
"1877",4486
"1878",4070
"1879",4409
"1880",3607
"1881",4222
"1882",4024
"1883",4049
"1884",3982
"1885",3688
"1886",4376
"1887",4335
"1888",4260
"1889",3829
"1890",3901
"1891",4257
"1892",3881
"1893",4037
"1894",4049
"1895",4344
"1896",3811
"1897",4092
"1898",4043
"1899",3958
"1900",4918
"1901",4481
"1902",3739
"1903",4244
"1904",3878
"1905",4136
"1906",4189
"1907",3936
"1908",4240
"1909",4298
"1910",4302
"1911",4042
"1912",3886
"1913",4578
"1914",4394
"1915",2436
"1916",3977
"1917",4530
"1918",4165
"1919",4032
"1920",4491
"1921",4482
"1922",4692
"1923",3848
"1924",4016
"1925",4279
"1926",4000
"1927",4321
"1928",3982
"1929",3920
"1930",4478
"1931",4063
"1932",3825
"1933",4019
"1934",3237
"1935",3351
"1936",2855
"1937",3802
"1938",4053
"1939",3877
"1940",4000
"1941",4572
"1942",4021
"1943",4121
"1944",4670
"1945",4141
"1946",4497
"1947",4150
"1948",4036
"1949",3988
"1950",4696
"1951",4333
"1952",4451
"1953",4189
"1954",4554
"1955",4320
"1956",4227
"1957",4368
"1958",3848
"1959",4615
"1960",4373
"1961",4179
"1962",4417
"1963",4562
"1964",3939
"1965",3928
"1966",4247
"1967",4061
"1968",3794
"1969",3972
"1970",3791
"1971",4553
"1972",4120
"1973",4498
"1974",4106
"1975",3984
"1976",4275
"1977",4389
"1978",3773
"1979",4420
"1980",4495
"1981",3896
"1982",4569
"1983",4582
"1984",4386
"1985",4180
"1986",4225
"1987",3992
"1988",3875
"1989",4079
"1990",2824
"1991",3636
"1992",3838
"1993",3383
"1994",3802
"1995",2814
"1996",4013
"1997",4382
"1998",3145
"1999",4942
"2000",4472
"2001",4237
"2002",4157
"2003",4385
"2004",3703
"2005",3922
"2006",4150
"2007",4524
"2008",4054
"2009",3667
"2010",3094
"2011",4342
"2012",3827
"2013",3899
"2014",4735
"2015",4349
"2016",3659
"2017",4031
"2018",4056
"2019",4346
"2020",3649
"2021",4207
"2022",4057
"2023",4020
"2024",3942
"2025",3446
"2026",4083
"2027",4048
"2028",2467
"2029",2717
"2030",4410
"2031",4410
"2032",3601
"2033",4392
"2034",4451
"2035",3915
"2036",4427
"2037",3915
"2038",3498
"2039",4416
"2040",3821
"2041",4071
"2042",3936
"2043",4504
"2044",4551
"2045",2834
"2046",4118
"2047",4185
"2048",3985
"2049",3864
"2050",4151
"2051",3990
"2052",3167
"2053",4381
"2054",4038
"2055",3678
"2056",4404
"2057",3967
"2058",4637
"2059",4401
"2060",4607
"2061",4290
"2062",3879
"2063",4101
"2064",3473
"2065",3842
"2066",4918
"2067",4380
"2068",4090
"2069",4029
"2070",4441
"2071",4488
"2072",3709
"2073",3966
"2074",4154
"2075",3836
"2076",3992
"2077",4564
"2078",3826
"2079",3872
"2080",4172
"2081",4110
"2082",3049
"2083",4058
"2084",4868
"2085",4336
"2086",4721
"2087",4099
"2088",4072
"2089",3483
"2090",4788
"2091",4305
"2092",4048
"2093",4643
"2094",3711
"2095",4817
"2096",4286
"2097",4286
"2098",4686
"2099",4543
"2100",3552
"2101",3552
"2102",4464
"2103",4886
"2104",4109
"2105",4082
"2106",3925
"2107",4059
"2108",4065
"2109",4314
"2110",3722
"2111",3711
"2112",4201
"2113",4121
"2114",4164
"2115",4117
"2116",3779
"2117",4447
"2118",4102
"2119",3854
"2120",3905
"2121",4192
"2122",4530
"2123",4197
"2124",4614
"2125",4488
"2126",3921
"2127",4188
"2128",4397
"2129",3748
"2130",4051
"2131",3871
"2132",4106
"2133",3629
"2134",4144
"2135",4802
"2136",4597
"2137",3597
"2138",4266
"2139",3912
"2140",3996
