"","NDVI2018"
"193",7876
"194",7743
"195",7837
"196",8078
"197",8073
"198",8111
"199",6250
"200",3296
"201",3404
"202",3595
"203",4827
"204",4318
"205",7917
"206",7783
"207",7642
"208",7634
"209",7619
"210",7674
"211",7719
"212",8011
"213",7977
"214",5379
"215",3271
"216",3274
"217",7604
"218",7768
"219",7855
"220",7766
"221",7551
"222",6890
"223",7754
"224",8000
"225",7742
"226",7818
"227",3627
"228",3257
"229",3122
"230",3113
"231",4068
"232",3311
"233",7355
"234",7640
"235",7881
"236",7514
"237",7589
"238",7970
"239",7011
"240",7564
"241",7689
"242",7453
"243",3741
"244",4769
"245",7597
"246",8040
"247",8185
"248",7960
"249",7953
"250",7710
"251",7787
"252",8031
"253",6302
"254",3106
"255",3977
"256",4309
"257",7676
"258",8187
"259",8134
"260",8162
"261",7443
"262",7948
"263",7897
"264",7725
"265",5384
"266",4501
"267",4671
"268",5757
"269",5424
"270",8008
"271",8031
"272",8359
"273",8093
"274",8132
"275",8151
"276",7993
"277",8062
"278",7732
"279",4074
"280",5544
"281",5706
"282",5660
"283",8046
"284",8277
"285",7700
"286",8206
"287",8159
"288",8099
"289",7883
"290",8140
"291",8042
"292",4893
"293",6090
"294",5697
"295",5090
"296",5980
"297",8040
"298",8144
"299",8217
"300",7888
"301",7551
"302",7800
"303",8159
"304",8171
"305",8068
"306",5056
"307",4031
"308",6094
"309",6384
"310",8282
"311",7828
"312",8029
"313",8165
"314",7987
"315",7856
"316",7735
"317",7830
"318",8001
"319",8116
"320",8147
"321",4203
"322",4463
"323",4358
"324",4867
"325",5456
"326",5627
"327",7935
"328",8142
"329",8323
"330",7965
"331",7802
"332",7975
"333",7961
"334",7830
"335",8010
"336",8007
"337",4331
"338",4851
"339",4872
"340",4529
"341",8040
"342",8072
"343",7523
"344",7420
"345",7386
"346",7991
"347",7304
"348",5773
"349",4975
"350",5452
"351",8278
"352",8228
"353",7931
"354",7824
"355",7444
"356",7661
"357",8278
"358",4355
"359",8101
"360",6087
"361",6034
"362",5051
"363",4903
"364",5649
"365",7155
"366",7093
"367",7186
"368",6848
"369",7790
"370",7818
"371",7635
"372",5937
"373",6171
"374",5561
"375",5610
"376",4298
"377",8012
"378",8265
"379",7982
"380",6670
"381",6381
"382",6133
"383",8083
"384",7903
"385",7717
"386",7821
"387",7786
"388",6381
"389",6063
"390",7650
"391",7785
"392",7941
"393",7588
"394",7863
"395",7139
"396",5849
"397",6311
"398",6754
"399",6386
"400",7195
"401",7785
"402",7761
"403",8019
"404",7641
"405",8099
"406",5791
"407",5974
"408",5104
"409",8124
"410",8045
"411",7935
"412",7639
"413",7167
"414",7839
"415",7856
"416",7937
"417",6555
"418",5263
"419",5263
"420",4663
"421",4054
"422",7847
"423",7695
"424",8145
"425",8292
"426",8159
"427",7549
"428",8139
"429",7889
"430",6641
"431",5389
"432",7450
"433",8083
"434",8006
"435",8096
"436",7550
"437",7543
"438",7761
"439",7444
"440",4278
"441",5057
"442",6292
"443",5798
"444",5962
"445",7874
"446",7952
"447",8053
"448",7671
"449",8065
"450",7984
"451",7801
"452",7387
"453",7720
"454",4876
"455",6436
"456",7447
"457",6938
"458",7918
"459",7774
"460",8058
"461",8048
"462",7394
"463",8110
"464",8018
"465",7864
"466",7348
"467",5636
"468",5280
"469",4825
"470",7794
"471",7643
"472",7852
"473",8104
"474",7548
"475",7768
"476",7670
"477",7372
"478",7689
"479",4069
"480",5022
"481",7203
"482",7398
"483",7666
"484",7542
"485",7659
"486",7733
"487",7246
"488",7680
"489",7826
"490",6829
"491",7513
"492",7281
"493",7587
"494",7630
"495",7382
"496",7901
"497",7892
"498",7538
"499",7435
"500",7147
"501",7476
"502",7710
"503",8027
"504",7331
"505",7287
"506",7407
"507",7663
"508",5087
"509",7867
"510",8093
"511",7732
"512",7251
"513",7196
"514",6990
"515",7378
"516",5050
"517",7101
"518",7289
"519",8039
"520",7799
"521",7614
"522",7354
"523",7035
"524",7168
"525",7526
"526",7892
"527",7044
"528",5085
"529",5897
"530",6734
"531",4921
"532",5733
"533",6300
"534",7383
"535",6257
"536",6496
"537",5466
"538",6139
"539",5475
"540",6287
"541",6575
"542",6384
"543",7107
"544",6128
"545",7278
"546",6140
"547",6857
"548",5661
"549",6031
"550",7100
"551",6821
"552",6866
"553",7098
"554",6801
"555",7447
"556",7046
"557",6918
"558",7329
"559",7001
"560",6108
"561",5632
"562",5192
"563",4759
"564",7222
"565",7403
"566",7298
"567",7586
"568",7132
"569",6380
"570",4828
"571",5921
"572",7327
"573",7393
"574",4817
"575",5236
"576",5134
"577",7730
"578",6846
"579",6763
"580",6726
"581",6819
"582",5578
"583",4449
"584",5604
"585",1684
"586",6626
"587",6816
"588",6905
"589",4641
"590",6651
"591",6520
"592",7312
"593",5341
"594",3897
"595",7468
"596",7038
"597",6283
"598",7320
"599",7248
"600",6734
"601",6603
"602",1270
"603",4340
"604",7532
"605",7462
"606",6309
"607",6751
"608",7578
"609",7497
"610",6134
"611",6698
"612",3849
"613",1651
"614",4376
"615",7197
"616",6633
"617",6691
"618",6380
"619",6751
"620",5594
"621",4458
"622",4939
"623",6876
"624",6819
"625",6573
"626",6187
"627",6242
"628",7138
"629",4423
"630",2435
"631",6174
"632",1396
"633",6955
"634",5327
"635",4518
"636",4672
"637",2065
"638",5871
"639",6422
"640",4075
"641",5513
"642",7645
"643",7937
"644",6541
"645",4127
"646",5835
"647",4389
"648",5679
"649",7558
"650",6253
"651",7281
"652",5098
"653",4453
"654",6395
"655",7090
"656",7203
"657",4060
"658",6619
"659",7053
"660",6933
"661",7011
"662",7276
"663",6437
"664",6600
"665",7413
"666",4456
"667",7717
"668",6793
"669",7232
"670",7076
"671",8332
"672",7329
"673",6828
"674",7272
"675",7177
"676",7215
"677",4170
"678",8060
"679",5816
"680",7613
"681",8002
"682",7451
"683",7132
"684",6610
"685",7051
"686",7974
"687",7672
"688",7457
"689",7902
"690",7998
"691",6780
"692",7222
"693",7464
"694",7060
"695",7515
"696",8290
"697",7115
"698",6911
"699",7930
"700",7309
"701",7677
"702",7554
"703",7322
"704",8281
"705",7565
"706",7732
"707",7169
"708",6716
"709",7533
"710",7486
"711",7260
"712",7580
"713",7468
"714",7579
"715",7033
"716",3676
"717",6659
"718",8081
"719",7094
"720",6885
"721",7503
"722",7457
"723",7301
"724",7521
"725",7914
"726",7509
"727",7685
"728",7402
"729",3625
"730",4040
"731",7418
"732",7156
"733",6431
"734",7278
"735",7517
"736",7569
"737",7435
"738",6829
"739",7477
"740",7319
"741",7932
"742",7846
"743",8040
"744",4133
"745",4136
"746",7772
"747",7315
"748",7323
"749",7435
"750",7347
"751",7178
"752",7356
"753",7233
"754",6936
"755",7432
"756",7810
"757",7722
"758",7430
"759",7436
"760",6539
"761",7313
"762",4173
"763",6333
"764",7547
"765",8279
"766",8184
"767",7744
"768",7834
"769",6854
"770",7623
"771",7485
"772",7448
"773",6828
"774",7480
"775",3370
"776",7549
"777",7663
"778",7897
"779",7618
"780",7788
"781",7477
"782",7934
"783",7685
"784",6983
"785",7869
"786",7478
"787",7620
"788",7888
"789",7533
"790",7956
"791",7613
"792",8274
"793",7342
"794",7634
"795",7596
"796",7657
"797",7772
"798",7605
"799",7652
"800",7648
"801",7918
"802",7666
"803",7282
"804",7381
"805",7654
"806",7376
"807",7600
"808",7591
"809",7993
"810",8477
"811",7389
"812",7743
"813",7660
"814",7370
"815",7939
"816",7455
"817",7742
"818",6998
"819",7724
"820",7847
"821",6750
"822",7998
"823",7785
"824",7589
"825",7589
"826",7638
"827",7599
"828",7608
"829",7795
"830",7643
"831",7691
"832",7181
"833",7683
"834",8198
"835",7586
"836",6905
"837",6618
"838",7669
"839",7861
"840",7917
"841",7551
"842",7433
"843",7467
"844",6964
"845",7446
"846",7577
"847",7633
"848",7657
"849",7451
"850",7383
"851",7425
"852",7199
"853",7322
"854",7325
"855",7754
"856",7699
"857",7549
"858",7314
"859",7437
"860",7945
"861",7866
"862",7755
"863",7326
"864",7729
"865",7592
"866",7645
"867",7651
"868",7047
"869",7647
"870",7802
"871",7284
"872",4957
"873",7434
"874",7581
"875",7706
"876",7010
"877",7691
"878",7570
"879",7121
"880",7096
"881",7500
"882",7423
"883",7425
"884",5516
"885",6707
"886",8009
"887",6878
"888",7526
"889",7451
"890",7445
"891",7527
"892",7973
"893",7329
"894",7440
"895",6762
"896",7609
"897",7544
"898",5528
"899",6565
"900",8138
"901",7734
"902",7251
"903",7276
"904",7241
"905",7240
"906",7210
"907",6348
"908",7550
"909",7287
"910",7640
"911",7849
"912",7363
"913",7279
"914",5092
"915",5736
"916",6640
"917",6047
"918",6961
"919",7917
"920",7733
"921",7015
"922",7562
"923",5375
"924",8047
"925",6951
"926",4824
"927",5571
"928",7476
"929",8029
"930",7129
"931",7188
"932",7541
"933",7519
"934",7984
"935",7573
"936",7489
"937",7301
"938",7025
"939",7527
"940",7394
"941",7393
"942",7144
"943",7353
"944",7592
"945",6833
"946",6961
"947",7832
"948",7448
"949",6732
"950",6908
"951",7172
"952",7605
"953",7448
"954",7443
"955",6809
"956",6386
"957",7378
"958",7021
"959",7509
"960",6309
"961",7888
"962",7473
"963",6994
"964",6096
"965",7742
"966",7597
"967",6273
"968",5657
"969",7847
"970",6467
"971",8170
"972",5966
"973",4594
"974",5783
"975",7521
"976",7761
"977",7335
"978",1604
"979",4798
"980",6125
"981",6096
"982",6623
"983",7633
"984",7494
"985",7408
"986",7408
"987",7089
"988",996.5
"989",4131
"990",6558
"991",6583
"992",6979
"993",7167
"994",7406
"995",7577
"996",7625
"997",7234
"998",7054
"999",7364
"1000",5842
"1001",4044
"1002",5824
"1003",7626
"1004",6695
"1005",NA
"1006",8024
"1007",7520
"1008",7692
"1009",7322
"1010",6988
"1011",7183
"1012",6568
"1013",7144
"1014",4562
"1015",6609
"1016",5524
"1017",7478
"1018",5947
"1019",7265
"1020",NA
"1021",7910
"1022",8091
"1023",7867
"1024",7626
"1025",7276
"1026",7327
"1027",7277
"1028",5871
"1029",6877
"1030",7547
"1031",7616
"1032",7130
"1033",7527
"1034",8212
"1035",7951
"1036",7380
"1037",7332
"1038",7201
"1039",7269
"1040",7305
"1041",7401
"1042",5825
"1043",6764
"1044",6505
"1045",6401
"1046",NA
"1047",6827
"1048",7241
"1049",7385
"1050",7570
"1051",7166
"1052",7311
"1053",6163
"1054",6467
"1055",8021
"1056",7896
"1057",7564
"1058",7676
"1059",6568
"1060",7392
"1061",7113
"1062",7171
"1063",7300
"1064",5946
"1065",6578
"1066",6509
"1067",6121
"1068",7118
"1069",7072
"1070",6841
"1071",5478
"1072",5910
"1073",5470
"1074",6216
"1075",7087
"1076",6905
"1077",6890
"1078",7173
"1079",7038
"1080",6191
"1081",6043
"1082",6670
"1083",6736
"1084",6917
"1085",7157
"1086",6893
"1087",7647
"1088",7075
"1089",7037
"1090",5981
"1091",7040
"1092",7968
"1093",7590
"1094",6285
"1095",5704
"1096",7271
"1097",7053
"1098",7831
"1099",6929
"1100",7335
"1101",7226
"1102",5893
"1103",7511
"1104",6777
"1105",6994
"1106",5755
"1107",7414
"1108",6588
"1109",6486
"1110",7925
"1111",7765
"1112",7511
"1113",7961
"1114",6275
"1115",6633
"1116",7908
"1117",6633
"1118",7258
"1119",7403
"1120",5645
"1121",6767
"1122",7500
"1123",7766
"1124",6409
"1125",7658
"1126",6150
"1127",7496
"1128",8087
"1129",6941
"1130",7265
"1131",7427
"1132",6841
"1133",7420
"1134",6387
"1135",7293
"1136",7536
"1137",7774
"1138",7117
"1139",7047
"1140",7679
"1141",7593
"1142",7064
"1143",6939
"1144",5855
"1145",6837
"1146",5634
"1147",6707
"1148",8161
"1149",7120
"1150",7054
"1151",4943
"1152",7885
"1153",5562
"1154",6902
"1155",7220
"1156",6952
"1157",7341
"1158",7206
"1159",6372
"1160",6421
"1161",6395
"1162",5618
"1163",7278
"1164",5407
"1165",6873
"1166",6966
"1167",7973
"1168",7252
"1169",7183
"1170",7490
"1171",7373
"1172",6899
"1173",7277
"1174",7742
"1175",7169
"1176",7977
"1177",7692
"1178",7105
"1179",6283
"1180",7971
"1181",4884
"1182",8013
"1183",6961
"1184",7789
"1185",8519
"1186",7210
"1187",5860
"1188",6499
"1189",7360
"1190",8112
"1191",7769
"1192",7992
"1193",7989
"1194",7758
"1195",6506
"1196",7772
"1197",8112
"1198",5645
"1199",8416
"1200",5448
"1201",8247
"1202",8288
"1203",7853
"1204",8017
"1205",7456
"1206",7844
"1207",7809
"1208",8206
"1209",8026
"1210",7941
"1211",7848
"1212",7516
"1213",8014
"1214",7970
"1215",7467
"1216",6614
"1217",7768
"1218",7764
"1219",7802
"1220",6565
"1221",7776
"1222",7672
"1223",8017
"1224",8051
"1225",6183
"1226",8080
"1227",7587
"1228",7799
"1229",7581
"1230",7177
"1231",7977
"1232",6861
"1233",7902
"1234",7387
"1235",7816
"1236",8036
"1237",7711
"1238",7896
"1239",7230
"1240",7469
"1241",6483
"1242",8185
"1243",7981
"1244",6078
"1245",5521
"1246",6724
"1247",6618
"1248",6252
"1249",7052
"1250",7924
"1251",5857
"1252",6532
"1253",7999
"1254",5260
"1255",7502
"1256",8201
"1257",7056
"1258",7834
"1259",7931
"1260",7473
"1261",7172
"1262",7042
"1263",7141
"1264",7602
"1265",5997
"1266",7652
"1267",6324
"1268",6262
"1269",7314
"1270",7144
"1271",5873
"1272",5056
"1273",7943
"1274",6703
"1275",6470
"1276",6973
"1277",6612
"1278",6793
"1279",6907
"1280",6379
"1281",4429
"1282",7135
"1283",6945
"1284",7537
"1285",7432
"1286",6975
"1287",6665
"1288",6703
"1289",5856
"1290",5672
"1291",7889
"1292",6789
"1293",6943
"1294",6202
"1295",8124
"1296",7539
"1297",6697
"1298",8115
"1299",6088
"1300",5362
"1301",7977
"1302",7697
"1303",5979
"1304",6599
"1305",7234
"1306",7433
"1307",8244
"1308",6501
"1309",6954
"1310",8018
"1311",7899
"1312",6482
"1313",7033
"1314",2705
"1315",7513
"1316",7844
"1317",6112
"1318",5848
"1319",1617
"1320",8286
"1321",8099
"1322",8030
"1323",6068
"1324",5692
"1325",5382
"1326",5408
"1327",1603
"1328",6644
"1329",8251
"1330",7327
"1331",8072
"1332",5978
"1333",5980
"1334",2771
"1335",7557
"1336",7983
"1337",8001
"1338",6324
"1339",6338
"1340",3981
"1341",8070
"1342",7697
"1343",5490
"1344",4630
"1345",6541
"1346",5165
"1347",7354
"1348",7537
"1349",7629
"1350",6435
"1351",5855
"1352",4800
"1353",6146
"1354",7183
"1355",5387
"1356",4478
"1357",7249
"1358",7016
"1359",5370
"1360",3361
"1361",6729
"1362",8161
"1363",7284
"1364",7034
"1365",6215
"1366",7093
"1367",6673
"1368",6386
"1369",8091
"1370",8238
"1371",6804
"1372",7342
"1373",7449
"1374",1274
"1375",6483
"1376",7481
"1377",8024
"1378",7144
"1379",8077
"1380",7867
"1381",8097
"1382",6702
"1383",6970
"1384",8622
"1385",8250
"1386",7711
"1387",7628
"1388",7477
"1389",7267
"1390",8454
"1391",8016
"1392",7679
"1393",7774
"1394",6897
"1395",6449
"1396",6650
"1397",8072
"1398",7756
"1399",7877
"1400",7977
"1401",6676
"1402",6315
"1403",5416
"1404",6437
"1405",8695
"1406",8308
"1407",7911
"1408",6303
"1409",5646
"1410",6657
"1411",5453
"1412",5424
"1413",8718
"1414",8716
"1415",8784
"1416",7950
"1417",6187
"1418",6803
"1419",6122
"1420",5205
"1421",4869
"1422",6338
"1423",6727
"1424",8856
"1425",8700
"1426",8522
"1427",8076
"1428",8156
"1429",8217
"1430",6695
"1431",6602
"1432",6241
"1433",6222
"1434",7798
"1435",5919
"1436",7000
"1437",5757
"1438",8179
"1439",8237
"1440",7769
"1441",7321
"1442",8642
"1443",8307
"1444",8591
"1445",7625
"1446",7627
"1447",8253
"1448",8075
"1449",7922
"1450",5785
"1451",8657
"1452",6327
"1453",5574
"1454",6376
"1455",8151
"1456",7073
"1457",8631
"1458",8320
"1459",8383
"1460",8534
"1461",8564
"1462",7600
"1463",7636
"1464",8351
"1465",5874
"1466",6906
"1467",8083
"1468",7913
"1469",6906
"1470",5488
"1471",7913
"1472",5330
"1473",7342
"1474",7917
"1475",8355
"1476",5773
"1477",8206
"1478",8355
"1479",5337
"1480",7256
"1481",8675
"1482",8463
"1483",8548
"1484",4788
"1485",7361
"1486",5672
"1487",8447
"1488",7595
"1489",7631
"1490",7444
"1491",7121
"1492",8090
"1493",8306
"1494",8087
"1495",4905
"1496",5893
"1497",8309
"1498",8741
"1499",8712
"1500",8564
"1501",8336
"1502",8502
"1503",8105
"1504",8459
"1505",7591
"1506",5980
"1507",8131
"1508",7401
"1509",7962
"1510",7401
"1511",7800
"1512",6880
"1513",8389
"1514",8020
"1515",7488
"1516",7529
"1517",7400
"1518",7800
"1519",8566
"1520",8618
"1521",8548
"1522",7348
"1523",5863
"1524",6972
"1525",8112
"1526",5716
"1527",7900
"1528",7279
"1529",7961
"1530",8273
"1531",7380
"1532",7518
"1533",7961
"1534",3820
"1535",8560
"1536",8629
"1537",8103
"1538",7240
"1539",7517
"1540",7298
"1541",7094
"1542",7756
"1543",8110
"1544",8002
"1545",6895
"1546",8316
"1547",8012
"1548",7783
"1549",8810
"1550",8779
"1551",8084
"1552",7958
"1553",7033
"1554",7442
"1555",7092
"1556",6760
"1557",7418
"1558",7794
"1559",7744
"1560",7897
"1561",7227
"1562",7935
"1563",7766
"1564",8361
"1565",7712
"1566",7041
"1567",8764
"1568",8704
"1569",8784
"1570",3950
"1571",7065
"1572",8284
"1573",8563
"1574",7804
"1575",8563
"1576",7865
"1577",8011
"1578",5107
"1579",8151
"1580",8034
"1581",8755
"1582",8724
"1583",8646
"1584",8588
"1585",7363
"1586",6053
"1587",8197
"1588",8631
"1589",3666
"1590",6385
"1591",7182
"1592",8284
"1593",7999
"1594",8454
"1595",8760
"1596",8668
"1597",5109
"1598",8286
"1599",8526
"1600",8261
"1601",6922
"1602",7912
"1603",7520
"1604",5808
"1605",7646
"1606",8221
"1607",7483
"1608",6247
"1609",7530
"1610",8740
"1611",8502
"1612",8426
"1613",8575
"1614",5108
"1615",6790
"1616",5455
"1617",8297
"1618",8411
"1619",6496
"1620",6627
"1621",8427
"1622",8637
"1623",8732
"1624",8728
"1625",8592
"1626",8445
"1627",6876
"1628",5769
"1629",6934
"1630",8342
"1631",5706
"1632",8436
"1633",8325
"1634",7518
"1635",8459
"1636",8664
"1637",8714
"1638",8808
"1639",8539
"1640",7997
"1641",7136
"1642",7624
"1643",5799
"1644",8360
"1645",8406
"1646",6362
"1647",8541
"1648",8202
"1649",7660
"1650",6187
"1651",5158
"1652",8563
"1653",8421
"1654",8643
"1655",8728
"1656",8644
"1657",7088
"1658",8497
"1659",7097
"1660",4369
"1661",8581
"1662",8797
"1663",8094
"1664",7115
"1665",8474
"1666",8576
"1667",6870
"1668",7153
"1669",6515
"1670",7043
"1671",5987
"1672",8512
"1673",6121
"1674",8455
"1675",8381
"1676",8478
"1677",8673
"1678",8675
"1679",8512
"1680",8651
"1681",8224
"1682",8434
"1683",8526
"1684",8320
"1685",7056
"1686",7065
"1687",5321
"1688",7290
"1689",8450
"1690",7490
"1691",7580
"1692",8355
"1693",8499
"1694",8144
"1695",8509
"1696",7055
"1697",8335
"1698",8303
"1699",8275
"1700",6952
"1701",7595
"1702",7455
"1703",8578
"1704",8314
"1705",8316
"1706",7336
"1707",8608
"1708",8002
"1709",8440
"1710",8595
"1711",8500
"1712",8706
"1713",8397
"1714",8085
"1715",7259
"1716",8342
"1717",7454
"1718",6515
"1719",6993
"1720",6487
"1721",8467
"1722",8053
"1723",8488
"1724",8804
"1725",7456
"1726",7159
"1727",8541
"1728",6714
"1729",8300
"1730",8406
"1731",6861
"1732",7011
"1733",7793
"1734",6581
"1735",7251
"1736",7928
"1737",6692
"1738",7722
"1739",8379
"1740",8251
"1741",7948
"1742",7842
"1743",8211
"1744",6824
"1745",8291
"1746",6521
"1747",8306
"1748",8111
"1749",5973
"1750",8097
"1751",8081
"1752",8377
"1753",7856
"1754",8641
"1755",8479
"1756",8463
"1757",8140
"1758",5674
"1759",7439
"1760",8061
"1761",7084
"1762",3488
"1763",5795
"1764",7227
"1765",8251
"1766",8033
"1767",8060
"1768",7974
"1769",7887
"1770",8053
"1771",7991
"1772",8032
"1773",7661
"1774",7917
"1775",8053
"1776",8497
"1777",6947
"1778",6841
"1779",8280
"1780",7590
"1781",7550
"1782",5896
"1783",8280
"1784",7590
"1785",7806
"1786",8404
"1787",8175
"1788",8084
"1789",8385
"1790",8267
"1791",7843
"1792",7971
"1793",8229
"1794",8009
"1795",8427
"1796",6832
"1797",8044
"1798",7730
"1799",5904
"1800",7306
"1801",5146
"1802",5803
"1803",8066
"1804",7815
"1805",6467
"1806",8057
"1807",8304
"1808",8308
"1809",8456
"1810",8234
"1811",7791
"1812",8338
"1813",8272
"1814",6767
"1815",6620
"1816",7867
"1817",5861
"1818",6963
"1819",8528
"1820",8417
"1821",7721
"1822",7721
"1823",8271
"1824",8517
"1825",6932
"1826",8129
"1827",4037
"1828",8378
"1829",8190
"1830",8065
"1831",8370
"1832",8503
"1833",8412
"1834",6513
"1835",5549
"1836",5455
"1837",6461
"1838",8210
"1839",8473
"1840",3858
"1841",8421
"1842",8061
"1843",8231
"1844",8322
"1845",8624
"1846",8409
"1847",8152
"1848",6912
"1849",8533
"1850",7324
"1851",8266
"1852",8035
"1853",7233
"1854",8358
"1855",3933
"1856",7077
"1857",8090
"1858",6133
"1859",8408
"1860",8224
"1861",8031
"1862",8499
"1863",8499
"1864",8173
"1865",7809
"1866",8244
"1867",7287
"1868",8049
"1869",7004
"1870",6035
"1871",6012
"1872",7349
"1873",8458
"1874",7596
"1875",7127
"1876",7988
"1877",7973
"1878",4995
"1879",8157
"1880",8361
"1881",8566
"1882",8453
"1883",8363
"1884",6492
"1885",4818
"1886",8313
"1887",8481
"1888",8373
"1889",8359
"1890",7913
"1891",8444
"1892",8416
"1893",7851
"1894",8527
"1895",8420
"1896",8358
"1897",8485
"1898",8566
"1899",5770
"1900",5723
"1901",8251
"1902",8183
"1903",8565
"1904",6675
"1905",5369
"1906",6423
"1907",8376
"1908",8242
"1909",8317
"1910",8145
"1911",8237
"1912",8428
"1913",8389
"1914",5172
"1915",8286
"1916",8030
"1917",8316
"1918",8217
"1919",8364
"1920",8330
"1921",8488
"1922",6274
"1923",7394
"1924",7143
"1925",8199
"1926",8421
"1927",8509
"1928",8451
"1929",8472
"1930",8433
"1931",6415
"1932",6633
"1933",7293
"1934",8103
"1935",7460
"1936",6258
"1937",8156
"1938",8240
"1939",8347
"1940",8449
"1941",8206
"1942",8424
"1943",8062
"1944",8520
"1945",8131
"1946",8244
"1947",7286
"1948",7819
"1949",8418
"1950",7722
"1951",8092
"1952",8360
"1953",8439
"1954",8340
"1955",8289
"1956",8515
"1957",8635
"1958",7241
"1959",8490
"1960",8456
"1961",8363
"1962",8262
"1963",8170
"1964",8423
"1965",8402
"1966",6072
"1967",3118
"1968",7163
"1969",5555
"1970",8173
"1971",8298
"1972",7996
"1973",8281
"1974",8313
"1975",8098
"1976",8274
"1977",8356
"1978",8554
"1979",8224
"1980",7618
"1981",8044
"1982",8045
"1983",8129
"1984",8073
"1985",8152
"1986",6564
"1987",5886
"1988",7488
"1989",5817
"1990",6921
"1991",7605
"1992",7210
"1993",8622
"1994",8111
"1995",8431
"1996",5182
"1997",8046
"1998",6441
"1999",6509
"2000",8069
"2001",8089
"2002",8225
"2003",6335
"2004",3812
"2005",8305
"2006",8127
"2007",6686
"2008",5393
"2009",5156
"2010",7225
"2011",6339
"2012",5614
"2013",6771
"2014",7634
"2015",8216
"2016",6427
"2017",4375
"2018",8354
"2019",8410
"2020",6928
"2021",6548
"2022",8257
"2023",6747
"2024",5778
"2025",7267
"2026",6202
"2027",7003
"2028",5331
"2029",6375
"2030",8252
"2031",8252
"2032",8448
"2033",8466
"2034",6860
"2035",8196
"2036",7919
"2037",8196
"2038",5652
"2039",8073
"2040",8344
"2041",7966
"2042",8259
"2043",6160
"2044",6675
"2045",6857
"2046",6358
"2047",6312
"2048",5715
"2049",6798
"2050",5233
"2051",5518
"2052",7443
"2053",7109
"2054",5739
"2055",6007
"2056",8154
"2057",8258
"2058",6303
"2059",6385
"2060",7261
"2061",8561
"2062",8083
"2063",8483
"2064",6710
"2065",8097
"2066",6437
"2067",7897
"2068",6703
"2069",6947
"2070",8224
"2071",8409
"2072",6380
"2073",6187
"2074",8384
"2075",8499
"2076",8403
"2077",6005
"2078",5082
"2079",6822
"2080",4991
"2081",6420
"2082",7082
"2083",8278
"2084",7542
"2085",6148
"2086",6159
"2087",6445
"2088",6356
"2089",8500
"2090",6548
"2091",6244
"2092",5061
"2093",7866
"2094",7859
"2095",6149
"2096",8741
"2097",8741
"2098",8190
"2099",7113
"2100",8397
"2101",8397
"2102",8261
"2103",6515
"2104",6902
"2105",5287
"2106",6232
"2107",7153
"2108",4527
"2109",6777
"2110",4859
"2111",6387
"2112",7087
"2113",6573
"2114",6947
"2115",7256
"2116",8188
"2117",8188
"2118",6718
"2119",6789
"2120",8227
"2121",6612
"2122",6236
"2123",7900
"2124",7638
"2125",7716
"2126",8195
"2127",6821
"2128",8235
"2129",5874
"2130",5643
"2131",7103
"2132",5639
"2133",1814
"2134",8449
"2135",7793
"2136",7455
"2137",6315
"2138",5993
"2139",6584
