"","NDVI2011"
"853",8556
"854",8235
"855",7594
"856",7222
"857",8663
"858",8667
"859",8044
"860",7543
"861",7251
"862",6497
"863",7416
"864",8646
"865",8738
"866",8695
"867",8477
"868",7615
"869",7208
"870",7485
"871",8419
"872",8612
"873",8761
"874",8634
"875",8239
"876",8211
"877",8177
"878",8166
"879",8538
"880",8415
"881",8444
"882",8273
"883",7514
"884",8768
"885",8698
"886",8695
"887",8605
"888",8402
"889",8443
"890",8267
"891",7681
"892",8186
"893",7597
"894",7166
"895",8822
"896",8826
"897",7723
"898",8825
"899",8784
"900",8189
"901",7891
"902",7300
"903",7312
"904",8542
"905",8570
"906",8661
"907",8613
"908",8425
"909",8542
"910",8082
"911",8018
"912",7468
"913",7573
"914",8748
"915",8478
"916",7167
"917",8843
"918",8711
"919",8413
"920",7594
"921",8047
"922",6945
"923",8799
"924",8604
"925",8269
"926",8755
"927",8786
"928",8569
"929",8558
"930",7466
"931",7844
"932",8271
"933",7761
"934",8393
"935",7705
"936",7890
"937",7672
"938",7354
"939",7782
"940",7745
"941",7729
"942",8740
"943",8011
"944",7703
"945",6818
"946",8842
"947",7922
"948",6686
"949",7447
"950",8795
"951",8712
"952",7423
"953",8847
"954",8563
"955",8253
"956",8341
"957",8898
"958",8596
"959",7365
"960",6821
"961",8682
"962",8780
"963",8512
"964",8639
"965",8528
"966",8867
"967",8865
"968",8419
"969",6065
"970",6235
"971",8530
"972",8653
"973",8812
"974",8569
"975",8405
"976",8479
"977",8633
"978",8608
"979",8328
"980",7827
"981",7877
"982",8271
"983",7787
"984",8020
"985",8051
"986",8196
"987",8550
"988",8452
"989",7937
"990",8103
"991",7342
"992",8026
"993",8148
"994",6204
"995",7339
"996",8289
"997",8544
"998",8286
"999",8163
"1000",8477
"1001",8384
"1002",8257
"1003",7136
"1004",7788
"1005",NA
"1006",8288
"1007",8321
"1008",8173
"1009",8306
"1010",7666
"1011",7478
"1012",7130
"1013",8431
"1014",7967
"1015",8202
"1016",7341
"1017",7757
"1018",6708
"1019",6999
"1020",NA
"1021",7940
"1022",8293
"1023",7767
"1024",7202
"1025",7210
"1026",7748
"1027",8328
"1028",8346
"1029",8134
"1030",6823
"1031",7611
"1032",6903
"1033",7915
"1034",8033
"1035",7549
"1036",7353
"1037",7412
"1038",7531
"1039",7235
"1040",7775
"1041",7391
"1042",7883
"1043",8291
"1044",8108
"1045",7457
"1046",NA
"1047",8011
"1048",7765
"1049",7162
"1050",7366
"1051",7787
"1052",8026
"1053",8010
"1054",8235
"1055",7677
"1056",7890
"1057",7881
"1058",7773
"1059",7876
"1060",7566
"1061",7414
"1062",7823
"1063",7944
"1064",7392
"1065",7933
"1066",7183
"1067",7652
"1068",7584
"1069",7833
"1070",8046
"1071",7792
"1072",7860
"1073",7839
"1074",7864
"1075",7636
"1076",7932
"1077",7920
"1078",8221
"1079",8278
"1080",7715
"1081",6800
"1082",7601
"1083",7738
"1084",7796
"1085",8128
"1086",6900
"1087",6684
"1088",6626
"1089",7222
"1090",7491
"1091",7182
"1092",7020
"1093",7667
"1094",7842
"1095",7971
"1096",6675
"1097",6853
"1098",7712
"1099",7450
"1100",7072
"1101",7606
"1102",8263
"1103",7726
"1104",6797
"1105",7231
"1106",7097
"1107",6564
"1108",6435
"1109",6723
"1110",6996
"1111",7489
"1112",7938
"1113",6868
"1114",7587
"1115",6871
"1116",7250
"1117",7115
"1118",6916
"1119",7535
"1120",7458
"1121",7159
"1122",6949
"1123",7830
"1124",7278
"1125",7172
"1126",6752
"1127",6957
"1128",7370
"1129",7351
"1130",7798
"1131",7457
"1132",7595
"1133",7384
"1134",7712
"1135",7066
"1136",7939
"1137",7183
"1138",7423
"1139",7833
"1140",7172
"1141",8037
"1142",6665
"1143",7301
"1144",7999
"1145",7477
"1146",7192
"1147",7117
"1148",7614
"1149",7512
"1150",7520
"1151",7716
"1152",6964
"1153",7322
"1154",7174
"1155",7254
"1156",7832
"1157",7917
"1158",7591
"1159",7279
"1160",7318
"1161",7549
"1162",7356
"1163",7910
"1164",7963
"1165",7716
"1166",7653
"1167",7595
"1168",7738
"1169",7263
"1170",7169
"1171",7367
"1172",6037
"1173",7138
"1174",7362
"1175",7108
"1176",7701
"1177",7401
"1178",7737
"1179",8208
"1180",8097
"1181",7224
"1182",7802
"1183",7183
"1184",6550
"1185",7740
"1186",7277
"1187",6924
"1188",7616
"1189",7244
"1190",7141
"1191",7459
"1192",6354
"1193",7107
"1194",7553
"1195",6641
"1196",6965
"1197",7620
"1198",7362
"1199",7517
"1200",7277
"1201",5302
"1202",6671
"1203",7142
"1204",6839
"1205",6927
"1206",6851
"1207",6413
"1208",5864
"1209",5456
"1210",6437
"1211",7115
"1212",7276
"1213",6559
"1214",6640
"1215",6199
"1216",7806
"1217",6642
"1218",6522
"1219",7411
"1220",7348
"1221",7435
"1222",6596
"1223",7007
"1224",7182
"1225",5488
"1226",7343
"1227",7128
"1228",7308
"1229",6633
"1230",7627
"1231",6773
"1232",7648
"1233",7152
"1234",6523
"1235",7002
"1236",7053
"1237",7332
"1238",6700
"1239",7081
"1240",7213
"1241",6840
"1242",7040
"1243",6589
"1244",7107
"1245",7434
"1246",6661
"1247",7234
"1248",6833
"1249",6421
"1250",7268
"1251",6979
"1252",7021
"1253",5996
"1254",5996
"1255",6016
"1256",6429
"1257",6459
"1258",5609
"1259",6459
"1260",6632
"1261",5397
"1262",6892
"1263",6367
"1264",7200
"1265",6453
"1266",5216
"1267",6165
"1268",7100
"1269",7382
"1270",7385
"1271",7050
"1272",7162
"1273",7365
"1274",7051
"1275",7056
"1276",6006
"1277",7313
"1278",6919
"1279",6773
"1280",7314
"1281",7320
"1282",5552
"1283",7324
"1284",6688
"1285",7119
"1286",6540
"1287",7466
"1288",7331
"1289",7265
"1290",7106
"1291",5911
"1292",7271
"1293",7743
"1294",6911
"1295",6010
"1296",6120
"1297",7135
"1298",6634
"1299",7416
"1300",7540
"1301",6816
"1302",6225
"1303",6919
"1304",7227
"1305",6757
"1306",6757
"1307",7235
"1308",6825
"1309",6090
"1310",5923
"1311",7004
"1312",7127
"1313",6005
"1314",7157
"1315",6846
"1316",6640
"1317",7410
"1318",6615
"1319",7095
"1320",6696
"1321",6129
"1322",7188
"1323",6469
"1324",6401
"1325",7434
"1326",7545
"1327",7311
"1328",7718
"1329",6062
"1330",7014
"1331",7397
"1332",6599
"1333",7597
"1334",7017
"1335",6711
"1336",7257
"1337",7386
"1338",7224
"1339",7039
"1340",6966
"1341",6798
"1342",6952
"1343",5893
"1344",6553
"1345",7358
"1346",7019
"1347",7326
"1348",7689
"1349",7465
"1350",7724
"1351",7143
"1352",7314
"1353",7701
"1354",7832
"1355",6791
"1356",6596
"1357",7621
"1358",7403
"1359",7397
"1360",6420
"1361",7631
"1362",8175
"1363",7691
"1364",8151
"1365",7903
"1366",7691
"1367",7111
"1368",7104
"1369",8127
"1370",8115
"1371",7985
"1372",8050
"1373",7680
"1374",7847
"1375",6955
"1376",7652
"1377",7774
"1378",7530
"1379",7378
"1380",7590
"1381",7206
"1382",6502
"1383",7706
"1384",7400
"1385",7532
"1386",7287
"1387",6522
"1388",7536
"1389",6743
"1390",7494
"1391",6895
"1392",7598
"1393",6456
"1394",7825
"1395",6797
"1396",7391
"1397",7447
"1398",7204
"1399",7543
"1400",6709
"1401",8162
"1402",7651
"1403",8027
"1404",8250
"1405",7736
"1406",7446
"1407",7304
"1408",7456
"1409",7522
"1410",7921
"1411",8268
"1412",8181
"1413",7678
"1414",7166
"1415",7725
"1416",6564
"1417",7806
"1418",8237
"1419",7762
"1420",7642
"1421",6805
"1422",8216
"1423",7190
"1424",7654
"1425",7332
"1426",7145
"1427",6026
"1428",6927
"1429",7818
"1430",8010
"1431",8131
"1432",8300
"1433",7515
"1434",7563
"1435",8157
"1436",7881
"1437",7930
"1438",6636
"1439",7538
"1440",7255
"1441",7195
"1442",7645
"1443",7257
"1444",7403
"1445",7802
"1446",7985
"1447",7371
"1448",7106
"1449",7939
"1450",7860
"1451",7627
"1452",8069
"1453",7572
"1454",7879
"1455",7155
"1456",7041
"1457",7121
"1458",7523
"1459",7139
"1460",6382
"1461",7344
"1462",8087
"1463",7686
"1464",6620
"1465",7623
"1466",7841
"1467",7067
"1468",7622
"1469",7841
"1470",7960
"1471",7622
"1472",8086
"1473",7582
"1474",7591
"1475",6871
"1476",7244
"1477",7705
"1478",6871
"1479",7890
"1480",7588
"1481",7584
"1482",7303
"1483",6436
"1484",7267
"1485",7875
"1486",7851
"1487",6377
"1488",7269
"1489",7303
"1490",7858
"1491",8201
"1492",7640
"1493",7797
"1494",6936
"1495",7110
"1496",8211
"1497",6702
"1498",7653
"1499",7138
"1500",7272
"1501",6436
"1502",6173
"1503",7672
"1504",7757
"1505",7805
"1506",7887
"1507",7730
"1508",8124
"1509",7961
"1510",8124
"1511",7817
"1512",7758
"1513",6613
"1514",6504
"1515",7048
"1516",6501
"1517",7508
"1518",7817
"1519",7219
"1520",7121
"1521",6402
"1522",7684
"1523",7929
"1524",7993
"1525",6895
"1526",7839
"1527",7888
"1528",7997
"1529",8166
"1530",8085
"1531",7902
"1532",7898
"1533",8166
"1534",6788
"1535",7686
"1536",6661
"1537",6324
"1538",7452
"1539",8007
"1540",8047
"1541",7713
"1542",8544
"1543",6640
"1544",7417
"1545",8082
"1546",8009
"1547",7991
"1548",7658
"1549",7695
"1550",7741
"1551",7573
"1552",7045
"1553",7156
"1554",7835
"1555",7490
"1556",7361
"1557",7299
"1558",7898
"1559",8037
"1560",8118
"1561",7832
"1562",6386
"1563",8080
"1564",8077
"1565",7730
"1566",7390
"1567",7032
"1568",8067
"1569",6668
"1570",7095
"1571",7512
"1572",7914
"1573",7975
"1574",7815
"1575",7975
"1576",7788
"1577",6981
"1578",7309
"1579",8070
"1580",7918
"1581",7684
"1582",7858
"1583",7864
"1584",7806
"1585",7095
"1586",7611
"1587",7870
"1588",7999
"1589",6822
"1590",8211
"1591",7500
"1592",7876
"1593",8064
"1594",7950
"1595",7902
"1596",7509
"1597",7275
"1598",7860
"1599",8082
"1600",7960
"1601",6710
"1602",8118
"1603",7588
"1604",7901
"1605",7380
"1606",7915
"1607",6660
"1608",6204
"1609",7817
"1610",6930
"1611",7591
"1612",7820
"1613",7349
"1614",7555
"1615",7940
"1616",8336
"1617",8202
"1618",8057
"1619",6334
"1620",8215
"1621",8087
"1622",7682
"1623",7608
"1624",7225
"1625",7528
"1626",7559
"1627",5301
"1628",7540
"1629",7015
"1630",8031
"1631",7986
"1632",8271
"1633",7369
"1634",7805
"1635",7840
"1636",7698
"1637",8018
"1638",7428
"1639",6477
"1640",6986
"1641",7748
"1642",7368
"1643",8003
"1644",7339
"1645",7440
"1646",7143
"1647",7966
"1648",7956
"1649",7407
"1650",7489
"1651",7783
"1652",8019
"1653",7835
"1654",7803
"1655",7675
"1656",7591
"1657",7257
"1658",7082
"1659",7625
"1660",8001
"1661",7242
"1662",7826
"1663",7421
"1664",7242
"1665",7258
"1666",7478
"1667",7181
"1668",8135
"1669",7708
"1670",7356
"1671",6876
"1672",8166
"1673",6761
"1674",6222
"1675",8102
"1676",8250
"1677",7870
"1678",7098
"1679",8166
"1680",7935
"1681",7805
"1682",7889
"1683",7876
"1684",7798
"1685",8100
"1686",7165
"1687",7552
"1688",6820
"1689",7920
"1690",8256
"1691",8140
"1692",8168
"1693",8064
"1694",7093
"1695",7971
"1696",7449
"1697",6733
"1698",8284
"1699",6852
"1700",8019
"1701",7912
"1702",6646
"1703",8187
"1704",7565
"1705",6886
"1706",7693
"1707",7913
"1708",7362
"1709",7432
"1710",7087
"1711",7999
"1712",8036
"1713",6842
"1714",7283
"1715",7183
"1716",7742
"1717",7883
"1718",7831
"1719",7590
"1720",7900
"1721",7298
"1722",6923
"1723",7522
"1724",8074
"1725",7434
"1726",7439
"1727",7962
"1728",7680
"1729",7515
"1730",6648
"1731",8132
"1732",7180
"1733",6793
"1734",7265
"1735",7335
"1736",6955
"1737",6938
"1738",8095
"1739",8034
"1740",8056
"1741",7298
"1742",6790
"1743",8139
"1744",7432
"1745",7010
"1746",6647
"1747",7621
"1748",7343
"1749",8225
"1750",6911
"1751",6245
"1752",6567
"1753",7471
"1754",7879
"1755",6724
"1756",7158
"1757",7983
"1758",6918
"1759",6960
"1760",7623
"1761",7749
"1762",2707
"1763",7062
"1764",7044
"1765",8029
"1766",6623
"1767",7912
"1768",7341
"1769",7594
"1770",7540
"1771",7912
"1772",7653
"1773",7424
"1774",6443
"1775",7540
"1776",7799
"1777",7885
"1778",6831
"1779",7453
"1780",6404
"1781",7359
"1782",6989
"1783",7453
"1784",6404
"1785",6998
"1786",8030
"1787",7472
"1788",7537
"1789",7575
"1790",6728
"1791",7516
"1792",7131
"1793",7373
"1794",7334
"1795",6507
"1796",7891
"1797",7819
"1798",7279
"1799",6890
"1800",7658
"1801",6075
"1802",7851
"1803",7560
"1804",7408
"1805",8054
"1806",7251
"1807",7572
"1808",7306
"1809",6655
"1810",5900
"1811",7858
"1812",7371
"1813",6662
"1814",7880
"1815",7574
"1816",8264
"1817",7816
"1818",8210
"1819",7519
"1820",7433
"1821",8100
"1822",8100
"1823",8062
"1824",7254
"1825",7597
"1826",7336
"1827",5115
"1828",7128
"1829",7739
"1830",7536
"1831",6330
"1832",7169
"1833",6865
"1834",8139
"1835",7929
"1836",7750
"1837",7431
"1838",7265
"1839",7901
"1840",7975
"1841",7689
"1842",7721
"1843",6778
"1844",7308
"1845",7442
"1846",6558
"1847",7168
"1848",8149
"1849",7232
"1850",8003
"1851",7415
"1852",7545
"1853",5835
"1854",7268
"1855",7155
"1856",7921
"1857",8065
"1858",6995
"1859",7730
"1860",7736
"1861",7792
"1862",7340
"1863",7340
"1864",7466
"1865",7619
"1866",7207
"1867",7948
"1868",7264
"1869",8000
"1870",7659
"1871",6984
"1872",7592
"1873",7608
"1874",8025
"1875",4771
"1876",7646
"1877",7096
"1878",6803
"1879",7018
"1880",6545
"1881",7131
"1882",7332
"1883",6642
"1884",7791
"1885",7226
"1886",6291
"1887",7180
"1888",6972
"1889",6346
"1890",7879
"1891",7332
"1892",7989
"1893",8122
"1894",6958
"1895",6802
"1896",7682
"1897",7533
"1898",7632
"1899",5873
"1900",7803
"1901",7790
"1902",7982
"1903",7455
"1904",7699
"1905",6916
"1906",7623
"1907",7763
"1908",7127
"1909",6295
"1910",7226
"1911",7494
"1912",6593
"1913",8018
"1914",6132
"1915",4306
"1916",7861
"1917",7827
"1918",7817
"1919",7193
"1920",7251
"1921",6777
"1922",6818
"1923",7347
"1924",7605
"1925",7406
"1926",7302
"1927",7342
"1928",6714
"1929",6659
"1930",6897
"1931",6742
"1932",7153
"1933",7452
"1934",4958
"1935",5227
"1936",5800
"1937",7728
"1938",7549
"1939",6517
"1940",6734
"1941",7197
"1942",7272
"1943",6769
"1944",7297
"1945",7262
"1946",7789
"1947",7740
"1948",6498
"1949",7716
"1950",7409
"1951",6856
"1952",7646
"1953",7232
"1954",7234
"1955",7432
"1956",7736
"1957",7223
"1958",6161
"1959",7337
"1960",7242
"1961",7099
"1962",7317
"1963",7677
"1964",7281
"1965",7916
"1966",7209
"1967",6830
"1968",6499
"1969",6661
"1970",8120
"1971",7453
"1972",7801
"1973",7083
"1974",6866
"1975",6678
"1976",6402
"1977",7706
"1978",7796
"1979",7787
"1980",7560
"1981",7102
"1982",7395
"1983",7300
"1984",6929
"1985",7476
"1986",6159
"1987",6164
"1988",6812
"1989",6543
"1990",5523
"1991",6433
"1992",7256
"1993",4887
"1994",7623
"1995",5399
"1996",7375
"1997",7044
"1998",5344
"1999",7453
"2000",6986
"2001",7864
"2002",7360
"2003",7288
"2004",6172
"2005",7176
"2006",7880
"2007",7353
"2008",6768
"2009",6678
"2010",6216
"2011",6444
"2012",6550
"2013",5862
"2014",7868
"2015",7032
"2016",7338
"2017",6908
"2018",7556
"2019",7550
"2020",7070
"2021",6393
"2022",6922
"2023",6835
"2024",6776
"2025",5545
"2026",7265
"2027",6958
"2028",4045
"2029",5338
"2030",6752
"2031",6752
"2032",6156
"2033",6896
"2034",7332
"2035",6851
"2036",7223
"2037",6851
"2038",5297
"2039",7470
"2040",6821
"2041",7564
"2042",7546
"2043",7140
"2044",6676
"2045",5365
"2046",7108
"2047",6489
"2048",6535
"2049",6911
"2050",6690
"2051",5733
"2052",5065
"2053",6899
"2054",6287
"2055",5570
"2056",7548
"2057",7142
"2058",6691
"2059",6438
"2060",7195
"2061",7359
"2062",6622
"2063",6838
"2064",6532
"2065",7859
"2066",6863
"2067",6942
"2068",7476
"2069",6800
"2070",7094
"2071",7242
"2072",6677
"2073",7028
"2074",6663
"2075",6566
"2076",7291
"2077",6524
"2078",6020
"2079",6352
"2080",6584
"2081",6273
"2082",5276
"2083",7220
"2084",7144
"2085",6678
"2086",6323
"2087",6712
"2088",6812
"2089",5831
"2090",7255
"2091",6777
"2092",6651
"2093",7828
"2094",7173
"2095",6979
"2096",7519
"2097",7519
"2098",6872
"2099",7475
"2100",6471
"2101",6471
"2102",6985
"2103",7508
"2104",6655
"2105",6757
"2106",6307
"2107",6612
"2108",6267
"2109",6145
"2110",6015
"2111",5943
"2112",6312
"2113",6630
"2114",7123
"2115",6556
"2116",7662
"2117",7409
"2118",6822
"2119",5835
"2120",7170
"2121",6892
"2122",7568
"2123",6791
"2124",6981
"2125",7644
"2126",6798
"2127",7034
"2128",7735
"2129",7199
"2130",7089
"2131",6617
"2132",6645
"2133",5987
"2134",7489
"2135",7653
"2136",6819
"2137",6028
"2138",6724
"2139",6796
