"","NDVI2017"
"1509",8003
"1510",7796
"1511",8030
"1512",6733
"1513",8366
"1514",7642
"1515",7507
"1516",7419
"1517",6863
"1518",8030
"1519",8677
"1520",8637
"1521",8349
"1522",7477
"1523",6410
"1524",6980
"1525",7861
"1526",6598
"1527",8198
"1528",7313
"1529",8353
"1530",8053
"1531",6823
"1532",6762
"1533",8353
"1534",4203
"1535",8718
"1536",8564
"1537",8090
"1538",7230
"1539",7787
"1540",7442
"1541",7547
"1542",7929
"1543",7928
"1544",7977
"1545",6730
"1546",7776
"1547",7987
"1548",7969
"1549",8790
"1550",8858
"1551",8050
"1552",7933
"1553",7469
"1554",7663
"1555",7156
"1556",7458
"1557",7272
"1558",8253
"1559",7477
"1560",7762
"1561",7025
"1562",7926
"1563",8010
"1564",8350
"1565",8010
"1566",7182
"1567",8809
"1568",8672
"1569",8763
"1570",4523
"1571",7079
"1572",8430
"1573",8410
"1574",7883
"1575",8410
"1576",8575
"1577",8152
"1578",5896
"1579",8102
"1580",7689
"1581",8789
"1582",8761
"1583",8362
"1584",8514
"1585",7943
"1586",6866
"1587",7905
"1588",8549
"1589",4194
"1590",7123
"1591",8015
"1592",7978
"1593",8434
"1594",8862
"1595",8792
"1596",8648
"1597",5393
"1598",8207
"1599",8647
"1600",8276
"1601",7214
"1602",7739
"1603",7939
"1604",6703
"1605",7843
"1606",8147
"1607",7658
"1608",6595
"1609",7906
"1610",8802
"1611",8546
"1612",8592
"1613",8465
"1614",5689
"1615",6791
"1616",6074
"1617",8325
"1618",8021
"1619",6901
"1620",7107
"1621",8502
"1622",8782
"1623",8821
"1624",8801
"1625",8636
"1626",8415
"1627",7104
"1628",5880
"1629",7635
"1630",8348
"1631",6001
"1632",8405
"1633",8459
"1634",7639
"1635",8623
"1636",8678
"1637",8731
"1638",8818
"1639",8798
"1640",7998
"1641",7862
"1642",7914
"1643",5977
"1644",8484
"1645",8121
"1646",6673
"1647",8463
"1648",8250
"1649",8061
"1650",6459
"1651",4706
"1652",8674
"1653",8556
"1654",8633
"1655",8791
"1656",8742
"1657",7153
"1658",8364
"1659",7402
"1660",4791
"1661",8586
"1662",8630
"1663",7789
"1664",7658
"1665",8713
"1666",8746
"1667",7872
"1668",7809
"1669",6513
"1670",8128
"1671",6250
"1672",8723
"1673",6395
"1674",8505
"1675",8159
"1676",8575
"1677",8685
"1678",8578
"1679",8723
"1680",8650
"1681",8111
"1682",7790
"1683",8599
"1684",8180
"1685",7902
"1686",7255
"1687",5611
"1688",8184
"1689",8498
"1690",8066
"1691",8353
"1692",8459
"1693",8319
"1694",7805
"1695",8589
"1696",6155
"1697",8342
"1698",8466
"1699",8274
"1700",6840
"1701",7865
"1702",7785
"1703",8197
"1704",8512
"1705",8526
"1706",8421
"1707",8672
"1708",8051
"1709",8519
"1710",8355
"1711",8382
"1712",8615
"1713",8297
"1714",8034
"1715",7844
"1716",8560
"1717",7904
"1718",7231
"1719",8149
"1720",7020
"1721",8413
"1722",8224
"1723",8520
"1724",8614
"1725",8233
"1726",6944
"1727",8496
"1728",7208
"1729",8320
"1730",8417
"1731",6917
"1732",7369
"1733",8195
"1734",7677
"1735",8016
"1736",7867
"1737",7847
"1738",8354
"1739",8435
"1740",8241
"1741",8251
"1742",7890
"1743",8081
"1744",7757
"1745",8273
"1746",7038
"1747",8403
"1748",8174
"1749",6665
"1750",7710
"1751",7909
"1752",8085
"1753",7998
"1754",8709
"1755",8419
"1756",8110
"1757",7795
"1758",6183
"1759",8092
"1760",8070
"1761",8048
"1762",3903
"1763",6889
"1764",8093
"1765",8280
"1766",8039
"1767",7625
"1768",7756
"1769",7868
"1770",7471
"1771",7873
"1772",8091
"1773",7775
"1774",7444
"1775",7471
"1776",8550
"1777",7344
"1778",7493
"1779",8199
"1780",7308
"1781",7478
"1782",6910
"1783",8199
"1784",7308
"1785",7805
"1786",8438
"1787",7893
"1788",7549
"1789",8179
"1790",8615
"1791",7772
"1792",7848
"1793",8228
"1794",8233
"1795",8366
"1796",8002
"1797",8120
"1798",8188
"1799",6566
"1800",8289
"1801",5337
"1802",7717
"1803",8034
"1804",8430
"1805",7517
"1806",7945
"1807",8150
"1808",8155
"1809",8324
"1810",8336
"1811",8378
"1812",8087
"1813",8067
"1814",7433
"1815",7619
"1816",8214
"1817",6951
"1818",7728
"1819",8270
"1820",8578
"1821",7892
"1822",7892
"1823",8343
"1824",8214
"1825",6941
"1826",8469
"1827",3921
"1828",8408
"1829",8356
"1830",7721
"1831",8436
"1832",8383
"1833",8371
"1834",7512
"1835",7316
"1836",6528
"1837",7693
"1838",8265
"1839",8405
"1840",4393
"1841",8135
"1842",7911
"1843",8283
"1844",8357
"1845",8489
"1846",8234
"1847",8002
"1848",7867
"1849",8416
"1850",8035
"1851",8430
"1852",8191
"1853",8018
"1854",8539
"1855",4662
"1856",7928
"1857",8358
"1858",6823
"1859",8365
"1860",8250
"1861",8389
"1862",8454
"1863",8454
"1864",8252
"1865",8657
"1866",8537
"1867",7747
"1868",8296
"1869",7517
"1870",7194
"1871",6720
"1872",8427
"1873",8038
"1874",8161
"1875",7359
"1876",8559
"1877",8006
"1878",4784
"1879",7919
"1880",8466
"1881",8273
"1882",8587
"1883",8291
"1884",7594
"1885",5921
"1886",8452
"1887",8507
"1888",8234
"1889",8326
"1890",8258
"1891",8292
"1892",8560
"1893",7827
"1894",8485
"1895",8095
"1896",8305
"1897",8434
"1898",8505
"1899",6216
"1900",6119
"1901",8298
"1902",8385
"1903",8518
"1904",7634
"1905",6433
"1906",7958
"1907",8556
"1908",8022
"1909",8691
"1910",8118
"1911",8249
"1912",8646
"1913",8526
"1914",6125
"1915",8466
"1916",8338
"1917",8598
"1918",8179
"1919",8245
"1920",8103
"1921",8508
"1922",6672
"1923",7745
"1924",7916
"1925",8458
"1926",8528
"1927",8669
"1928",8705
"1929",8404
"1930",8448
"1931",6727
"1932",7586
"1933",8160
"1934",7930
"1935",7509
"1936",7004
"1937",7819
"1938",8265
"1939",8401
"1940",8242
"1941",8229
"1942",8551
"1943",7852
"1944",8648
"1945",8422
"1946",8313
"1947",8222
"1948",7502
"1949",8148
"1950",8535
"1951",8412
"1952",8544
"1953",8375
"1954",8264
"1955",8503
"1956",8665
"1957",8468
"1958",7542
"1959",8246
"1960",8538
"1961",8058
"1962",8297
"1963",8328
"1964",8462
"1965",8386
"1966",8060
"1967",2880
"1968",7638
"1969",6943
"1970",8410
"1971",8473
"1972",8202
"1973",8533
"1974",8377
"1975",8758
"1976",8143
"1977",8274
"1978",8579
"1979",8403
"1980",7579
"1981",8281
"1982",8637
"1983",8498
"1984",7906
"1985",7962
"1986",6937
"1987",5515
"1988",7579
"1989",6966
"1990",6969
"1991",7942
"1992",7579
"1993",8671
"1994",8370
"1995",8628
"1996",7958
"1997",7842
"1998",6802
"1999",6203
"2000",8575
"2001",8507
"2002",8486
"2003",7589
"2004",3899
"2005",8439
"2006",7872
"2007",7530
"2008",6641
"2009",5546
"2010",7523
"2011",7486
"2012",6089
"2013",7128
"2014",8104
"2015",8571
"2016",7181
"2017",5867
"2018",8375
"2019",8237
"2020",7149
"2021",7708
"2022",8283
"2023",7635
"2024",6036
"2025",7626
"2026",7243
"2027",7327
"2028",5441
"2029",7272
"2030",8368
"2031",8368
"2032",8366
"2033",8370
"2034",7700
"2035",8203
"2036",8254
"2037",8203
"2038",6137
"2039",8352
"2040",8266
"2041",8171
"2042",8376
"2043",6142
"2044",7672
"2045",7614
"2046",7136
"2047",6714
"2048",6798
"2049",7476
"2050",5710
"2051",5635
"2052",7138
"2053",7505
"2054",5869
"2055",7092
"2056",8251
"2057",8367
"2058",7068
"2059",6964
"2060",8171
"2061",8422
"2062",8068
"2063",8547
"2064",7308
"2065",8377
"2066",6252
"2067",7770
"2068",7874
"2069",7072
"2070",8650
"2071",8419
"2072",6320
"2073",7360
"2074",8803
"2075",8665
"2076",8685
"2077",7356
"2078",5599
"2079",7568
"2080",6238
"2081",7259
"2082",7455
"2083",7947
"2084",8097
"2085",7428
"2086",7959
"2087",6713
"2088",7745
"2089",8372
"2090",7692
"2091",7484
"2092",7394
"2093",7970
"2094",8081
"2095",7368
"2096",8727
"2097",8727
"2098",8323
"2099",8248
"2100",8664
"2101",8664
"2102",8572
"2103",7092
"2104",7395
"2105",6884
"2106",7072
"2107",7179
"2108",6848
"2109",8045
"2110",6056
"2111",7127
"2112",7184
"2113",6763
"2114",7784
"2115",7908
"2116",8469
"2117",8473
"2118",7772
"2119",7139
"2120",8313
"2121",7535
"2122",7426
"2123",8072
"2124",8100
"2125",8347
"2126",8110
"2127",7565
"2128",8177
"2129",6921
"2130",6118
"2131",8061
"2132",6600
"2133",1964
"2134",8237
"2135",7475
"2136",8111
"2137",7794
"2138",7866
