"","NDVI2013"
"231",7660
"232",6137
"233",7416
"234",5604
"235",4729
"236",6246
"237",6104
"238",4538
"239",4765
"240",7096
"241",7159
"242",5666
"243",6471
"244",7489
"245",7523
"246",6324
"247",6173
"248",4209
"249",6361
"250",6573
"251",5770
"252",6342
"253",4972
"254",6225
"255",5449
"256",6807
"257",4902
"258",6170
"259",5666
"260",6941
"261",4724
"262",5083
"263",3414
"264",4976
"265",4278
"266",5164
"267",6683
"268",6941
"269",7047
"270",5225
"271",6535
"272",5149
"273",5223
"274",5325
"275",5165
"276",6646
"277",4710
"278",6030
"279",5842
"280",7189
"281",7018
"282",7029
"283",7031
"284",5633
"285",6509
"286",6103
"287",4839
"288",4263
"289",3609
"290",4887
"291",4350
"292",6176
"293",7111
"294",6701
"295",7169
"296",6533
"297",6998
"298",7278
"299",6176
"300",5775
"301",6346
"302",4559
"303",5564
"304",6556
"305",5708
"306",5905
"307",6056
"308",7969
"309",7329
"310",7881
"311",7189
"312",6323
"313",5488
"314",5970
"315",5930
"316",4622
"317",3813
"318",5370
"319",5238
"320",5722
"321",4973
"322",6157
"323",5940
"324",7473
"325",6664
"326",6313
"327",6528
"328",6035
"329",6441
"330",5580
"331",4791
"332",4730
"333",4993
"334",6282
"335",5747
"336",7723
"337",5957
"338",7010
"339",6568
"340",6709
"341",6777
"342",5552
"343",5769
"344",6486
"345",4930
"346",4870
"347",5624
"348",6939
"349",6521
"350",6745
"351",7870
"352",6300
"353",5959
"354",6034
"355",4929
"356",4414
"357",7870
"358",6234
"359",5389
"360",7350
"361",5718
"362",6479
"363",7125
"364",7477
"365",7455
"366",6140
"367",5575
"368",5665
"369",5591
"370",5570
"371",4190
"372",6457
"373",5671
"374",5847
"375",6208
"376",5972
"377",6490
"378",5486
"379",4958
"380",6228
"381",6391
"382",5716
"383",6005
"384",6342
"385",5455
"386",6047
"387",4824
"388",6391
"389",6431
"390",6322
"391",5301
"392",4741
"393",4700
"394",6088
"395",5982
"396",6467
"397",6403
"398",6381
"399",6515
"400",6218
"401",7067
"402",7235
"403",6330
"404",7330
"405",6707
"406",7054
"407",7382
"408",6991
"409",7077
"410",6044
"411",5937
"412",6042
"413",4910
"414",7415
"415",7023
"416",6492
"417",5642
"418",6864
"419",6864
"420",5541
"421",3382
"422",7117
"423",6627
"424",6490
"425",5701
"426",6905
"427",7406
"428",7021
"429",6014
"430",7659
"431",6702
"432",7795
"433",6358
"434",5374
"435",5613
"436",6671
"437",4895
"438",5773
"439",6940
"440",5636
"441",6785
"442",6514
"443",7324
"444",6857
"445",7471
"446",6364
"447",7076
"448",4730
"449",4749
"450",4899
"451",5171
"452",5165
"453",6729
"454",5667
"455",6430
"456",8033
"457",7905
"458",7642
"459",6201
"460",6045
"461",6190
"462",6198
"463",6430
"464",5366
"465",5609
"466",6706
"467",6874
"468",6938
"469",5585
"470",6895
"471",7686
"472",6894
"473",5257
"474",5636
"475",6827
"476",6392
"477",5211
"478",4708
"479",6772
"480",6671
"481",7997
"482",7861
"483",7687
"484",6150
"485",6041
"486",6104
"487",6706
"488",5793
"489",5658
"490",5392
"491",7407
"492",7319
"493",7343
"494",8107
"495",7583
"496",6759
"497",5864
"498",4772
"499",5322
"500",7895
"501",6970
"502",7300
"503",7460
"504",7300
"505",6944
"506",6610
"507",4904
"508",7433
"509",6409
"510",6323
"511",6866
"512",6712
"513",6894
"514",7286
"515",5710
"516",7658
"517",7893
"518",7596
"519",7334
"520",7404
"521",7160
"522",6901
"523",5606
"524",5307
"525",7408
"526",7097
"527",7973
"528",7795
"529",6233
"530",4937
"531",6724
"532",7418
"533",6978
"534",7987
"535",5362
"536",5943
"537",7658
"538",7360
"539",6238
"540",6111
"541",8465
"542",6343
"543",6361
"544",6768
"545",7964
"546",5844
"547",6096
"548",6061
"549",7864
"550",8604
"551",7985
"552",7309
"553",8015
"554",6844
"555",8325
"556",8668
"557",8329
"558",7916
"559",6080
"560",7330
"561",5745
"562",7413
"563",7417
"564",8805
"565",7546
"566",7515
"567",7489
"568",7164
"569",6238
"570",8637
"571",8708
"572",8038
"573",8011
"574",6513
"575",6563
"576",7104
"577",8370
"578",8155
"579",7705
"580",8126
"581",7034
"582",6417
"583",5514
"584",6615
"585",8381
"586",8147
"587",8267
"588",8343
"589",8249
"590",8279
"591",7319
"592",7049
"593",6293
"594",6681
"595",8244
"596",8286
"597",8307
"598",8375
"599",8610
"600",6838
"601",8283
"602",8184
"603",7011
"604",8428
"605",8445
"606",8633
"607",8465
"608",8256
"609",6842
"610",6367
"611",8475
"612",8401
"613",8704
"614",8801
"615",8585
"616",8319
"617",6942
"618",4843
"619",8230
"620",8619
"621",8706
"622",7923
"623",7446
"624",7685
"625",8364
"626",8595
"627",8621
"628",8517
"629",8519
"630",8092
"631",7523
"632",5241
"633",8670
"634",8670
"635",8598
"636",7098
"637",4122
"638",7715
"639",6924
"640",6164
"641",6859
"642",8272
"643",8336
"644",8634
"645",7300
"646",6458
"647",7976
"648",8265
"649",8562
"650",8355
"651",8123
"652",6714
"653",8601
"654",7922
"655",8008
"656",8211
"657",8670
"658",8483
"659",7786
"660",7076
"661",7048
"662",8167
"663",8211
"664",8487
"665",8395
"666",8500
"667",8263
"668",8020
"669",8577
"670",7736
"671",8314
"672",8158
"673",8347
"674",8363
"675",5326
"676",4234
"677",6821
"678",8023
"679",8054
"680",7770
"681",6348
"682",8287
"683",8154
"684",7910
"685",8126
"686",8182
"687",8125
"688",7898
"689",8032
"690",8394
"691",7378
"692",6343
"693",8282
"694",8349
"695",7839
"696",7861
"697",6445
"698",7056
"699",6064
"700",7909
"701",7826
"702",7941
"703",7497
"704",8084
"705",7889
"706",6540
"707",7262
"708",7278
"709",7058
"710",7962
"711",6911
"712",7495
"713",7072
"714",8222
"715",7339
"716",6868
"717",7575
"718",5852
"719",6412
"720",7983
"721",7312
"722",7118
"723",6074
"724",8441
"725",6156
"726",6434
"727",6811
"728",5784
"729",6634
"730",6815
"731",7836
"732",7714
"733",5679
"734",7445
"735",7998
"736",5840
"737",7054
"738",5166
"739",6482
"740",7866
"741",7458
"742",7100
"743",8556
"744",7394
"745",6523
"746",5459
"747",7984
"748",7453
"749",6168
"750",7720
"751",7873
"752",7750
"753",8429
"754",5063
"755",6318
"756",8229
"757",8165
"758",8358
"759",7591
"760",7570
"761",5329
"762",6331
"763",5097
"764",5646
"765",8610
"766",8352
"767",8161
"768",7569
"769",6842
"770",6259
"771",8406
"772",7588
"773",7490
"774",4874
"775",6662
"776",4348
"777",8350
"778",7405
"779",8567
"780",8360
"781",6490
"782",7645
"783",8290
"784",5772
"785",8455
"786",8437
"787",8226
"788",8292
"789",7528
"790",6312
"791",6242
"792",7896
"793",6028
"794",6813
"795",6738
"796",7746
"797",7843
"798",8206
"799",8428
"800",8079
"801",7345
"802",7511
"803",8679
"804",7792
"805",8384
"806",8348
"807",5302
"808",7100
"809",8007
"810",7904
"811",5835
"812",6075
"813",8539
"814",8146
"815",7943
"816",7135
"817",7457
"818",7735
"819",8016
"820",8110
"821",4827
"822",6334
"823",8550
"824",8452
"825",8452
"826",7400
"827",8047
"828",8431
"829",7558
"830",7559
"831",7131
"832",7741
"833",7611
"834",6527
"835",8125
"836",8169
"837",8181
"838",8172
"839",7709
"840",6781
"841",6206
"842",8739
"843",8561
"844",7655
"845",7465
"846",6915
"847",6948
"848",6260
"849",7217
"850",8796
"851",8490
"852",8469
"853",8291
"854",7787
"855",7464
"856",6947
"857",8547
"858",8116
"859",7978
"860",7234
"861",6610
"862",5004
"863",7839
"864",8554
"865",8832
"866",8657
"867",8463
"868",7482
"869",7146
"870",7696
"871",8211
"872",8869
"873",8812
"874",8532
"875",8114
"876",7300
"877",7969
"878",5535
"879",8497
"880",7807
"881",7878
"882",7207
"883",5760
"884",8854
"885",8691
"886",8633
"887",8520
"888",7802
"889",7627
"890",7371
"891",7133
"892",6396
"893",7275
"894",7605
"895",8813
"896",8882
"897",7157
"898",8917
"899",8750
"900",7338
"901",6761
"902",6223
"903",6353
"904",8494
"905",8505
"906",8757
"907",8528
"908",8268
"909",8392
"910",6819
"911",6290
"912",6581
"913",5176
"914",8818
"915",8724
"916",5995
"917",8914
"918",8659
"919",8617
"920",5405
"921",5344
"922",5551
"923",8722
"924",8520
"925",7407
"926",8858
"927",8770
"928",8424
"929",8259
"930",7975
"931",7492
"932",8431
"933",6061
"934",8504
"935",5519
"936",6715
"937",5211
"938",7258
"939",6179
"940",7080
"941",7250
"942",8718
"943",7377
"944",7414
"945",6919
"946",8799
"947",7927
"948",6903
"949",5688
"950",8760
"951",8495
"952",5956
"953",8690
"954",7740
"955",7665
"956",7837
"957",8541
"958",8340
"959",6655
"960",5170
"961",8736
"962",8542
"963",8291
"964",8509
"965",8857
"966",8616
"967",8605
"968",8519
"969",6358
"970",6189
"971",8386
"972",8228
"973",8687
"974",8344
"975",8419
"976",8393
"977",8450
"978",8362
"979",7799
"980",7735
"981",7117
"982",8021
"983",6286
"984",8031
"985",8279
"986",7920
"987",8276
"988",7690
"989",7209
"990",6784
"991",5766
"992",8159
"993",8173
"994",7050
"995",7320
"996",8341
"997",8477
"998",7999
"999",7727
"1000",8028
"1001",7752
"1002",7142
"1003",5444
"1004",6548
"1005",NA
"1006",8346
"1007",8122
"1008",8224
"1009",7696
"1010",7219
"1011",6551
"1012",6661
"1013",8143
"1014",7485
"1015",7190
"1016",6882
"1017",8288
"1018",6273
"1019",6291
"1020",NA
"1021",7019
"1022",7580
"1023",7571
"1024",7071
"1025",6482
"1026",7566
"1027",7519
"1028",6863
"1029",7267
"1030",5777
"1031",6456
"1032",6437
"1033",7572
"1034",7150
"1035",6589
"1036",7012
"1037",6529
"1038",6788
"1039",6468
"1040",7132
"1041",7194
"1042",7676
"1043",7523
"1044",7890
"1045",7236
"1046",NA
"1047",7824
"1048",7500
"1049",6587
"1050",6724
"1051",6775
"1052",7008
"1053",7151
"1054",8204
"1055",6623
"1056",7220
"1057",7665
"1058",7734
"1059",7358
"1060",7110
"1061",7925
"1062",8067
"1063",7449
"1064",7190
"1065",6818
"1066",6407
"1067",7031
"1068",7264
"1069",8246
"1070",8216
"1071",7736
"1072",8015
"1073",6147
"1074",6752
"1075",7962
"1076",8303
"1077",8213
"1078",8429
"1079",8511
"1080",8060
"1081",6990
"1082",6998
"1083",7420
"1084",5986
"1085",7981
"1086",7725
"1087",6953
"1088",6788
"1089",7477
"1090",6893
"1091",6678
"1092",5364
"1093",7728
"1094",8048
"1095",7882
"1096",5897
"1097",7736
"1098",7262
"1099",7302
"1100",7387
"1101",7278
"1102",8056
"1103",7805
"1104",6790
"1105",7723
"1106",7522
"1107",7113
"1108",7070
"1109",7322
"1110",7591
"1111",7294
"1112",7999
"1113",6709
"1114",7290
"1115",7632
"1116",7602
"1117",7598
"1118",6281
"1119",7765
"1120",7911
"1121",6455
"1122",7530
"1123",6783
"1124",6770
"1125",7136
"1126",6855
"1127",7451
"1128",7755
"1129",7192
"1130",6848
"1131",7733
"1132",7944
"1133",7477
"1134",7138
"1135",7128
"1136",7664
"1137",8445
"1138",8342
"1139",7837
"1140",8007
"1141",7890
"1142",7667
"1143",7399
"1144",8310
"1145",6747
"1146",7224
"1147",6858
"1148",7878
"1149",7511
"1150",7675
"1151",8369
"1152",7601
"1153",8353
"1154",8050
"1155",6875
"1156",7855
"1157",8294
"1158",7808
"1159",7932
"1160",7360
"1161",7333
"1162",7606
"1163",8618
"1164",7431
"1165",7959
"1166",7663
"1167",7394
"1168",7804
"1169",8213
"1170",7822
"1171",7907
"1172",6777
"1173",7717
"1174",7823
"1175",7672
"1176",8073
"1177",7988
"1178",8506
"1179",8558
"1180",7761
"1181",6712
"1182",7855
"1183",8037
"1184",6612
"1185",8233
"1186",7439
"1187",7560
"1188",8115
"1189",8069
"1190",7333
"1191",7293
"1192",7488
"1193",7746
"1194",6997
"1195",7647
"1196",7400
"1197",7762
"1198",6882
"1199",7270
"1200",7641
"1201",5841
"1202",7317
"1203",7215
"1204",7136
"1205",7031
"1206",6594
"1207",6856
"1208",5968
"1209",6351
"1210",6975
"1211",7220
"1212",7746
"1213",7580
"1214",7431
"1215",7034
"1216",8008
"1217",6906
"1218",7121
"1219",8015
"1220",7225
"1221",6419
"1222",6436
"1223",7427
"1224",6910
"1225",6996
"1226",7693
"1227",7435
"1228",7326
"1229",7648
"1230",7876
"1231",7611
"1232",7391
"1233",6067
"1234",7068
"1235",7249
"1236",7057
"1237",7417
"1238",7473
"1239",7746
"1240",6938
"1241",7310
"1242",7494
"1243",6770
"1244",6829
"1245",7785
"1246",7002
"1247",7385
"1248",7150
"1249",5651
"1250",5924
"1251",7303
"1252",7891
"1253",7892
"1254",7239
"1255",6123
"1256",7172
"1257",7514
"1258",7249
"1259",6462
"1260",6766
"1261",6178
"1262",6954
"1263",7018
"1264",6845
"1265",7728
"1266",6404
"1267",7598
"1268",6841
"1269",8085
"1270",7424
"1271",6997
"1272",6851
"1273",7674
"1274",7380
"1275",7345
"1276",7770
"1277",7441
"1278",7867
"1279",7243
"1280",6675
"1281",6775
"1282",6074
"1283",7468
"1284",6488
"1285",6647
"1286",7415
"1287",7403
"1288",7780
"1289",6052
"1290",6912
"1291",5697
"1292",6739
"1293",7947
"1294",6364
"1295",5532
"1296",6655
"1297",6991
"1298",7064
"1299",7485
"1300",7471
"1301",6570
"1302",6180
"1303",7050
"1304",6263
"1305",7235
"1306",6044
"1307",6979
"1308",5872
"1309",6512
"1310",6769
"1311",6828
"1312",5493
"1313",6037
"1314",5709
"1315",5462
"1316",7365
"1317",5916
"1318",6533
"1319",7313
"1320",7079
"1321",6028
"1322",7359
"1323",5358
"1324",4607
"1325",6714
"1326",7297
"1327",6800
"1328",6718
"1329",7099
"1330",7246
"1331",6681
"1332",5906
"1333",7255
"1334",7046
"1335",7029
"1336",6204
"1337",7094
"1338",7047
"1339",7059
"1340",6013
"1341",6849
"1342",6967
"1343",5934
"1344",4706
"1345",7589
"1346",7768
"1347",6759
"1348",6797
"1349",7316
"1350",7755
"1351",7628
"1352",7034
"1353",6047
"1354",7317
"1355",6948
"1356",5725
"1357",6637
"1358",7124
"1359",7350
"1360",6228
"1361",6513
"1362",7083
"1363",7474
"1364",6690
"1365",6559
"1366",6269
"1367",7528
"1368",6638
"1369",7319
"1370",7632
"1371",7195
"1372",7598
"1373",6990
"1374",7391
"1375",6470
"1376",6889
"1377",7768
"1378",7430
"1379",7675
"1380",7162
"1381",7608
"1382",7528
"1383",6517
"1384",7881
"1385",7403
"1386",7228
"1387",6859
"1388",6577
"1389",7276
"1390",7694
"1391",8031
"1392",7572
"1393",7012
"1394",7282
"1395",6153
"1396",7389
"1397",7478
"1398",7056
"1399",7294
"1400",7483
"1401",6586
"1402",7886
"1403",8168
"1404",7715
"1405",8094
"1406",8004
"1407",7799
"1408",5912
"1409",6654
"1410",6146
"1411",7539
"1412",7301
"1413",7664
"1414",6732
"1415",7612
"1416",7614
"1417",8118
"1418",7209
"1419",6870
"1420",7214
"1421",7890
"1422",7424
"1423",7153
"1424",7610
"1425",7300
"1426",7639
"1427",7303
"1428",6400
"1429",7359
"1430",6474
"1431",7437
"1432",7403
"1433",5795
"1434",5564
"1435",6877
"1436",6693
"1437",6898
"1438",7294
"1439",7332
"1440",7541
"1441",7659
"1442",7219
"1443",7161
"1444",7389
"1445",7490
"1446",7747
"1447",6088
"1448",7187
"1449",6657
"1450",7196
"1451",7261
"1452",7037
"1453",7540
"1454",7657
"1455",7388
"1456",8117
"1457",7520
"1458",7474
"1459",6502
"1460",7246
"1461",5711
"1462",7089
"1463",7396
"1464",6717
"1465",7046
"1466",7768
"1467",6934
"1468",7661
"1469",7768
"1470",7842
"1471",7661
"1472",7496
"1473",6555
"1474",6191
"1475",6518
"1476",6702
"1477",7187
"1478",6518
"1479",7371
"1480",5686
"1481",7070
"1482",7512
"1483",6820
"1484",7609
"1485",6688
"1486",7571
"1487",6194
"1488",7800
"1489",6774
"1490",7659
"1491",7351
"1492",6098
"1493",7375
"1494",5837
"1495",7105
"1496",6904
"1497",6245
"1498",7419
"1499",6518
"1500",7013
"1501",6263
"1502",6528
"1503",6628
"1504",7523
"1505",6347
"1506",7174
"1507",6993
"1508",7718
"1509",6228
"1510",7718
"1511",7456
"1512",7476
"1513",7206
"1514",6705
"1515",6170
"1516",6943
"1517",7274
"1518",7456
"1519",6780
"1520",7352
"1521",6920
"1522",7139
"1523",6988
"1524",6869
"1525",7228
"1526",7842
"1527",7612
"1528",7123
"1529",7897
"1530",7684
"1531",7646
"1532",7672
"1533",7897
"1534",6424
"1535",6942
"1536",7103
"1537",6622
"1538",7718
"1539",6890
"1540",7106
"1541",7419
"1542",7026
"1543",7178
"1544",7489
"1545",6791
"1546",7819
"1547",7862
"1548",7491
"1549",7684
"1550",7777
"1551",6677
"1552",5934
"1553",6203
"1554",6548
"1555",6948
"1556",6448
"1557",7840
"1558",7556
"1559",8101
"1560",7456
"1561",7381
"1562",6939
"1563",6690
"1564",7703
"1565",7421
"1566",7285
"1567",7185
"1568",6342
"1569",6935
"1570",7374
"1571",7433
"1572",7751
"1573",7328
"1574",7695
"1575",7328
"1576",7678
"1577",7566
"1578",7120
"1579",7436
"1580",7698
"1581",8292
"1582",7837
"1583",7860
"1584",7708
"1585",6997
"1586",7662
"1587",7391
"1588",7764
"1589",6939
"1590",7275
"1591",6509
"1592",7729
"1593",8191
"1594",7307
"1595",7758
"1596",7006
"1597",6871
"1598",7671
"1599",7820
"1600",8351
"1601",7676
"1602",8025
"1603",7729
"1604",7090
"1605",7803
"1606",7605
"1607",7827
"1608",6446
"1609",7787
"1610",6752
"1611",7479
"1612",7921
"1613",6205
"1614",7382
"1615",7617
"1616",7688
"1617",7624
"1618",7383
"1619",5936
"1620",6469
"1621",8371
"1622",7528
"1623",7441
"1624",6961
"1625",7593
"1626",6850
"1627",3977
"1628",6989
"1629",7022
"1630",7372
"1631",7565
"1632",7561
"1633",6230
"1634",5979
"1635",7782
"1636",7599
"1637",7932
"1638",6804
"1639",6071
"1640",6325
"1641",7341
"1642",7572
"1643",6819
"1644",7279
"1645",7412
"1646",6940
"1647",7152
"1648",7779
"1649",7215
"1650",7931
"1651",7360
"1652",7689
"1653",6813
"1654",7010
"1655",7044
"1656",7440
"1657",6363
"1658",7144
"1659",7434
"1660",7046
"1661",6030
"1662",7366
"1663",6840
"1664",7072
"1665",8128
"1666",8172
"1667",6779
"1668",7552
"1669",6778
"1670",6525
"1671",6510
"1672",7286
"1673",6456
"1674",7371
"1675",7758
"1676",7755
"1677",7204
"1678",6585
"1679",7286
"1680",7231
"1681",7040
"1682",6497
"1683",8019
"1684",7614
"1685",7900
"1686",7428
"1687",7470
"1688",7266
"1689",7566
"1690",7929
"1691",7862
"1692",7816
"1693",7707
"1694",7386
"1695",8158
"1696",7040
"1697",7988
"1698",7749
"1699",7547
"1700",8227
"1701",7735
"1702",7652
"1703",7870
"1704",7799
"1705",6788
"1706",6834
"1707",7794
"1708",7221
"1709",7910
"1710",7742
"1711",8100
"1712",8049
"1713",6355
"1714",7913
"1715",6787
"1716",7272
"1717",7204
"1718",7285
"1719",7006
"1720",6485
"1721",7918
"1722",7599
"1723",7879
"1724",7883
"1725",7700
"1726",7669
"1727",7895
"1728",7137
"1729",7298
"1730",6996
"1731",6758
"1732",6875
"1733",7349
"1734",7116
"1735",7260
"1736",7291
"1737",6034
"1738",7226
"1739",8015
"1740",8060
"1741",7756
"1742",7335
"1743",8096
"1744",7649
"1745",7760
"1746",7423
"1747",7083
"1748",7242
"1749",7938
"1750",6670
"1751",7367
"1752",5457
"1753",6331
"1754",7566
"1755",6090
"1756",7145
"1757",7100
"1758",6872
"1759",6042
"1760",7612
"1761",6822
"1762",3343
"1763",5896
"1764",7877
"1765",7599
"1766",6448
"1767",7836
"1768",7549
"1769",7837
"1770",7572
"1771",8023
"1772",7616
"1773",7475
"1774",7216
"1775",7572
"1776",7466
"1777",7861
"1778",6908
"1779",7044
"1780",7440
"1781",7188
"1782",6987
"1783",7044
"1784",7440
"1785",7090
"1786",7378
"1787",7543
"1788",6902
"1789",7755
"1790",7010
"1791",7448
"1792",6704
"1793",6817
"1794",7742
"1795",7317
"1796",7443
"1797",7058
"1798",7125
"1799",6375
"1800",7266
"1801",5512
"1802",7901
"1803",7461
"1804",7211
"1805",7772
"1806",7588
"1807",7207
"1808",7430
"1809",7393
"1810",7598
"1811",7431
"1812",7556
"1813",7226
"1814",8243
"1815",7775
"1816",7774
"1817",7720
"1818",7458
"1819",7208
"1820",7551
"1821",7445
"1822",7445
"1823",7680
"1824",6920
"1825",6569
"1826",7668
"1827",5187
"1828",7466
"1829",7361
"1830",7519
"1831",6555
"1832",7493
"1833",7597
"1834",7223
"1835",7608
"1836",7411
"1837",7336
"1838",7452
"1839",7750
"1840",7072
"1841",7658
"1842",7573
"1843",6927
"1844",7591
"1845",7128
"1846",6451
"1847",7536
"1848",7785
"1849",7586
"1850",7815
"1851",7742
"1852",7360
"1853",6172
"1854",6843
"1855",7409
"1856",6517
"1857",7040
"1858",7853
"1859",6159
"1860",7429
"1861",7309
"1862",7952
"1863",7952
"1864",7560
"1865",7462
"1866",6542
"1867",7558
"1868",6941
"1869",6879
"1870",7505
"1871",7671
"1872",6231
"1873",7850
"1874",7234
"1875",4390
"1876",7516
"1877",7506
"1878",5838
"1879",7927
"1880",6533
"1881",7051
"1882",7506
"1883",7302
"1884",7450
"1885",7443
"1886",7164
"1887",7272
"1888",7315
"1889",6861
"1890",7736
"1891",7799
"1892",7879
"1893",7898
"1894",7781
"1895",7347
"1896",7318
"1897",7739
"1898",7079
"1899",4950
"1900",7458
"1901",7684
"1902",7018
"1903",7484
"1904",7497
"1905",7626
"1906",7297
"1907",7220
"1908",7429
"1909",7282
"1910",7564
"1911",7672
"1912",7163
"1913",7533
"1914",7169
"1915",4177
"1916",7075
"1917",7429
"1918",7647
"1919",7141
"1920",7578
"1921",6801
"1922",6235
"1923",6482
"1924",7098
"1925",7179
"1926",7704
"1927",6892
"1928",7099
"1929",6720
"1930",7296
"1931",5903
"1932",6211
"1933",7174
"1934",4683
"1935",4807
"1936",4516
"1937",7219
"1938",7017
"1939",7048
"1940",7223
"1941",7267
"1942",6932
"1943",7336
"1944",8065
"1945",6631
"1946",7716
"1947",6564
"1948",5898
"1949",7062
"1950",7286
"1951",5763
"1952",7764
"1953",7594
"1954",7763
"1955",7252
"1956",7503
"1957",7705
"1958",5554
"1959",7274
"1960",7292
"1961",6861
"1962",7178
"1963",7659
"1964",7708
"1965",7238
"1966",6010
"1967",5862
"1968",5198
"1969",6337
"1970",7535
"1971",7217
"1972",7008
"1973",7205
"1974",6215
"1975",6887
"1976",5786
"1977",7289
"1978",7782
"1979",7083
"1980",7422
"1981",7285
"1982",7771
"1983",6367
"1984",7099
"1985",7323
"1986",5777
"1987",5286
"1988",6869
"1989",5964
"1990",5188
"1991",6007
"1992",6186
"1993",5410
"1994",7334
"1995",4790
"1996",6349
"1997",7825
"1998",4430
"1999",6838
"2000",7358
"2001",7645
"2002",7873
"2003",6398
"2004",5291
"2005",6810
"2006",7304
"2007",6503
"2008",6095
"2009",6429
"2010",4897
"2011",5872
"2012",6144
"2013",5863
"2014",7123
"2015",6389
"2016",6858
"2017",6172
"2018",6032
"2019",7911
"2020",5906
"2021",6069
"2022",6017
"2023",5938
"2024",5998
"2025",5289
"2026",6344
"2027",5986
"2028",3286
"2029",4733
"2030",6453
"2031",6453
"2032",6478
"2033",7304
"2034",6354
"2035",5492
"2036",7779
"2037",5492
"2038",4372
"2039",7042
"2040",7364
"2041",6392
"2042",7768
"2043",6828
"2044",6317
"2045",4532
"2046",6150
"2047",6099
"2048",6233
"2049",5788
"2050",5758
"2051",4786
"2052",4585
"2053",6360
"2054",6245
"2055",5402
"2056",7179
"2057",6253
"2058",7045
"2059",6316
"2060",6880
"2061",7441
"2062",7440
"2063",6713
"2064",6676
"2065",6670
"2066",6083
"2067",7441
"2068",7581
"2069",5150
"2070",7062
"2071",6928
"2072",5671
"2073",6098
"2074",6027
"2075",5907
"2076",5970
"2077",6785
"2078",6137
"2079",6105
"2080",6226
"2081",5652
"2082",4542
"2083",6641
"2084",6177
"2085",5436
"2086",6530
"2087",6132
"2088",6247
"2089",5715
"2090",7095
"2091",5329
"2092",5941
"2093",7477
"2094",7054
"2095",5737
"2096",5857
"2097",5857
"2098",5672
"2099",5903
"2100",5439
"2101",5439
"2102",6738
"2103",6451
"2104",6791
"2105",6575
"2106",6442
"2107",5656
"2108",6154
"2109",7042
"2110",4431
"2111",5462
"2112",5488
"2113",6325
"2114",6842
"2115",5822
"2116",6073
"2117",7639
"2118",5597
"2119",5588
"2120",7413
"2121",6772
"2122",6005
"2123",6536
"2124",6648
"2125",6648
"2126",7276
"2127",5677
"2128",6559
"2129",5588
"2130",5991
"2131",6283
"2132",4966
"2133",4672
"2134",5754
"2135",6360
"2136",6792
"2137",5596
"2138",6452
"2139",5991
