"","mydata"
"6135",4136
"6136",4245
"6137",3395
"6138",4236
"6139",4025
"6140",4177
"6141",4723
"6142",4835
"6143",4020
"6144",4735
"6145",4536
"6146",4923
"6147",4570
"6148",4301
"6149",3443
"6150",4504
"6151",4799
"6152",4866
"6153",4422
"6154",5023
"6155",4493
"6156",3661
"6157",4385
"6158",4724
"6159",4448
"6160",4991
"6161",4493
"6162",4507
"6163",4418
"6164",4270
"6165",2921
"6166",4854
"6167",4300
"6168",4746
"6169",4039
"6170",4588
"6171",4049
"6172",4299
"6173",4293
"6174",4082
"6175",3972
"6176",3286
"6177",4486
"6178",4684
"6179",4554
"6180",4640
"6181",4875
"6182",5293
"6183",4179
"6184",4300
"6185",3534
"6186",3906
"6187",3955
"6188",4345
"6189",4402
"6190",4626
"6191",4453
"6192",4320
"6193",4283
"6194",4229
"6195",4226
"6196",4415
"6197",4363
"6198",4527
"6199",4525
"6200",4813
"6201",4890
"6202",4526
"6203",4751
"6204",4845
"6205",4488
"6206",3788
"6207",3974
"6208",4881
"6209",4398
"6210",4463
"6211",4705
"6212",4972
"6213",4857
"6214",4575
"6215",4519
"6216",5079
"6217",4090
"6218",4242
"6219",4181
"6220",4826
"6221",2989
"6222",4856
"6223",4271
"6224",3927
"6225",4673
"6226",3856
"6227",4171
"6228",5255
"6229",4802
"6230",4974
"6231",3580
"6232",4984
"6233",4989
"6234",4559
"6235",4358
"6236",4997
"6237",4650
"6238",4413
"6239",4159
"6240",4376
"6241",3903
"6242",4792
"6243",4789
"6244",4839
"6245",5344
"6246",4581
"6247",4062
"6248",3084
"6249",5013
"6250",3295
"6251",1331
"6252",4167
"6253",5207
"6254",4281
"6255",3470
"6256",4338
"6257",4819
"6258",4542
"6259",4314
"6260",4473
"6261",4306
"6262",4221
"6263",4179
"6264",3983
"6265",4282
"6266",4283
"6267",4185
"6268",4584
"6269",4260
"6270",3661
"6271",3832
"6272",5277
"6273",3861
"6274",5322
"6275",5720
"6276",5234
"6277",557
"6278",3999
"6279",4251
"6280",4211
"6281",4417
"6282",3999
"6283",5262
"6284",5026
"6285",5051
"6286",3707
"6287",1862
"6288",4021
"6289",4271
"6290",4267
"6291",5160
"6292",4424
"6293",4436
"6294",4866
"6295",4189
"6296",4423
"6297",3977
"6298",4116
"6299",4243
"6300",4092
"6301",4894
"6302",4941
"6303",3421
"6304",4501
"6305",4754
"6306",4603
"6307",4242
"6308",4603
"6309",4699
"6310",5013
"6311",4808
"6312",3935
"6313",4316
"6314",4447
"6315",3734
"6316",4778
"6317",4833
"6318",4525
"6319",5272
"6320",4140
"6321",4166
"6322",4138
"6323",4294
"6324",4483
"6325",4443
"6326",4322
"6327",4682
"6328",4509
"6329",4681
"6330",4355
"6331",4161
"6332",4324
"6333",4372
"6334",4309
"6335",4061
"6336",4567
"6337",4427
"6338",5005
"6339",4566
"6340",4936
"6341",4918
"6342",5013
"6343",4225
"6344",2969
"6345",5001
"6346",4459
"6347",4923
"6348",3974
"6349",4468
"6350",4312
"6351",5187
"6352",4914
"6353",4945
"6354",3887
"6355",4610
"6356",4657
"6357",4118
"6358",3330
"6359",5204
"6360",4643
"6361",4515
"6362",4793
"6363",4306
"6364",5398
"6365",4923
"6366",3802
"6367",4317
"6368",2989
"6369",2821
"6370",3976
"6371",4379
"6372",4507
"6373",4481
"6374",4559
"6375",5241
"6376",4446
"6377",4845
"6378",4616
"6379",4565
"6380",4945
"6381",4439
"6382",5017
"6383",4643
"6384",5033
"6385",4954
"6386",4559
"6387",4172
"6388",3550
"6389",4369
"6390",4000
"6391",3531
"6392",4428
"6393",4569
"6394",4577
"6395",5183
"6396",4565
"6397",5035
"6398",2306
"6399",5092
"6400",5110
"6401",4380
"6402",3743
"6403",3808
"6404",4019
"6405",4071
"6406",4439
"6407",4797
"6408",4575
"6409",5012
"6410",5010
"6411",3480
"6412",5080
"6413",5110
"6414",4826
"6415",3709
"6416",4264
"6417",4169
"6418",4500
"6419",5109
"6420",4635
"6421",4912
"6422",5393
"6423",4414
"6424",4111
"6425",4762
"6426",4506
"6427",4688
"6428",4684
"6429",4107
"6430",3779
"6431",4003
"6432",3960
"6433",3826
"6434",4460
"6435",4339
"6436",4579
"6437",4643
"6438",4095
"6439",4519
"6440",4221
"6441",4022
"6442",4385
"6443",4172
"6444",4880
"6445",4702
"6446",4483
"6447",3942
"6448",5503
"6449",4805
"6450",4520
"6451",4536
"6452",4473
"6453",3811
"6454",4711
"6455",5008
"6456",4825
"6457",4518
"6458",4835
"6459",4800
"6460",5015
"6461",4104
"6462",5201
"6463",4977
"6464",4892
"6465",4637
"6466",4977
"6467",4296
"6468",4563
"6469",4222
"6470",4232
"6471",4552
"6472",4300
"6473",5100
"6474",5000
"6475",4964
"6476",4885
"6477",4131
"6478",4872
"6479",5253
"6480",4870
"6481",3939
"6482",4233
"6483",4013
"6484",4355
"6485",4377
"6486",4245
"6487",4277
"6488",4400
"6489",4810
"6490",4713
"6491",5055
"6492",4215
"6493",4056
"6494",4086
"6495",3545
"6496",3944
"6497",4392
"6498",4712
"6499",5207
"6500",4824
"6501",5020
"6502",3677
"6503",4582
"6504",4877
"6505",4675
"6506",4355
"6507",5107
"6508",3996
"6509",4328
"6510",4309
"6511",4217
"6512",5165
"6513",5367
"6514",4772
"6515",4828
"6516",3729
"6517",4745
"6518",4325
"6519",4795
"6520",4978
"6521",4611
"6522",3925
"6523",3793
"6524",4158
"6525",4488
"6526",4668
"6527",4239
"6528",4500
"6529",4180
"6530",3678
"6531",4635
"6532",3922
"6533",4331
"6534",4494
"6535",4782
"6536",4809
"6537",4560
"6538",4591
"6539",5025
"6540",4498
"6541",4872
"6542",4696
"6543",4689
"6544",4265
"6545",4929
"6546",3399
"6547",4407
"6548",4196
"6549",4802
"6550",4881
"6551",4864
"6552",3941
"6553",5178
"6554",4581
"6555",4730
"6556",5182
"6557",4607
"6558",4466
"6559",3982
"6560",4310
"6561",3951
"6562",4790
"6563",5010
"6564",5542
"6565",5175
"6566",5054
"6567",4812
"6568",4160
"6569",3546
"6570",4081
"6571",3833
"6572",4165
"6573",4498
"6574",4975
"6575",4369
"6576",4570
"6577",5562
"6578",4929
"6579",4165
"6580",4277
"6581",5087
"6582",4115
"6583",4237
"6584",4665
"6585",4285
"6586",4714
"6587",3621
"6588",4008
"6589",4587
"6590",4179
"6591",4116
"6592",3900
"6593",4369
"6594",5111
"6595",5012
"6596",4885
"6597",4495
"6598",4524
"6599",4229
"6600",4402
"6601",4260
"6602",4503
"6603",4064
"6604",4141
"6605",3943
"6606",3843
"6607",3854
"6608",4669
"6609",4244
"6610",4322
"6611",4652
"6612",4319
"6613",4674
"6614",4777
"6615",3974
"6616",4003
"6617",4381
"6618",4332
"6619",4541
"6620",4563
"6621",4721
"6622",4560
"6623",4529
"6624",4460
"6625",3876
"6626",4521
"6627",4015
"6628",3083
"6629",4034
"6630",4560
"6631",4188
"6632",4213
"6633",3838
"6634",3569
"6635",4262
"6636",3010
"6637",5011
"6638",5281
"6639",4068
"6640",4641
"6641",4374
"6642",3763
"6643",4863
"6644",3962
"6645",4039
"6646",4470
"6647",4504
"6648",4143
"6649",4348
"6650",4759
"6651",3532
"6652",4366
"6653",4230
"6654",4769
"6655",4376
"6656",4168
"6657",4273
"6658",4149
"6659",3838
"6660",2907
"6661",3906
"6662",4192
"6663",4750
"6664",4954
"6665",4874
"6666",4446
"6667",5242
"6668",4956
"6669",4723
"6670",4347
"6671",3739
"6672",3807
"6673",4037
"6674",4951
"6675",3005
"6676",3933
"6677",4690
"6678",4373
"6679",4533
"6680",5016
"6681",4672
"6682",4600
"6683",4104
"6684",4560
"6685",4291
"6686",4740
"6687",4785
"6688",3982
"6689",4628
"6690",4561
"6691",4674
"6692",4491
"6693",4650
"6694",4208
"6695",3326
"6696",4651
"6697",4481
"6698",4512
"6699",4284
"6700",4666
"6701",4027
"6702",4174
"6703",3831
"6704",3880
"6705",5032
"6706",4145
"6707",4437
"6708",4541
"6709",4479
"6710",4639
"6711",4369
"6712",4898
"6713",3961
"6714",4394
"6715",4944
"6716",5420
"6717",5154
"6718",4471
"6719",4415
"6720",4412
"6721",4089
"6722",4405
"6723",4388
"6724",4431
"6725",4457
"6726",4628
"6727",5402
"6728",5143
"6729",4388
"6730",4294
"6731",4746
"6732",4205
"6733",4240
"6734",4061
"6735",4513
"6736",4326
"6737",4104
"6738",4657
"6739",4527
"6740",4098
"6741",3949
"6742",4600
"6743",5008
"6744",4023
"6745",4378
"6746",4144
"6747",4283
"6748",4129
"6749",4623
"6750",4816
"6751",3874
"6752",3980
"6753",4564
"6754",4217
"6755",4958
"6756",4780
"6757",4751
"6758",3856
"6759",3839
"6760",4267
"6761",4463
"6762",5118
"6763",5121
"6764",4655
"6765",3697
"6766",3739
"6767",3757
"6768",4513
"6769",4216
"6770",5080
"6771",4794
"6772",4515
"6773",4481
"6774",4288
"6775",4461
"6776",4616
"6777",4424
"6778",4451
"6779",4960
"6780",4593
"6781",4461
"6782",4273
"6783",4333
"6784",4161
"6785",4290
"6786",4300
"6787",4320
"6788",4429
"6789",4701
"6790",4365
"6791",4572
"6792",4751
"6793",4233
"6794",4281
"6795",4673
"6796",4504
"6797",4426
"6798",4552
"6799",3917
"6800",3986
"6801",4204
"6802",4266
"6803",4431
"6804",4580
"6805",4730
"6806",4546
"6807",4872
"6808",4683
"6809",4487
"6810",4246
"6811",4300
"6812",4803
"6813",5013
"6814",3961
"6815",4761
"6816",4821
"6817",4049
"6818",3899
"6819",3853
"6820",4238
"6821",4185
"6822",4427
"6823",4162
"6824",3887
"6825",4657
"6826",4303
"6827",4801
"6828",5017
"6829",5139
"6830",4982
"6831",4804
"6832",4827
"6833",4358
"6834",4648
"6835",5080
"6836",4436
"6837",4532
"6838",4628
"6839",4584
"6840",4334
"6841",4323
"6842",4183
"6843",4291
"6844",1904
"6845",3704
"6846",4363
"6847",4468
"6848",4385
"6849",4583
"6850",4082
"6851",4222
"6852",4420
"6853",4931
"6854",4952
"6855",4210
"6856",4357
"6857",4107
"6858",3180
"6859",3859
"6860",4201
"6861",4440
"6862",4355
"6863",5026
"6864",4838
"6865",3746
"6866",4189
"6867",5058
"6868",3937
"6869",4801
"6870",4523
"6871",4669
"6872",3684
"6873",4384
"6874",4453
"6875",3973
"6876",3816
"6877",3403
"6878",4590
"6879",4627
"6880",4385
"6881",3977
"6882",4466
"6883",5572
"6884",5407
"6885",4857
"6886",4391
"6887",4779
"6888",4289
"6889",3833
"6890",4039
"6891",3568
"6892",2718
"6893",3935
"6894",4466
"6895",3900
"6896",4836
"6897",4520
"6898",4839
"6899",4976
"6900",5253
"6901",4094
"6902",3901
"6903",4132
"6904",4360
"6905",3993
"6906",4427
"6907",4411
"6908",4939
"6909",4433
"6910",4374
"6911",4471
"6912",4517
"6913",4537
"6914",4411
"6915",4321
"6916",3704
"6917",4408
"6918",4100
"6919",4145
"6920",4584
"6921",4464
"6922",4150
"6923",4457
"6924",4088
"6925",4074
"6926",4105
"6927",3862
"6928",2558
"6929",3895
"6930",5124
"6931",4318
"6932",4346
"6933",4051
"6934",4231
"6935",3751
"6936",2243
"6937",2485
"6938",2545
"6939",4374
"6940",4347
"6941",3807
"6942",4485
"6943",4199
"6944",4290
"6945",4866
"6946",4171
"6947",2097
"6948",2994
"6949",2290
"6950",2820
"6951",5081
"6952",5067
"6953",4585
"6954",4864
"6955",5096
"6956",4265
"6957",4224
"6958",3311
"6959",3946
"6960",4500
"6961",4580
"6962",3987
"6963",4433
"6964",3872
"6965",2307
"6966",3795
"6967",4229
"6968",4268
"6969",4455
"6970",4813
"6971",4941
"6972",4144
"6973",4135
"6974",4082
"6975",4511
"6976",4644
"6977",1833
"6978",4438
"6979",3821
"6980",4004
"6981",4345
"6982",4448
"6983",4425
"6984",4761
"6985",3823
"6986",4411
"6987",3566
"6988",4777
"6989",805
"6990",1575
"6991",2575
"6992",3924
"6993",4617
"6994",4378
"6995",2677
"6996",886
"6997",1498
"6998",3324
"6999",4329
"7000",4570
"7001",4568
"7002",4368
"7003",4981
"7004",4709
"7005",4341
"7006",4012
"7007",3141
"7008",4905
"7009",3919
"7010",4343
"7011",4085
"7012",4369
"7013",4521
"7014",4464
"7015",4934
"7016",4687
"7017",4338
"7018",3321
"7019",3769
"7020",3638
"7021",2411
"7022",4572
"7023",3723
"7024",889
"7025",1873
"7026",2383
"7027",4195
"7028",4420
"7029",4625
"7030",4728
"7031",4939
"7032",5072
"7033",4133
"7034",4202
"7035",3347
"7036",4950
"7037",4862
"7038",5080
"7039",4499
"7040",4093
"7041",2883
"7042",3388
"7043",4666
"7044",3928
"7045",5125
"7046",3779
"7047",4032
"7048",3824
"7049",4654
"7050",4596
"7051",4656
"7052",4437
"7053",4266
"7054",3818
"7055",4726
"7056",1986
"7057",4023
"7058",2972
"7059",4322
"7060",4154
"7061",4650
"7062",4744
"7063",4144
"7064",3655
"7065",3563
"7066",4061
"7067",4086
"7068",4036
"7069",4015
"7070",4068
"7071",3576
"7072",4705
"7073",4434
"7074",3464
"7075",4974
"7076",4766
"7077",4805
"7078",4491
"7079",4294
"7080",4540
"7081",4119
"7082",3566
"7083",4467
"7084",4406
"7085",3890
"7086",4403
"7087",4808
"7088",4812
"7089",4847
"7090",4408
"7091",3568
"7092",4679
"7093",4556
"7094",4705
"7095",4398
"7096",5165
"7097",4652
"7098",4594
"7099",4436
"7100",5249
"7101",5198
"7102",4896
"7103",5089
"7104",4641
"7105",4874
"7106",4239
"7107",4829
"7108",4654
"7109",4618
"7110",4502
"7111",4353
"7112",4949
"7113",5072
"7114",4331
"7115",4713
"7116",4608
"7117",4820
"7118",3916
"7119",4167
"7120",5020
"7121",3915
"7122",4530
"7123",4574
"7124",4311
"7125",4764
"7126",4534
"7127",4477
"7128",5000
"7129",4047
"7130",4746
"7131",3989
"7132",3847
"7133",3300
"7134",4831
"7135",5040
"7136",4425
"7137",4448
"7138",4430
"7139",4561
"7140",4796
"7141",4132
"7142",4751
"7143",4177
"7144",4918
"7145",4725
"7146",4547
"7147",4786
"7148",4980
"7149",4622
"7150",4074
"7151",4258
"7152",4419
"7153",4938
"7154",4728
"7155",4714
"7156",4625
"7157",4392
"7158",4428
"7159",4883
"7160",4460
"7161",4419
"7162",4300
"7163",4340
"7164",4416
"7165",4521
"7166",4698
"7167",4797
"7168",4993
"7169",4216
"7170",4534
"7171",4282
"7172",3917
"7173",4240
"7174",4524
"7175",4789
"7176",4828
"7177",4752
"7178",3930
"7179",3412
"7180",3978
"7181",3845
"7182",4036
"7183",4339
"7184",4519
"7185",4504
"7186",4638
"7187",4677
"7188",3776
"7189",3770
"7190",4007
"7191",4421
"7192",4278
"7193",4682
"7194",4639
"7195",4677
"7196",3996
"7197",3946
"7198",3762
"7199",3819
"7200",3926
"7201",3873
"7202",4602
"7203",4560
"7204",3573
"7205",3608
"7206",3088
"7207",3807
"7208",3389
"7209",4233
"7210",4142
"7211",4495
"7212",4072
"7213",3678
"7214",3676
"7215",4198
"7216",4645
"7217",4265
"7218",3803
"7219",4586
"7220",4436
"7221",3478
"7222",3923
"7223",4503
"7224",3790
"7225",3934
"7226",3305
"7227",4266
"7228",4127
"7229",3411
"7230",3555
"7231",3619
"7232",3987
"7233",3397
"7234",2948
"7235",3367
"7236",4012
"7237",3916
"7238",3439
"7239",2956
"7240",3572
"7241",4234
"7242",3431
"7243",3544
"7244",4295
"7245",4815
"7246",4022
"7247",3820
"7248",2859
"7249",3727
"7250",3332
"7251",3895
"7252",3812
"7253",3948
"7254",3885
"7255",3686
"7256",3177
"7257",2669
"7258",3887
"7259",3896
"7260",3870
"7261",3755
"7262",3580
"7263",3955
"7264",3828
"7265",3246
"7266",2685
"7267",4488
"7268",3850
"7269",3856
"7270",4204
"7271",4452
"7272",4054
"7273",3568
"7274",3751
"7275",4208
"7276",3458
"7277",3840
"7278",4524
"7279",4375
"7280",4364
"7281",3362
"7282",4143
"7283",3512
"7284",4328
"7285",3198
"7286",3991
"7287",3437
"7288",4107
"7289",3571
"7290",3812
"7291",3572
"7292",3688
"7293",4314
"7294",3768
"7295",3202
"7296",3485
"7297",3456
"7298",3302
"7299",3792
"7300",3708
"7301",4559
"7302",4458
"7303",3579
"7304",3513
"7305",4445
"7306",4091
"7307",2906
"7308",2881
"7309",3235
"7310",3965
"7311",3871
"7312",4699
"7313",3295
"7314",3952
"7315",3983
"7316",3751
"7317",4308
"7318",4125
"7319",3525
"7320",4191
"7321",4759
"7322",3962
"7323",3896
"7324",4309
"7325",3566
"7326",4308
"7327",4345
"7328",3354
"7329",4188
"7330",4166
"7331",4065
"7332",3731
"7333",4320
"7334",3606
"7335",4164
"7336",4262
"7337",3367
"7338",3931
"7339",3916
"7340",3666
"7341",4008
"7342",4611
"7343",4017
"7344",4046
"7345",4277
"7346",3926
"7347",3407
"7348",3200
"7349",3716
"7350",4271
"7351",4385
"7352",4186
"7353",3921
"7354",3551
"7355",4212
"7356",4298
"7357",4099
"7358",4162
"7359",4190
"7360",4135
"7361",2959
"7362",5130
"7363",3353
"7364",4109
"7365",3394
"7366",3899
"7367",4366
"7368",4161
"7369",3911
"7370",4254
"7371",4216
"7372",4161
"7373",4224
"7374",4267
"7375",5014
"7376",3997
"7377",4267
"7378",4156
"7379",4112
"7380",3901
"7381",4264
"7382",3628
"7383",3704
"7384",4110
"7385",4215
"7386",4407
"7387",4325
"7388",3041
"7389",4062
"7390",4085
"7391",4407
"7392",4463
"7393",5692
"7394",4263
"7395",3756
"7396",3952
"7397",4501
"7398",4328
"7399",3936
"7400",4709
"7401",4031
"7402",3173
"7403",3383
"7404",3923
"7405",4621
"7406",3386
"7407",4385
"7408",3624
"7409",4219
"7410",3756
"7411",4715
"7412",4080
"7413",3433
"7414",3272
"7415",4343
"7416",4332
"7417",3829
"7418",4544
"7419",3930
"7420",3018
"7421",3144
"7422",3712
"7423",3887
"7424",3947
"7425",4155
"7426",3533
"7427",3596
"7428",3764
"7429",3550
"7430",3212
"7431",4496
"7432",4359
"7433",2445
"7434",4195
"7435",3974
"7436",4353
"7437",3978
"7438",4063
"7439",3763
"7440",4207
"7441",3272
"7442",4270
"7443",3576
"7444",4490
"7445",3868
"7446",3612
"7447",3945
"7448",3463
"7449",4279
"7450",4887
"7451",3241
"7452",4152
"7453",3803
"7454",3925
"7455",4179
"7456",3731
"7457",3161
"7458",4293
"7459",3952
"7460",3442
"7461",4584
"7462",3239
"7463",4241
"7464",3760
"7465",3858
"7466",4780
"7467",4118
"7468",3863
"7469",3304
"7470",3509
"7471",2570
"7472",3261
"7473",3772
"7474",3656
"7475",3888
"7476",4040
"7477",3991
"7478",4237
"7479",3234
"7480",3987
"7481",4357
"7482",3654
"7483",3444
"7484",4797
"7485",4346
"7486",4082
"7487",4937
"7488",4201
"7489",3711
"7490",4495
"7491",4333
"7492",4685
"7493",4461
"7494",4967
"7495",2847
"7496",3007
"7497",2731
"7498",5186
"7499",4539
"7500",3129
"7501",2891
"7502",4362
"7503",2626
"7504",4717
"7505",4890
"7506",3680
"7507",3933
"7508",4669
"7509",4109
"7510",3764
"7511",4038
"7512",3774
"7513",3058
"7514",3328
"7515",4251
"7516",3774
"7517",4498
"7518",3868
"7519",3742
"7520",3447
"7521",3673
"7522",4437
"7523",4694
"7524",3379
"7525",3963
"7526",4383
"7527",3604
"7528",3237
"7529",4350
"7530",3749
"7531",4707
"7532",3881
"7533",3880
"7534",3866
"7535",3202
"7536",3754
"7537",3988
"7538",3956
"7539",3763
"7540",3918
"7541",4189
"7542",4249
"7543",4910
"7544",4660
"7545",3365
"7546",3784
"7547",4056
"7548",3977
"7549",3457
"7550",3834
"7551",3482
"7552",2662
"7553",4034
"7554",3979
"7555",3975
"7556",3926
"7557",3251
"7558",4770
"7559",4479
"7560",4140
"7561",3290
"7562",4006
"7563",3962
"7564",3492
"7565",3382
"7566",3254
"7567",3547
"7568",4445
"7569",4279
"7570",3801
"7571",3505
"7572",4558
"7573",4577
"7574",3392
"7575",3556
"7576",3711
"7577",4118
"7578",3695
"7579",3618
"7580",3127
"7581",3805
"7582",4144
"7583",4956
"7584",5030
"7585",4288
"7586",4159
"7587",5248
"7588",3777
"7589",4265
"7590",3271
"7591",4622
"7592",4279
"7593",4374
"7594",4311
"7595",3748
"7596",4657
"7597",4453
"7598",3475
"7599",4165
"7600",4480
"7601",3916
"7602",3874
"7603",3559
"7604",4366
"7605",4516
"7606",4072
"7607",3740
"7608",3786
"7609",4779
"7610",4150
"7611",4282
"7612",4188
"7613",4746
"7614",3658
"7615",3493
"7616",3787
"7617",4145
"7618",4180
"7619",3973
"7620",4178
"7621",4176
"7622",4105
"7623",4252
"7624",3937
"7625",4362
"7626",4046
"7627",4363
"7628",4334
"7629",3758
"7630",4151
"7631",4253
"7632",3856
"7633",4251
"7634",4010
"7635",4437
"7636",4309
"7637",4001
"7638",4394
"7639",3976
"7640",4370
"7641",3682
"7642",4083
"7643",4119
"7644",4835
"7645",4361
"7646",4612
"7647",4114
"7648",4181
"7649",4324
"7650",4618
"7651",4238
"7652",3849
"7653",4230
"7654",4125
"7655",4323
"7656",4154
"7657",4548
"7658",4196
"7659",3888
"7660",4369
"7661",4369
"7662",4253
"7663",4324
"7664",4404
"7665",4307
"7666",3865
"7667",4005
"7668",3510
"7669",4122
"7670",4258
"7671",4224
"7672",3761
"7673",4192
"7674",4319
"7675",4213
"7676",4049
"7677",3986
"7678",4632
"7679",3931
"7680",4714
"7681",4492
"7682",4643
"7683",4497
"7684",4879
"7685",4761
"7686",3806
"7687",4651
"7688",4663
"7689",4525
"7690",4625
"7691",4675
"7692",4068
"7693",4355
"7694",4636
"7695",3550
"7696",4049
"7697",4166
"7698",4830
"7699",4916
"7700",4146
"7701",4398
"7702",4480
"7703",4870
"7704",4523
"7705",4012
"7706",4067
"7707",3903
"7708",4827
"7709",4365
"7710",4694
"7711",4500
"7712",4310
"7713",4543
"7714",4661
"7715",4277
"7716",4718
"7717",4523
"7718",4652
"7719",4394
"7720",4948
"7721",3912
"7722",4923
"7723",4336
"7724",4620
"7725",5030
"7726",4624
"7727",4635
"7728",4517
"7729",3710
"7730",3718
"7731",5157
"7732",4650
"7733",3731
"7734",3845
"7735",4575
"7736",4312
"7737",2601
"7738",4511
"7739",4064
"7740",4152
"7741",3756
"7742",3401
"7743",3074
"7744",3761
"7745",4698
"7746",3222
"7747",3694
"7748",3388
"7749",4457
"7750",4028
"7751",4562
"7752",4273
"7753",4940
"7754",4142
"7755",4278
"7756",3964
"7757",4085
"7758",3789
"7759",4368
"7760",3800
"7761",4084
"7762",3227
"7763",4548
"7764",4303
"7765",3935
"7766",3263
"7767",3211
"7768",4272
"7769",4295
"7770",3621
"7771",4380
"7772",4131
"7773",4149
"7774",4505
"7775",4352
"7776",3930
"7777",4381
"7778",4238
"7779",4445
"7780",3960
"7781",3866
"7782",3700
"7783",4164
"7784",3838
"7785",4455
"7786",4013
"7787",4164
"7788",4290
"7789",3671
"7790",4125
"7791",4079
"7792",3822
"7793",3084
"7794",4429
"7795",4159
"7796",4165
"7797",3807
"7798",4442
"7799",4421
"7800",4115
"7801",4482
"7802",3896
"7803",4161
"7804",4184
"7805",4223
"7806",4137
"7807",4548
"7808",4281
"7809",3699
"7810",4085
"7811",4127
"7812",4511
"7813",4602
"7814",4331
"7815",4247
"7816",3945
"7817",4724
"7818",4249
"7819",3783
"7820",4468
"7821",4145
"7822",3932
"7823",4526
"7824",4045
"7825",3967
"7826",3455
"7827",3319
"7828",3684
"7829",3839
"7830",3828
"7831",3906
"7832",3994
"7833",3939
"7834",3831
"7835",3801
"7836",3795
"7837",4050
"7838",3112
"7839",4358
"7840",4336
"7841",4108
"7842",4291
"7843",4427
"7844",4128
"7845",4138
"7846",4134
"7847",3640
"7848",4384
"7849",4160
"7850",3922
"7851",4425
"7852",4536
"7853",4460
"7854",4538
"7855",4674
"7856",4017
"7857",4426
"7858",4309
"7859",4812
"7860",4702
"7861",4580
"7862",4210
"7863",4534
"7864",4959
"7865",4829
"7866",5199
"7867",4186
"7868",4103
"7869",4497
"7870",4436
"7871",4638
"7872",4519
"7873",4578
"7874",4720
"7875",4990
"7876",3896
"7877",3151
"7878",4534
"7879",4605
"7880",4906
"7881",4001
"7882",4296
"7883",4566
"7884",4547
"7885",4514
"7886",4941
"7887",4513
"7888",4245
"7889",4627
"7890",4949
"7891",4103
"7892",4756
"7893",4059
"7894",4515
"7895",4788
"7896",4035
"7897",4269
"7898",4106
"7899",3970
"7900",4243
"7901",4508
"7902",4546
"7903",4465
"7904",4839
"7905",4145
"7906",4152
"7907",4802
"7908",4130
"7909",4368
"7910",4036
"7911",4561
"7912",3849
"7913",4072
"7914",4705
"7915",4318
"7916",4806
"7917",4479
"7918",4322
"7919",4766
"7920",4976
"7921",4780
"7922",4671
"7923",4656
"7924",3279
"7925",5243
"7926",5117
"7927",4289
"7928",4182
"7929",5131
"7930",4483
"7931",4063
"7932",4849
"7933",4849
"7934",4497
"7935",4279
"7936",4759
"7937",4693
"7938",4445
"7939",4050
"7940",4548
"7941",4919
"7942",5118
"7943",4595
"7944",4531
"7945",4222
"7946",3462
"7947",4253
"7948",4943
"7949",4943
"7950",4548
"7951",5075
"7952",4309
"7953",4646
"7954",3904
"7955",4519
"7956",4519
"7957",5078
"7958",4047
"7959",4880
"7960",4999
"7961",4784
"7962",4629
"7963",4802
"7964",5275
"7965",5624
"7966",4720
"7967",5133
"7968",4997
"7969",5579
"7970",4157
"7971",4543
"7972",5077
"7973",4068
"7974",5122
"7975",3785
"7976",5240
"7977",5138
"7978",5035
"7979",4713
"7980",4450
"7981",4158
"7982",4657
"7983",4830
"7984",2829
"7985",3313
"7986",4498
"7987",3983
"7988",4474
"7989",5288
"7990",3807
"7991",4580
"7992",4579
"7993",4433
"7994",5230
"7995",3962
"7996",4278
"7997",4608
"7998",4380
"7999",4152
"8000",4108
"8001",4106
"8002",3761
"8003",4351
"8004",4149
"8005",4566
"8006",4157
"8007",4603
"8008",5252
"8009",4038
"8010",3767
"8011",3309
"8012",4440
"8013",3811
"8014",4704
"8015",3913
"8016",3876
"8017",3667
"8018",3799
"8019",3836
"8020",4132
"8021",3792
"8022",3425
"8023",3667
"8024",3047
"8025",3166
"8026",3673
"8027",3957
"8028",2774
"8029",3998
"8030",3269
"8031",4098
"8032",3603
"8033",3861
"8034",3700
"8035",4829
"8036",3272
"8037",3878
"8038",3150
"8039",3545
"8040",4219
"8041",3393
"8042",4297
"8043",3338
"8044",3758
"8045",4917
"8046",3509
"8047",3937
"8048",4149
"8049",4034
"8050",3378
"8051",3241
"8052",4351
"8053",3365
"8054",4850
"8055",4481
"8056",3103
"8057",4982
"8058",3444
"8059",4488
"8060",5296
"8061",4935
"8062",4254
"8063",3555
"8064",3966
"8065",3810
"8066",4181
"8067",3013
"8068",4241
"8069",3950
"8070",3636
"8071",4482
"8072",4084
"8073",3897
"8074",5085
"8075",4225
"8076",3544
"8077",5459
"8078",5034
"8079",4698
"8080",3488
"8081",3812
"8082",4577
"8083",3900
"8084",3701
"8085",2888
"8086",4076
"8087",3975
