"","mydata"
"2137",3322
"2138",4159
"2139",3789
"2140",3627
"2141",4015
"2142",4237
"2143",4193
"2144",3851
"2145",2840
"2146",3902
"2147",3795
"2148",4034
"2149",3707
"2150",3647
"2151",3829
"2152",3874
"2153",4281
"2154",4624
"2155",4673
"2156",4203
"2157",4080
"2158",3999
"2159",3856
"2160",4074
"2161",4422
"2162",2487
"2163",3899
"2164",4318
"2165",3768
"2166",4363
"2167",4391
"2168",3863
"2169",4233
"2170",4096
"2171",4255
"2172",4059
"2173",3816
"2174",4125
"2175",4120
"2176",4259
"2177",4614
"2178",3973
"2179",4673
"2180",3896
"2181",3618
"2182",4321
"2183",4402
"2184",3960
"2185",3850
"2186",4018
"2187",4151
"2188",3922
"2189",3922
"2190",3925
"2191",4268
"2192",4196
"2193",4192
"2194",4017
"2195",4245
"2196",3783
"2197",4015
"2198",4039
"2199",4627
"2200",3452
"2201",4115
"2202",4209
"2203",4029
"2204",4025
"2205",4134
"2206",3652
"2207",3910
"2208",3977
"2209",4134
"2210",4222
"2211",4176
"2212",3711
"2213",4295
"2214",4243
"2215",4371
"2216",4124
"2217",2906
"2218",3652
"2219",3814
"2220",4378
"2221",4201
"2222",4292
"2223",4112
"2224",4267
"2225",3418
"2226",3606
"2227",4008
"2228",4244
"2229",4328
"2230",4209
"2231",4294
"2232",2835
"2233",4054
"2234",3827
"2235",4276
"2236",3983
"2237",4160
"2238",4319
"2239",4230
"2240",4346
"2241",4601
"2242",4462
"2243",4170
"2244",4152
"2245",3643
"2246",4055
"2247",3243
"2248",4154
"2249",4655
"2250",4647
"2251",4399
"2252",4681
"2253",4119
"2254",4181
"2255",4049
"2256",3506
"2257",4044
"2258",4079
"2259",3675
"2260",4158
"2261",4100
"2262",4545
"2263",4293
"2264",4446
"2265",4077
"2266",3979
"2267",3900
"2268",4268
"2269",4285
"2270",4291
"2271",4629
"2272",4494
"2273",4015
"2274",3452
"2275",4011
"2276",3681
"2277",4376
"2278",4411
"2279",4208
"2280",4376
"2281",4675
"2282",4606
"2283",3972
"2284",4621
"2285",4468
"2286",4421
"2287",4419
"2288",4262
"2289",4064
"2290",3745
"2291",4356
"2292",4405
"2293",4404
"2294",4311
"2295",3926
"2296",2864
"2297",4033
"2298",3796
"2299",4011
"2300",4176
"2301",4197
"2302",4770
"2303",4119
"2304",4246
"2305",4554
"2306",4478
"2307",4030
"2308",4220
"2309",4302
"2310",4341
"2311",4752
"2312",3871
"2313",4195
"2314",4188
"2315",4221
"2316",2572
"2317",4164
"2318",3708
"2319",4134
"2320",4280
"2321",4335
"2322",4082
"2323",3945
"2324",4312
"2325",4449
"2326",4159
"2327",4097
"2328",4316
"2329",4786
"2330",4205
"2331",4083
"2332",4294
"2333",4377
"2334",3843
"2335",4240
"2336",4436
"2337",4358
"2338",4669
"2339",4048
"2340",4002
"2341",4347
"2342",4035
"2343",3699
"2344",4397
"2345",3849
"2346",4051
"2347",4053
"2348",4008
"2349",4378
"2350",4448
"2351",4294
"2352",4250
"2353",4048
"2354",4336
"2355",4212
"2356",4291
"2357",4349
"2358",4015
"2359",3701
"2360",4381
"2361",4361
"2362",4157
"2363",4386
"2364",3893
"2365",4212
"2366",4051
"2367",3981
"2368",4022
"2369",4543
"2370",3609
"2371",3323
"2372",4441
"2373",4441
"2374",4345
"2375",4463
"2376",3981
"2377",3596
"2378",3721
"2379",3862
"2380",4408
"2381",4402
"2382",4345
"2383",4278
"2384",4291
"2385",4543
"2386",4597
"2387",4318
"2388",4059
"2389",3812
"2390",4601
"2391",4478
"2392",4250
"2393",4397
"2394",4581
"2395",4430
"2396",4251
"2397",4402
"2398",4104
"2399",4450
"2400",4425
"2401",3872
"2402",4053
"2403",3955
"2404",4042
"2405",4107
"2406",4498
"2407",4322
"2408",4374
"2409",3755
"2410",3882
"2411",4205
"2412",4445
"2413",4146
"2414",4328
"2415",4052
"2416",4096
"2417",4321
"2418",3460
"2419",3601
"2420",4225
"2421",4447
"2422",4482
"2423",4285
"2424",4331
"2425",4492
"2426",4205
"2427",4219
"2428",4302
"2429",4353
"2430",4039
"2431",3419
"2432",4336
"2433",4557
"2434",4467
"2435",4530
"2436",3889
"2437",4483
"2438",4230
"2439",4488
"2440",3943
"2441",4200
"2442",3789
"2443",4003
"2444",4129
"2445",4398
"2446",4152
"2447",4044
"2448",3925
"2449",4299
"2450",4464
"2451",4645
"2452",4299
"2453",4374
"2454",4435
"2455",4399
"2456",4603
"2457",4335
"2458",3664
"2459",4454
"2460",4667
"2461",4399
"2462",3781
"2463",4704
"2464",3983
"2465",4139
"2466",4216
"2467",4303
"2468",4143
"2469",4197
"2470",4665
"2471",4332
"2472",4653
"2473",4099
"2474",3858
"2475",4016
"2476",4025
"2477",4304
"2478",4478
"2479",4373
"2480",3826
"2481",3622
"2482",4238
"2483",4246
"2484",5128
"2485",2864
"2486",4000
"2487",3804
"2488",3936
"2489",3927
"2490",4252
"2491",4147
"2492",4054
"2493",4054
"2494",4315
"2495",4499
"2496",4319
"2497",4452
"2498",4404
"2499",4564
"2500",4544
"2501",4312
"2502",4390
"2503",4053
"2504",4298
"2505",4261
"2506",4072
"2507",4031
"2508",4033
"2509",3809
"2510",4046
"2511",4492
"2512",4492
"2513",4046
"2514",3656
"2515",4491
"2516",4395
"2517",4293
"2518",4308
"2519",4387
"2520",4382
"2521",4762
"2522",3772
"2523",3938
"2524",3860
"2525",4226
"2526",4181
"2527",4095
"2528",3796
"2529",4450
"2530",4269
"2531",4244
"2532",4042
"2533",4020
"2534",4396
"2535",4284
"2536",4262
"2537",4530
"2538",4343
"2539",4297
"2540",4650
"2541",4292
"2542",3666
"2543",4113
"2544",4113
"2545",3911
"2546",4195
"2547",4150
"2548",4345
"2549",4284
"2550",3963
"2551",4099
"2552",4086
"2553",4119
"2554",4053
"2555",3830
"2556",3397
"2557",3980
"2558",3293
"2559",4051
"2560",3968
"2561",4401
"2562",4106
"2563",4283
"2564",3808
"2565",4162
"2566",4384
"2567",4250
"2568",4651
"2569",4257
"2570",4063
"2571",4545
"2572",4505
"2573",4191
"2574",4554
"2575",4298
"2576",4018
"2577",3985
"2578",4625
"2579",4341
"2580",4423
"2581",4200
"2582",4123
"2583",4369
"2584",4514
"2585",4366
"2586",4075
"2587",4074
"2588",4157
"2589",4250
"2590",4774
"2591",4300
"2592",4273
"2593",4656
"2594",4593
"2595",4412
"2596",3941
"2597",3864
"2598",4324
"2599",4154
"2600",4118
"2601",4374
"2602",3847
"2603",4408
"2604",4650
"2605",4152
"2606",4344
"2607",4503
"2608",3750
"2609",3864
"2610",4260
"2611",4235
"2612",3856
"2613",3583
"2614",4119
"2615",4309
"2616",4110
"2617",4357
"2618",4522
"2619",4630
"2620",4652
"2621",4582
"2622",4744
"2623",4056
"2624",4381
"2625",4175
"2626",4492
"2627",3406
"2628",4405
"2629",4630
"2630",4254
"2631",3728
"2632",4356
"2633",2838
"2634",4133
"2635",3868
"2636",4600
"2637",4392
"2638",4466
"2639",4500
"2640",3968
"2641",4286
"2642",3810
"2643",4101
"2644",4096
"2645",4107
"2646",4267
"2647",4762
"2648",4353
"2649",4659
"2650",4592
"2651",4475
"2652",4070
"2653",4444
"2654",4447
"2655",4505
"2656",4343
"2657",4337
"2658",4547
"2659",3755
"2660",4187
"2661",4617
"2662",4072
"2663",3742
"2664",4434
"2665",3849
"2666",4073
"2667",3967
"2668",3740
"2669",4107
"2670",4316
"2671",4224
"2672",3644
"2673",3933
"2674",4446
"2675",4668
"2676",4647
"2677",4691
"2678",4414
"2679",4393
"2680",4367
"2681",4466
"2682",4301
"2683",4536
"2684",4366
"2685",4335
"2686",4239
"2687",4120
"2688",3755
"2689",4463
"2690",4320
"2691",3697
"2692",4318
"2693",4624
"2694",4486
"2695",4626
"2696",4355
"2697",4259
"2698",4565
"2699",4676
"2700",4533
"2701",4565
"2702",4678
"2703",4219
"2704",4327
"2705",4271
"2706",4449
"2707",3933
"2708",4050
"2709",4187
"2710",3956
"2711",3819
"2712",4140
"2713",4556
"2714",4037
"2715",4409
"2716",4280
"2717",4351
"2718",4645
"2719",4745
"2720",4679
"2721",4250
"2722",4604
"2723",4717
"2724",4623
"2725",4318
"2726",4317
"2727",4321
"2728",4466
"2729",4519
"2730",4057
"2731",4050
"2732",4271
"2733",4129
"2734",3949
"2735",3903
"2736",3872
"2737",4080
"2738",3749
"2739",4145
"2740",4118
"2741",3973
"2742",4613
"2743",4440
"2744",4302
"2745",4495
"2746",4382
"2747",4505
"2748",4495
"2749",4362
"2750",4506
"2751",4447
"2752",4416
"2753",4636
"2754",4571
"2755",4476
"2756",4231
"2757",4333
"2758",4672
"2759",4688
"2760",4493
"2761",4577
"2762",4375
"2763",4378
"2764",4329
"2765",4711
"2766",4564
"2767",4623
"2768",4208
"2769",4254
"2770",4204
"2771",4765
"2772",4179
"2773",4463
"2774",4304
"2775",4084
"2776",4493
"2777",4922
"2778",4382
"2779",3957
"2780",3915
"2781",3579
"2782",3575
"2783",3998
"2784",4265
"2785",4330
"2786",3780
"2787",4503
"2788",4465
"2789",4754
"2790",4065
"2791",4211
"2792",4437
"2793",4073
"2794",4550
"2795",4438
"2796",4169
"2797",4228
"2798",4556
"2799",4632
"2800",3717
"2801",4071
"2802",4987
"2803",4277
"2804",4073
"2805",3901
"2806",4278
"2807",4271
"2808",4586
"2809",4560
"2810",4299
"2811",4551
"2812",4662
"2813",4736
"2814",4099
"2815",4211
"2816",4529
"2817",4118
"2818",4559
"2819",4325
"2820",4288
"2821",4157
"2822",4493
"2823",4324
"2824",4145
"2825",4069
"2826",4088
"2827",3537
"2828",4010
"2829",4150
"2830",4674
"2831",4377
"2832",4160
"2833",4066
"2834",4310
"2835",3955
"2836",3958
"2837",4599
"2838",4197
"2839",4468
"2840",4179
"2841",4255
"2842",4525
"2843",4271
"2844",4152
"2845",3694
"2846",3753
"2847",3755
"2848",4000
"2849",4382
"2850",4555
"2851",4143
"2852",4074
"2853",3949
"2854",4119
"2855",3915
"2856",4495
"2857",4471
"2858",4369
"2859",4429
"2860",3661
"2861",4452
"2862",4043
"2863",3717
"2864",4244
"2865",4495
"2866",4504
"2867",4112
"2868",4620
"2869",4755
"2870",4422
"2871",3682
"2872",3574
"2873",3695
"2874",4374
"2875",4091
"2876",3879
"2877",4313
"2878",4324
"2879",4049
"2880",4457
"2881",4005
"2882",4226
"2883",4178
"2884",4449
"2885",4284
"2886",3764
"2887",4061
"2888",4184
"2889",4620
"2890",4045
"2891",4063
"2892",3958
"2893",4017
"2894",3863
"2895",4099
"2896",4172
"2897",4189
"2898",4266
"2899",4488
"2900",4176
"2901",4116
"2902",4366
"2903",4340
"2904",4279
"2905",4042
"2906",4430
"2907",4246
"2908",3867
"2909",4602
"2910",4387
"2911",4218
"2912",4035
"2913",3920
"2914",4776
"2915",4497
"2916",4355
"2917",4122
"2918",4430
"2919",4375
"2920",3990
"2921",4162
"2922",4179
"2923",4244
"2924",4203
"2925",4315
"2926",4306
"2927",4481
"2928",4041
"2929",4519
"2930",3963
"2931",4566
"2932",4099
"2933",4364
"2934",3729
"2935",4180
"2936",3938
"2937",4070
"2938",4098
"2939",3822
"2940",4198
"2941",4517
"2942",4449
"2943",4561
"2944",4080
"2945",4100
"2946",4293
"2947",4527
"2948",4182
"2949",4169
"2950",4278
"2951",4504
"2952",4236
"2953",3880
"2954",4381
"2955",4478
"2956",4369
"2957",4190
"2958",4096
"2959",3815
"2960",3798
"2961",4838
"2962",4030
"2963",4126
"2964",4559
"2965",4499
"2966",4088
"2967",5040
"2968",4456
"2969",4629
"2970",4230
"2971",4661
"2972",4600
"2973",4320
"2974",4461
"2975",4359
"2976",4661
"2977",4459
"2978",4055
"2979",3281
"2980",3719
"2981",3771
"2982",4140
"2983",4029
"2984",4127
"2985",4511
"2986",3264
"2987",4680
"2988",4015
"2989",4255
"2990",4352
"2991",4214
"2992",4309
"2993",4131
"2994",4273
"2995",3854
"2996",4548
"2997",4164
"2998",4731
"2999",4448
"3000",4200
"3001",3886
"3002",4233
"3003",4152
"3004",4063
"3005",4576
"3006",4413
"3007",4383
"3008",4622
"3009",4238
"3010",4374
"3011",4546
"3012",4030
"3013",4055
"3014",4586
"3015",4374
"3016",4245
"3017",4417
"3018",4234
"3019",4139
"3020",4230
"3021",4128
"3022",4299
"3023",4619
"3024",4113
"3025",4501
"3026",4189
"3027",3913
"3028",4348
"3029",3604
"3030",4231
"3031",4500
"3032",4593
"3033",4289
"3034",4492
"3035",4336
"3036",2173
"3037",3448
"3038",4537
"3039",4433
"3040",4383
"3041",4075
"3042",4448
"3043",4146
"3044",4107
"3045",4253
"3046",4297
"3047",4128
"3048",4315
"3049",4386
"3050",4218
"3051",4356
"3052",4407
"3053",4126
"3054",4114
"3055",4499
"3056",4574
"3057",4645
"3058",4645
"3059",4227
"3060",4674
"3061",4352
"3062",4334
"3063",4766
"3064",3730
"3065",4026
"3066",4077
"3067",2029
"3068",4434
"3069",4089
"3070",3869
"3071",4542
"3072",4271
"3073",4171
"3074",4389
"3075",4196
"3076",4143
"3077",3822
"3078",4274
"3079",4325
"3080",4583
"3081",4545
"3082",4835
"3083",4565
"3084",4361
"3085",4400
"3086",4688
"3087",3850
"3088",4423
"3089",4279
"3090",4393
"3091",4119
"3092",4267
"3093",4724
"3094",4263
"3095",4188
"3096",4030
"3097",3960
"3098",4268
"3099",4295
"3100",4423
"3101",4270
"3102",4583
"3103",4137
"3104",4317
"3105",3942
"3106",4266
"3107",4528
"3108",4358
"3109",4331
"3110",3742
"3111",4048
"3112",4044
"3113",4298
"3114",4268
"3115",3950
"3116",4096
"3117",4207
"3118",4105
"3119",4359
"3120",4665
"3121",4606
"3122",4146
"3123",4608
"3124",4008
"3125",4328
"3126",3912
"3127",4213
"3128",4630
"3129",4601
"3130",4434
"3131",4594
"3132",4642
"3133",3951
"3134",3926
"3135",4287
"3136",4371
"3137",4848
"3138",4374
"3139",4129
"3140",4276
"3141",4550
"3142",4188
"3143",3783
"3144",3796
"3145",4688
"3146",4372
"3147",4761
"3148",5084
"3149",3849
"3150",3905
"3151",4312
"3152",4236
"3153",4320
"3154",4698
"3155",4700
"3156",4454
"3157",3936
"3158",4504
"3159",4586
"3160",4147
"3161",4354
"3162",4613
"3163",4664
"3164",4625
"3165",4745
"3166",4296
"3167",4223
"3168",4552
"3169",4210
"3170",4446
"3171",3748
"3172",3907
"3173",4375
"3174",4194
"3175",4621
"3176",4637
"3177",4827
"3178",4308
"3179",4274
"3180",4698
"3181",4400
"3182",4663
"3183",4599
"3184",4506
"3185",4304
"3186",4197
"3187",4604
"3188",4740
"3189",4512
"3190",4507
"3191",4243
"3192",4475
"3193",5213
"3194",4500
"3195",3820
"3196",4367
"3197",4546
"3198",4535
"3199",4687
"3200",4629
"3201",3963
"3202",4075
"3203",4781
"3204",4422
"3205",4696
"3206",3979
"3207",4233
"3208",4410
"3209",4263
"3210",4592
"3211",4466
"3212",4475
"3213",4525
"3214",4439
"3215",4161
"3216",4300
"3217",4649
"3218",4130
"3219",4564
"3220",4353
"3221",3985
"3222",2726
"3223",4546
"3224",4648
"3225",4138
"3226",5002
"3227",4649
"3228",4003
"3229",3495
"3230",4550
"3231",4762
"3232",4790
"3233",4715
"3234",5063
"3235",4072
"3236",4475
"3237",3591
"3238",4239
"3239",4135
"3240",4666
"3241",4295
"3242",4494
"3243",4457
"3244",4176
"3245",4350
"3246",4526
"3247",3964
"3248",4115
"3249",4455
"3250",4281
"3251",4010
"3252",4540
"3253",4750
"3254",4756
"3255",4311
"3256",4841
"3257",5034
"3258",4907
"3259",4085
"3260",3938
"3261",3890
"3262",4352
"3263",4602
"3264",4578
"3265",4565
"3266",4464
"3267",4085
"3268",4105
"3269",4928
"3270",4718
"3271",4513
"3272",4415
"3273",5111
"3274",4227
"3275",4563
"3276",4055
"3277",4144
"3278",4136
"3279",4208
"3280",5059
"3281",4137
"3282",4146
"3283",4081
"3284",4735
"3285",4551
"3286",3847
"3287",4605
"3288",5161
"3289",4396
"3290",4536
"3291",3907
"3292",4601
"3293",4584
"3294",4569
"3295",4206
"3296",4804
"3297",4614
"3298",4554
"3299",4158
"3300",4550
"3301",4198
"3302",4596
"3303",4030
"3304",3695
"3305",4057
"3306",4338
"3307",4827
"3308",4392
"3309",4777
"3310",4900
"3311",4616
"3312",4627
"3313",4279
"3314",4106
"3315",4620
"3316",4142
"3317",4118
"3318",3969
"3319",4085
"3320",4451
"3321",4657
"3322",4727
"3323",4808
"3324",3541
"3325",4053
"3326",4218
"3327",4025
"3328",4379
"3329",4866
"3330",4562
"3331",4522
"3332",4629
"3333",4396
"3334",4186
"3335",4876
"3336",4321
"3337",4210
"3338",4189
"3339",4432
"3340",4863
"3341",4708
"3342",3868
"3343",4925
"3344",4568
"3345",4069
"3346",4528
"3347",4907
"3348",4811
"3349",4729
"3350",4703
"3351",3818
"3352",4648
"3353",4478
"3354",3956
"3355",4327
"3356",4354
"3357",4707
"3358",4848
"3359",4790
"3360",4645
"3361",4915
"3362",4673
"3363",4728
"3364",4561
"3365",4342
"3366",4768
"3367",4423
"3368",4811
"3369",4372
"3370",4455
"3371",4597
"3372",4632
"3373",4350
"3374",4082
"3375",4313
"3376",4258
"3377",4241
"3378",4547
"3379",4763
"3380",4725
"3381",4635
"3382",4782
"3383",4001
"3384",4994
"3385",4994
"3386",4715
"3387",4178
"3388",3883
"3389",3821
"3390",3991
"3391",4229
"3392",4313
"3393",4636
"3394",4604
"3395",4519
"3396",4213
"3397",4641
"3398",4289
"3399",4584
"3400",4144
"3401",4042
"3402",4042
"3403",4042
"3404",4042
"3405",4123
"3406",4240
"3407",4435
"3408",4376
"3409",4872
"3410",5018
"3411",4605
"3412",4972
"3413",4117
"3414",4189
"3415",4280
"3416",3969
"3417",4079
"3418",4492
"3419",4224
"3420",4456
"3421",4198
"3422",4751
"3423",4507
"3424",4480
"3425",4175
"3426",4218
"3427",4255
"3428",4758
"3429",5115
"3430",4360
"3431",4429
"3432",4382
"3433",4384
"3434",4701
"3435",4313
"3436",4931
"3437",3897
"3438",4312
"3439",4055
"3440",4611
"3441",4772
"3442",4395
"3443",4161
"3444",4390
"3445",4374
"3446",5248
"3447",5076
"3448",4520
"3449",5357
"3450",4614
"3451",4271
"3452",4007
"3453",4328
"3454",3252
"3455",4046
"3456",4629
"3457",4443
"3458",4647
"3459",4972
"3460",4731
"3461",4501
"3462",4383
"3463",4230
"3464",4627
"3465",4518
"3466",4402
"3467",4281
"3468",4976
"3469",4288
"3470",4667
"3471",4661
"3472",4587
"3473",4691
"3474",4692
"3475",4726
"3476",3969
"3477",4521
"3478",4473
"3479",4636
"3480",4481
"3481",4753
"3482",4354
"3483",3944
"3484",4366
"3485",4319
"3486",4143
"3487",4574
"3488",3516
"3489",4773
"3490",4299
"3491",4821
"3492",4290
"3493",3950
"3494",4754
"3495",4389
"3496",4363
"3497",4282
"3498",3721
"3499",4738
"3500",4577
"3501",4483
"3502",4297
"3503",4393
"3504",4290
"3505",4640
"3506",4356
"3507",4371
"3508",4484
"3509",4946
"3510",4523
"3511",4210
"3512",4438
"3513",4574
"3514",4520
"3515",3929
"3516",3955
"3517",3739
"3518",4879
"3519",4824
"3520",4515
"3521",4260
"3522",4965
"3523",4554
"3524",4419
"3525",4613
"3526",3889
"3527",3988
"3528",4529
"3529",4402
"3530",4473
"3531",4627
"3532",4118
"3533",4289
"3534",4329
"3535",4266
"3536",4749
"3537",4381
"3538",4186
"3539",4129
"3540",4244
"3541",4286
"3542",4180
"3543",4784
"3544",5012
"3545",4784
"3546",4493
"3547",4536
"3548",4482
"3549",4913
"3550",4487
"3551",4224
"3552",4093
"3553",4293
"3554",4639
"3555",4929
"3556",4775
"3557",4507
"3558",4311
"3559",4341
"3560",4513
"3561",4213
"3562",4217
"3563",4628
"3564",4493
"3565",4442
"3566",4569
"3567",4362
"3568",4641
"3569",4003
"3570",4685
"3571",4696
"3572",4705
"3573",5023
"3574",4035
"3575",4282
"3576",4870
"3577",4700
"3578",4201
"3579",4284
"3580",4489
"3581",4894
"3582",5083
"3583",5236
"3584",4371
"3585",4488
"3586",4816
"3587",4645
"3588",4925
"3589",4323
"3590",4759
"3591",4468
"3592",4626
"3593",4438
"3594",4368
"3595",4362
"3596",3494
"3597",4352
"3598",4323
"3599",4625
"3600",3949
"3601",4087
"3602",4261
"3603",4451
"3604",4261
"3605",4648
"3606",4396
"3607",4732
"3608",4441
"3609",4697
"3610",4932
"3611",4215
"3612",4277
"3613",4453
"3614",4664
"3615",4734
"3616",4308
"3617",4248
"3618",4399
"3619",4569
"3620",4171
"3621",5097
"3622",4512
"3623",5367
"3624",4647
"3625",4331
"3626",4269
"3627",4261
"3628",4757
"3629",4903
"3630",4381
"3631",4509
"3632",4344
"3633",4462
"3634",4392
"3635",4612
"3636",4690
"3637",4472
"3638",4572
"3639",4087
"3640",4635
"3641",4189
"3642",3902
"3643",4225
"3644",5004
"3645",4943
"3646",4144
"3647",4783
"3648",4997
"3649",4340
"3650",4175
"3651",5012
"3652",4863
"3653",4957
"3654",4110
"3655",4354
"3656",4192
"3657",4144
"3658",4394
"3659",4574
"3660",4553
"3661",4425
"3662",4582
"3663",4590
"3664",4208
"3665",4308
"3666",4022
"3667",4582
"3668",3572
"3669",4831
"3670",4572
"3671",5065
"3672",4348
"3673",4286
"3674",4607
"3675",4451
"3676",4188
"3677",5006
"3678",4685
"3679",4542
"3680",4556
"3681",5042
"3682",4705
"3683",4451
"3684",4816
"3685",4586
"3686",4100
"3687",3984
"3688",4071
"3689",4229
"3690",4302
"3691",4345
"3692",3653
"3693",3663
"3694",4562
"3695",4618
"3696",4606
"3697",4407
"3698",4169
"3699",4257
"3700",3971
"3701",3882
"3702",4036
"3703",4648
"3704",4491
"3705",4514
"3706",4164
"3707",4571
"3708",4953
"3709",4692
"3710",4394
"3711",4715
"3712",4560
"3713",4899
"3714",4598
"3715",3827
"3716",4282
"3717",3241
"3718",4279
"3719",4313
"3720",4289
"3721",4291
"3722",4356
"3723",4521
"3724",4350
"3725",4248
"3726",4403
"3727",4558
"3728",4500
"3729",4399
"3730",4516
"3731",4637
"3732",4287
"3733",4473
"3734",5123
"3735",4786
"3736",5299
"3737",5035
"3738",4558
"3739",4755
"3740",4518
"3741",4152
"3742",4557
"3743",5099
"3744",4952
"3745",4597
"3746",4701
"3747",4676
"3748",4234
"3749",4159
"3750",4671
"3751",4077
"3752",3859
"3753",4103
"3754",3998
"3755",4167
"3756",4370
"3757",4680
"3758",4350
"3759",4416
"3760",4872
"3761",4324
"3762",5231
"3763",4703
"3764",4400
"3765",4532
"3766",4283
"3767",4914
"3768",4033
"3769",4664
"3770",4100
"3771",5250
"3772",4714
"3773",4327
"3774",4305
"3775",4118
"3776",4403
"3777",2782
"3778",4087
"3779",4266
"3780",4263
"3781",4536
"3782",4386
"3783",4182
"3784",4480
"3785",4531
"3786",4531
"3787",3987
"3788",4440
"3789",4913
"3790",4715
"3791",5101
"3792",4326
"3793",4305
"3794",4875
"3795",5183
"3796",4165
"3797",4389
"3798",4164
"3799",4498
"3800",4375
"3801",4307
"3802",4237
"3803",4426
"3804",4442
"3805",4183
"3806",4301
"3807",4564
"3808",4518
"3809",4382
"3810",4190
"3811",5065
"3812",4945
"3813",4606
"3814",4631
"3815",4024
"3816",4477
"3817",4284
"3818",4450
"3819",4642
"3820",5098
"3821",4574
"3822",4596
"3823",4725
"3824",4562
"3825",3948
"3826",5049
"3827",5048
"3828",5165
"3829",4774
"3830",4392
"3831",4305
"3832",4304
"3833",4492
"3834",4161
"3835",4399
"3836",4416
"3837",4274
"3838",4422
"3839",4322
"3840",4956
"3841",4085
"3842",4441
"3843",4568
"3844",4393
"3845",4934
"3846",4134
"3847",4300
"3848",4444
"3849",4489
"3850",4876
"3851",4674
"3852",4054
"3853",4182
"3854",4440
"3855",4566
"3856",4068
"3857",4139
"3858",4232
"3859",4190
"3860",4228
"3861",4125
"3862",4304
"3863",4205
"3864",4277
"3865",4358
"3866",4359
"3867",4371
"3868",4278
"3869",4357
"3870",4258
"3871",4750
"3872",4244
"3873",4758
"3874",3912
"3875",4521
"3876",4251
"3877",3948
"3878",3890
"3879",4043
"3880",4095
"3881",4370
"3882",4332
"3883",4274
"3884",4356
"3885",3537
"3886",4383
"3887",4266
"3888",3458
"3889",4004
"3890",4335
"3891",4749
"3892",4405
"3893",4458
"3894",4800
"3895",4870
"3896",2650
"3897",4676
"3898",4730
"3899",4220
"3900",4037
"3901",4202
"3902",4393
"3903",3052
"3904",4676
"3905",4682
"3906",4556
"3907",4653
"3908",4391
"3909",4881
"3910",4815
"3911",4337
"3912",4931
"3913",2866
"3914",4460
"3915",4311
"3916",4313
"3917",4042
"3918",4011
"3919",4622
"3920",4441
"3921",4231
"3922",4312
"3923",4162
"3924",4203
"3925",4054
"3926",4553
"3927",4639
"3928",4626
"3929",4405
"3930",4529
"3931",4414
"3932",4399
"3933",4408
"3934",4526
"3935",4725
"3936",4571
"3937",4390
"3938",4190
"3939",4244
"3940",4737
"3941",4459
"3942",4684
"3943",4703
"3944",4216
"3945",3988
"3946",4275
"3947",3381
"3948",4128
"3949",4266
"3950",4136
"3951",4597
"3952",4115
"3953",4218
"3954",4131
"3955",4416
"3956",4846
"3957",4322
"3958",4277
"3959",4246
"3960",4384
"3961",4168
"3962",3737
"3963",4054
"3964",4181
"3965",4580
"3966",4230
"3967",4361
"3968",3900
"3969",4339
"3970",3920
"3971",4029
"3972",4623
"3973",4384
"3974",4450
"3975",4374
"3976",3662
"3977",4116
"3978",4716
"3979",4415
"3980",4317
"3981",4109
"3982",3841
"3983",3229
"3984",3497
"3985",3832
"3986",4145
"3987",4597
"3988",4858
"3989",4593
"3990",4178
"3991",4442
"3992",4314
"3993",4558
"3994",4236
"3995",4232
"3996",4156
"3997",4227
"3998",4123
"3999",4119
"4000",4891
"4001",4704
"4002",4970
"4003",3915
"4004",5031
"4005",4217
"4006",4165
"4007",4285
"4008",4785
"4009",4502
"4010",4338
"4011",4443
"4012",4598
"4013",4432
"4014",4065
"4015",4322
"4016",4353
"4017",4106
"4018",4633
"4019",4351
"4020",4120
"4021",3846
"4022",4183
"4023",4020
"4024",4594
"4025",4350
"4026",4584
"4027",4545
"4028",4439
"4029",4413
"4030",4106
"4031",4268
"4032",4407
"4033",4878
"4034",4702
"4035",4354
"4036",4179
"4037",4129
"4038",4316
"4039",4385
"4040",4937
"4041",4496
"4042",4354
"4043",3385
"4044",4070
"4045",4334
"4046",4296
"4047",4207
"4048",3962
"4049",4135
"4050",4080
"4051",3116
"4052",4457
"4053",4539
"4054",3963
"4055",4322
"4056",4539
"4057",4539
"4058",4361
"4059",4060
"4060",4811
"4061",4264
"4062",4331
"4063",4184
"4064",4332
"4065",4738
"4066",3154
"4067",4993
"4068",3883
"4069",3456
"4070",4370
"4071",4058
"4072",3964
"4073",4213
"4074",4248
"4075",4295
"4076",4375
"4077",4381
"4078",4201
"4079",3910
"4080",3836
"4081",3832
"4082",4630
"4083",4223
"4084",3904
"4085",4658
"4086",4284
"4087",4386
"4088",4292
"4089",4597
"4090",4299
"4091",4654
"4092",4930
"4093",4931
"4094",4202
"4095",4496
"4096",4282
"4097",3941
"4098",4530
"4099",4518
"4100",4312
"4101",3037
"4102",4682
"4103",4530
"4104",4807
"4105",4447
"4106",4465
"4107",4233
"4108",4262
"4109",4254
"4110",4226
"4111",4492
"4112",4325
"4113",4560
"4114",4245
"4115",3935
"4116",4312
"4117",4295
"4118",4787
"4119",4690
"4120",3963
"4121",4405
"4122",4205
"4123",4783
"4124",4985
"4125",3926
"4126",3885
"4127",5090
"4128",4545
"4129",4711
"4130",4426
"4131",4732
"4132",4385
"4133",4593
"4134",4355
"4135",1897
